rho,n_rep,miae_mean,miae_std,rmise_mean,rmise_std,beta_mae_mean,beta_mae_std,beta_rmse_mean,beta_rmse_std,se_beta_nonzero_mean,se_beta_nonzero_std,ppv_beta_nonzero_mean,ppv_beta_nonzero_std,spe_beta_nonzero_mean,spe_beta_nonzero_std,npv_beta_nonzero_mean,npv_beta_nonzero_std,se_const_zero_mean,se_const_zero_std,ppv_const_zero_mean,ppv_const_zero_std,spe_const_zero_mean,spe_const_zero_std,npv_const_zero_mean,npv_const_zero_std,se_const_nonzero_mean,se_const_nonzero_std,ppv_const_nonzero_mean,ppv_const_nonzero_std,spe_const_nonzero_mean,spe_const_nonzero_std,npv_const_nonzero_mean,npv_const_nonzero_std,se_vary_mean,se_vary_std,ppv_vary_mean,ppv_vary_std,spe_vary_mean,spe_vary_std,npv_vary_mean,npv_vary_std
0.1,30,0.013115721796117363,0.0013412251268265483,0.026469276538537354,0.002433315344360582,0.006329086331854181,0.0033626463867867267,0.009948669838923969,0.005103783591487917,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9510931480427164,0.008964690051990841,0.8866666666666666,0.021807236311728186,1.0,0.0,0.9490909090909091,0.01439314192368233,1.0,0.0,1.0,0.0,0.9895530735002709,0.0029219583860187266,0.8103703703703704,0.0447152245119602,1.0,0.0,1.0,0.0,0.9699524818111378,0.006888427833504993
0.5,30,0.017054707112384014,0.002055831060914963,0.03331736500542535,0.0031711903828431877,0.006417652782255038,0.00334423964153962,0.010332026919364332,0.005058361520413757,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9998484848484849,0.0008159340616870414,0.9501286203693549,0.009017805047945514,0.8843333333333334,0.02201262264146543,0.999625468164794,0.002016915658102815,0.9496969696969697,0.0146084494462957,1.0,0.0,1.0,0.0,0.9896765200918447,0.0029657667891295576,0.8044444444444446,0.04153435783370723,0.999074074074074,0.004986263710309729,0.9998787878787879,0.000652747249349641,0.9690301818357842,0.006388084071151816
0.9,30,0.07227905769141607,0.008877049082167769,0.11275045677054352,0.011567181959624242,0.006431316466096404,0.00319219812109122,0.010806022367562205,0.005323137188265253,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5906060606060607,0.09884967392406713,0.927332667222396,0.026477490742974338,0.8983333333333332,0.03742399705477162,0.5068741213218283,0.06182859070283999,0.39272727272727276,0.13675499396605464,0.9888353347718672,0.026303253890097182,0.9993710691823899,0.001406332061320622,0.8885676613693839,0.022651015033745215,0.8251851851851854,0.07453191838877195,0.24138030594421883,0.044542025152464734,0.56,0.09399372817714552,0.9514305713713985,0.020920968758635396
