source_part,source_manifest,n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,rho_true,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,0,129,1,,32825.153763711976,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.05022618210386532,0.06209539114892904,0.009286273166441927,0.013619745130148136,0.05123923661469472,0.06370312434547348,0.0102311363869792,0.013593219544527177,0.3439454361651247,0.38427539655714227,0.2567102301643402,0.5228914766620294
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,2,131,1,,36369.72507435002,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.049590687195835564,0.061525908132752924,0.01546596577555659,0.019546251174092744,0.05135830339167896,0.06403193659447316,0.015367584911870152,0.019234825611298894,0.38037801618640416,0.41595304737697053,0.007135333557908759,0.5381160599955255
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,0,129,1,,36436.791035425034,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.05004589353234597,0.06201117501538096,0.009567644791857094,0.013632083469320249,0.04935826593569499,0.06202437064743281,0.01114036462991505,0.014253515327628337,0.33865679337135557,0.37911763361150197,0.3690061374451593,0.5473723258103456
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,1,130,1,,36810.747484249005,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.048525580722075926,0.05978238587494323,0.014076139437433494,0.015809435027958656,0.05089549516209046,0.06306063444969147,0.014647660883042563,0.017233452757311557,0.36124346453989814,0.41033807910326253,0.0011756401148487448,0.5063681610278435
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,1,130,1,,37211.84152132901,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.04777037478367103,0.05933806426854777,0.00573618760068853,0.006199007103892632,0.04906413019078814,0.061282845614764214,0.004378635702944791,0.0054322275722708535,0.3464179351956143,0.3874226828952759,0.2188519711552389,0.5040308301665029
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,0,129,1,,37387.70939975098,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.0503455777572275,0.062136369415312344,0.008835991232943596,0.013330154683217807,0.05213892341038086,0.06458845416714197,0.008999443006639324,0.012696622623036977,0.3495456367140383,0.38966375304109235,0.14281581964934603,0.5080431737232758
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,2,131,1,,38399.05491820001,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.04883155085006532,0.06069982360843796,0.01547698723620096,0.020763067340408687,0.04986699510647014,0.06257890236253331,0.014845915255836215,0.01982021948746787,0.37539826917606695,0.415568808590936,0.22453101684443505,0.5438925977464033
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,2,131,1,,38863.114311312034,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.048948770902985585,0.06082904411928701,0.014511568882290632,0.018978030757812108,0.0506659815275468,0.06334457715067565,0.013614941251494733,0.018084558558110964,0.3785081872304436,0.418245819685276,0.10990724637333657,0.5379759735631179
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,1,130,1,,39387.73045677802,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.047791600959755404,0.05932067767361021,0.005846269563647116,0.006451986369812819,0.0476585304783143,0.05993843312890405,0.004740159319532339,0.006302027659950656,0.34325665635600416,0.3838523888612248,0.3319346177069795,0.522244434541117
3,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part3_missing.csv,5000,base3,2,131,1,,41153.91778171499,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.048717815337586935,0.06056696350844165,0.016429219178385426,0.022591894524721122,0.04827184273738321,0.061148110343942165,0.01613496912700295,0.02166869665889095,0.3722879718481693,0.41270636226261775,0.33886475932276006,0.5576525060660599
