n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
1000,base1,3,138,1,,1143.4765929520363,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.6,-0.17724705758939951,0.0495809271618106,0.06680621718348208,0.009236343782596482,0.010106282037569551,0.04546618744785794,0.06282177998714067,0.013377129927732281,0.01465178781387752,0.329662677025163,0.3482602367127089,0.17724705758939951,
1000,base1,2,137,1,,1184.2182547689881,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.0,0.053427715242600975,0.05143636351909104,0.07105823072380056,0.02190398629319476,0.02487233834138763,0.051763157397195565,0.07183797815433822,0.02672840665492507,0.02794070422932913,0.2504077657880713,0.2825613435583861,0.053427715242600975,
1000,base1,1,136,1,,1185.716164050973,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.0,0.01112170068723897,0.05068925136023845,0.06923839843997637,0.025243239929978276,0.032844039669799964,0.050998729183869024,0.0699314835804548,0.022269482820766476,0.028015337733382113,0.32114201565312483,0.34144589695381106,0.01112170068723897,
1000,base1,2,137,1,,1209.1551264429,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.3,-0.04522674987624975,0.05079319221553084,0.0710367195237475,0.022108950922250403,0.022938587098489668,0.049564278745934436,0.06946315667754929,0.02492852361087672,0.026598455120168896,0.2390675185051646,0.2732779280539458,0.04522674987624975,
1000,base1,3,138,1,,1216.8773962830892,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.3,-0.11752708528304862,0.05004491270506611,0.06784001329584147,0.008937050790971873,0.00933415277911628,0.049733777773438084,0.0682060893990371,0.012181325433453141,0.013038282408603007,0.31929728720498124,0.3370170141897867,0.11752708528304862,
1000,base1,0,135,1,,1292.1203291160055,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.6,-0.15405577623089267,0.05241934753468093,0.06929732533005901,0.01799939039168684,0.025813242059880764,0.0465850734968293,0.06212321718441943,0.017130391237676346,0.02157147561554811,0.2835917119396693,0.3032774673543193,0.15405577623089267,
1000,base1,0,135,1,,1298.9594867099077,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.3,-0.0759696827457435,0.05228394571002867,0.06872904942776409,0.0161657333466365,0.022159129055932064,0.050966754941310664,0.06715381281230741,0.014037739376701566,0.019101267578646403,0.2846955938099256,0.30445193997171033,0.0759696827457435,
1000,base1,3,138,1,,1326.6434438290307,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.0,-0.05194457430104478,0.05155830535999297,0.07105999523889511,0.011977292481498675,0.014389074867113084,0.0516100983693924,0.07131731366173065,0.013796324875777477,0.014912755065576624,0.2905639182654322,0.30799118484450166,0.05194457430104478,
1000,base1,2,137,1,,1340.768925908953,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.6,-0.12557087263123934,0.05040088168974591,0.07048896151996649,0.02369867184939206,0.02570438370732234,0.044777837305211766,0.0629317160218201,0.026558624537522307,0.028784102296575253,0.23045847498782848,0.2653252632849603,0.12557087263123934,
1000,base1,1,136,1,,1403.5373312640004,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,0.3,-0.06723893288889257,0.04827456840145872,0.06466246493320825,0.011638290810662644,0.01199551865196907,0.04751092251578404,0.0640261740953454,0.008241422366776496,0.012038213329585708,0.2868881484993635,0.3097844138849664,0.06723893288889257,
