rho,rep,seed,miae,rmise,beta_mae,beta_rmse,se_beta_nonzero,ppv_beta_nonzero,spe_beta_nonzero,npv_beta_nonzero,se_const_zero,ppv_const_zero,spe_const_zero,npv_const_zero,se_const_nonzero,ppv_const_nonzero,spe_const_nonzero,npv_const_nonzero,se_vary,ppv_vary,spe_vary,npv_vary
0.5,18,141,0.01705221344426509,0.033493171636496996,0.009695550459299455,0.018202745497218235,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.7555555555555555,1.0,1.0,0.9615384615384616
0.5,19,142,0.015687140922519785,0.03236708472502215,0.0057601043400931405,0.00913690827173024,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9272727272727272,1.0,1.0,0.9851301115241635,0.8,1.0,1.0,0.9683098591549296
0.5,20,143,0.018600709209459648,0.03523274743471425,0.013118037873822408,0.023152215008335666,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7777777777777778,1.0,1.0,0.9649122807017544
0.5,21,144,0.018590533269097813,0.03630608701755994,0.006668030707082363,0.010790824809037172,1.0,1.0,1.0,1.0,1.0,0.9482758620689655,0.88,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8,1.0,1.0,0.9683098591549296
0.5,22,145,0.017899903569576443,0.034773736531477396,0.002126761582788668,0.0043920456152886506,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7555555555555555,1.0,1.0,0.9615384615384616
0.5,23,146,0.017693589279565533,0.035585730516297084,0.004684844227480931,0.007409437265531916,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7555555555555555,1.0,1.0,0.9615384615384616
0.5,24,147,0.018224446426915203,0.03663101205709229,0.001720995916490312,0.002971555089138429,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.7333333333333333,1.0,1.0,0.9581881533101045
0.5,25,148,0.015505442864823221,0.031121335376172402,0.004415333113093093,0.006990155171092283,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8444444444444444,1.0,1.0,0.975177304964539
0.5,26,149,0.013947129281620382,0.029129967860601114,0.01280019878869014,0.017548447524136854,1.0,1.0,1.0,1.0,1.0,0.944206008583691,0.87,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7777777777777778,1.0,1.0,0.9649122807017544
0.5,27,150,0.01657638976331513,0.03229562422578166,0.01085200853172391,0.019319808109305288,1.0,1.0,1.0,1.0,1.0,0.9649122807017544,0.92,1.0,0.9636363636363636,1.0,1.0,0.9925093632958801,0.8666666666666667,1.0,1.0,0.9786476868327402
0.5,28,151,0.014635791878301208,0.030306440416279924,0.005524586483516348,0.008320471937092665,1.0,1.0,1.0,1.0,1.0,0.9606986899563319,0.91,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.8666666666666667,1.0,1.0,0.9786476868327402
0.5,29,152,0.018707583387852673,0.03565404314686587,0.00645649650891422,0.010208624821146386,1.0,1.0,1.0,1.0,1.0,0.9401709401709402,0.86,1.0,0.9454545454545454,1.0,1.0,0.9888059701492538,0.7555555555555555,1.0,1.0,0.9615384615384616
0.9,0,123,0.07683313610878702,0.1211996086110512,0.008962797785196677,0.015968405086866273,1.0,1.0,1.0,1.0,0.509090909090909,0.9491525423728814,0.94,0.46534653465346537,0.18181818181818182,0.9090909090909091,0.9962264150943396,0.8543689320388349,0.9111111111111111,0.21465968586387435,0.45454545454545453,0.9689922480620154
0.9,1,124,0.0708547155159052,0.11164533108348682,0.011443928132722622,0.018926535574341864,1.0,1.0,1.0,1.0,0.6227272727272727,0.9256756756756757,0.89,0.5174418604651163,0.3090909090909091,1.0,1.0,0.8745874587458746,0.8,0.23225806451612904,0.5672727272727273,0.9454545454545454
0.9,2,125,0.08145358280423616,0.12289264940866548,0.0028463020074327165,0.004502500025565782,1.0,1.0,1.0,1.0,0.5181818181818182,0.8702290076335878,0.83,0.43915343915343913,0.4,1.0,1.0,0.889261744966443,0.6666666666666666,0.17964071856287425,0.5018181818181818,0.9019607843137255
0.9,3,126,0.057701905207260006,0.0937386287191573,0.0036820276074991548,0.005855227142207386,1.0,1.0,1.0,1.0,0.7681818181818182,0.9285714285714286,0.87,0.6304347826086957,0.4,1.0,1.0,0.889261744966443,0.7777777777777778,0.3017241379310345,0.7054545454545454,0.9509803921568627
0.9,4,127,0.08445153088007237,0.1275091416446215,0.0016601734705120677,0.0027198464459452128,1.0,1.0,1.0,1.0,0.4318181818181818,0.9313725490196079,0.93,0.42660550458715596,0.41818181818181815,0.9583333333333334,0.9962264150943396,0.8918918918918919,0.8888888888888888,0.20618556701030927,0.44,0.9603174603174603
0.9,5,128,0.0698233732383414,0.10719145657684791,0.006071519306680645,0.009387161984287377,1.0,1.0,1.0,1.0,0.5636363636363636,0.9538461538461539,0.94,0.49473684210526314,0.3090909090909091,1.0,1.0,0.8745874587458746,0.9333333333333333,0.24277456647398843,0.5236363636363637,0.9795918367346939
0.9,6,129,0.06873266508479058,0.10910093176110723,0.011472652781432105,0.01841289440997403,1.0,1.0,1.0,1.0,0.6181818181818182,0.9315068493150684,0.9,0.5172413793103449,0.509090909090909,1.0,1.0,0.9075342465753424,0.8,0.2465753424657534,0.6,0.9482758620689655
0.9,7,130,0.06518521401529732,0.1053265193551241,0.00737962280701676,0.013367761269093226,1.0,1.0,1.0,1.0,0.6772727272727272,0.9430379746835443,0.91,0.5617283950617284,0.2545454545454545,1.0,1.0,0.8660130718954249,0.8444444444444444,0.25675675675675674,0.6,0.9593023255813954
0.9,8,131,0.07935424487063603,0.12067954206728368,0.00847275555031259,0.013266450005376495,1.0,1.0,1.0,1.0,0.5909090909090909,0.87248322147651,0.81,0.47368421052631576,0.2,1.0,1.0,0.8576051779935275,0.6666666666666666,0.1875,0.5272727272727272,0.90625
0.9,9,132,0.07351008795430096,0.10989992489942593,0.007840159300098135,0.01245680010795331,1.0,1.0,1.0,1.0,0.5227272727272727,0.9426229508196722,0.93,0.4696969696969697,0.5272727272727272,1.0,1.0,0.9106529209621993,0.9111111111111111,0.24260355029585798,0.5345454545454545,0.9735099337748344
