n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,rho_true,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base1,0,144,1,,4561.575538536068,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.03327038496188719,0.04395042098070323,0.018261707590316395,0.02227298904672581,0.03291568087401396,0.04321198782444603,0.01855853722223602,0.02294364032727781,0.17781198456439268,0.1903859730785979,0.047278816888553565,0.28326959602811674
2000,base1,2,146,1,,4633.3191262760665,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.0362420551349231,0.04666935875351142,0.023790276264548604,0.0325399224634148,0.026429781613908576,0.03323051106914714,0.024184575364479613,0.03232697356514414,0.20806996827934926,0.21067905171675472,0.22740394728045243,0.5970592250040214
2000,base1,0,144,1,,4734.764913667925,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.03300283234148831,0.04364056870178669,0.020368979426864997,0.025023743726546113,0.030236131104631993,0.03943965966497773,0.021104589905715163,0.026036448462820067,0.17216368338841664,0.18607436607782088,0.11540256277878014,0.37195363585768426
2000,base1,1,145,1,,5843.366317201871,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.03579350307187381,0.045795937771099415,0.009497657599225537,0.013593697537630817,0.03521491598116388,0.04500354531995293,0.00829505642828049,0.012258429077634032,0.19067593170756897,0.19909170851893424,0.10737018139814908,0.33800040173010915
2000,base1,1,145,1,,6092.469755870057,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.03378180383688629,0.04371219150257417,0.00987447749102284,0.012567172646009976,0.03394174104854942,0.0439774311901847,0.009099584921908349,0.011802059313461616,0.16686519310194375,0.18296054130547118,0.024630760673010947,0.237760777273223
2000,base1,1,145,1,,6494.174569210969,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.035462635303022245,0.04558650787349957,0.011684759148544915,0.016036769967355924,0.03234931545262737,0.04128556033353251,0.010271793666268791,0.014502227315352946,0.19858547235471627,0.207435715690395,0.166314719017718,0.45422746044189544
2000,base1,0,144,1,,6896.604016559897,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.03296779111480656,0.04304739407560922,0.02301397828308757,0.02576242439241436,0.03311001601266122,0.04325425779229323,0.02248726687724495,0.02481507430823916,0.17998924475137643,0.19320497507091425,0.005605321779858683,0.2546262175860996
2000,base1,2,146,1,,7028.829670900945,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.035814812043815904,0.046061518999477774,0.022915236442505538,0.030290212953395592,0.03193222439401638,0.040851121495455764,0.023807857364926355,0.03065626399342524,0.2091243974447462,0.21287033389378962,0.1507513760485844,0.4552169002830997
2000,base1,1,145,1,,7245.330525378929,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.03506771982180944,0.04528679970107502,0.014307939079520882,0.01870354786383979,0.0260970315108552,0.03296979948630083,0.013485840504975116,0.017044421090320984,0.20554866524361506,0.2153410553302392,0.22100819050006892,0.5869649048939067
2000,base1,2,146,1,,7284.667473769048,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.03547559692161758,0.04565449239018814,0.02145469709336846,0.027690863229412183,0.0344878052920911,0.04436022348656902,0.022196689681480572,0.02811275025415467,0.2118529155809948,0.21681287291108756,0.07391322987144802,0.34559926040371125
2000,base1,2,146,1,,7633.715329273138,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.03473301792531044,0.04584605070363413,0.020663366179317577,0.026104731604852518,0.03492408745753363,0.04611430274760253,0.021313332626142767,0.026813248670709288,0.21850782773223315,0.22884557254306653,0.049777127363834696,0.3138754996937788
2000,base1,0,144,1,,8021.83816576004,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.03274723324608548,0.043177181218110025,0.02255269380675068,0.02774167300309914,0.024185814737542728,0.03099481088506865,0.023463810920678924,0.02931653430519506,0.1661725334212768,0.18166284545296515,0.18592407344069184,0.4906824845856961
2000,base2,0,144,1,,4641.771236953093,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.032867788478764294,0.042966817244289406,0.01999774187097031,0.02296340414150527,0.033092999408665974,0.04330684707693037,0.019984347259313334,0.02243110444556662,0.18612866148121834,0.20447081888832616,0.015116968657256997,0.2638001099937079
2000,base2,0,144,1,,4713.730900772149,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.033192980228452004,0.043898110835058936,0.02127794400243821,0.025107604581931096,0.0327304634034572,0.04322688522454652,0.020625828217403178,0.024584358926040807,0.18495328074315448,0.20296151855248634,0.04385922242212592,0.2916546965422804
2000,base2,1,145,1,,6535.106188287027,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.032887983539318474,0.04314421946372279,0.007609002921292712,0.008669166244387126,0.03309134545350898,0.0434824771405909,0.00737175928468177,0.008704826771567602,0.17593776021316543,0.1962067026490708,0.005909245100797922,0.24890885212958236
2000,base2,1,145,1,,5381.825596370967,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.0342319897444923,0.04426818245506336,0.014882609269200639,0.018178145425511945,0.03388843031380343,0.0438361417782026,0.013326652851400722,0.016596458487514492,0.1907829274638056,0.20754810205552976,0.08025756812098384,0.3203942638674327
