2000,sqrt,1,124,1,,47212.469050770625,0.25,fixed,0.25,1.0,0.3,0.03361995422444657,0.046791914135182994,0.016182968959082222,0.021141864007430757,0.03282192241877272,0.04582044162685794,0.01580974384724132,0.021176410849852546,0.4101727954399498,0.09969263764888106,0.6345271205409896
2000,bump,1,124,1,,49308.879993384704,0.25,fixed,0.25,1.0,0.3,0.0547384131942981,0.07341231204709302,0.01743023225177942,0.017778071449176137,0.05450508382868379,0.0731231781851933,0.017318415912489504,0.017738600618504755,0.11128086852441621,0.22078375262773048,0.3385677970954212
