source_part,source_manifest,n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,rho_true,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base3,0,138,1,,32561.145243178995,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.04942457312693303,0.060965021956456096,0.021534803336735936,0.02364734833075526,0.051686961505104344,0.06404380408276808,0.0202614706962643,0.02191676304154425,0.38760037105716544,0.43248175655116117,0.0073383467948253105,0.5474888444924605
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,2,140,1,,33896.189894449024,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.023546743961507948,0.02999186042430973,0.00871203587791565,0.00886058254411326,0.02146827092482614,0.027399991375608293,0.008071987309411985,0.008163043183825778,0.08040246366742156,0.10191845212829082,0.08475697465925514,0.1900531211342191
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,0,138,1,,34816.980090569996,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.02343926965208561,0.029832569224140848,0.00908409109503791,0.01371853828819225,0.017899586198208497,0.023077339831352642,0.009857973972929812,0.013867652397976323,0.0802147017421343,0.09218864090269571,0.1133681212711356,0.22076144019772972
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base3,1,139,1,,35242.58688358305,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.049110245749530844,0.06104695713813778,0.0090395335368786,0.012960442919351335,0.05113078330169665,0.06377413389918733,0.010009707312547286,0.014138271181473096,0.37527741942889026,0.4167400368026934,0.017281560759772843,0.5316821492066884
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,2,140,1,,36011.21945642802,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.02364022283108099,0.0301685263103997,0.007804663956383212,0.00789486937403309,0.02326112848281473,0.029726743823194266,0.0077615582065786864,0.007853099872642072,0.07251199019600602,0.09098067988984364,0.050274093290120336,0.12542835382054607
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,2,140,1,,36062.36332062102,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.023573026271020595,0.029744017549273888,0.014641106786210806,0.01599982929624444,0.0237308473986401,0.029954602063906422,0.015335040711266817,0.016669376663713383,0.06508291903350492,0.07925337356479693,0.01751645168735667,0.08441134651891674
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,2,140,1,,36165.842106444994,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.023420906212414883,0.029749916753736217,0.009548550602341013,0.009829162128528223,0.01757859995686797,0.02272209524096137,0.008157413649767714,0.008297021077020433,0.0883787956901113,0.11306120181886584,0.11707312080011023,0.2606531794272701
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,0,138,1,,36430.983131341985,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.02421362229577216,0.030392215163087363,0.00950623587387095,0.01369499646844628,0.024403301680248568,0.030630365232144085,0.009354707428286604,0.013279658259238226,0.0745384340500242,0.08271181487877295,0.011060837424687144,0.04883976040309435
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,1,139,1,,36586.417791805,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.02428552452134008,0.031150034108308175,0.009447158158271102,0.012281385678511026,0.018222172777964934,0.023372284588596016,0.008186362007126552,0.011758629948583784,0.06889810034944172,0.07629296393747831,0.12626960837322398,0.2322374050684343
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base2,0,138,1,,36628.618772268004,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.023491564420475477,0.029940059321569724,0.008045821330525033,0.012729388594125314,0.021735445145834944,0.02766676527913449,0.008734071447175112,0.01278845613379788,0.08042005205622658,0.09209231364184962,0.07926737523737037,0.1567308609376129
6,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part6_missing.csv,5000,base3,2,140,1,,36766.76893017697,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.04880773192942645,0.06046906836771934,0.010318348013035591,0.012837607838960673,0.050773260099595326,0.06319213884505649,0.011289827883215295,0.014132732854630601,0.34626863273532354,0.38894141363819074,0.014693562758659993,0.4893100361052836
