n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
1000,base5,1,151,1,,974.6417897809297,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,0.02647661504527932,0.07569257825326654,0.10299339057991225,0.014189838350356948,0.017847769971765324,0.07828395962342156,0.10776693001712892,0.014862413617123538,0.018901454900455673,0.2631689132696815,0.3576740655515929,0.02647661504527932,
1000,base5,0,150,1,,1014.1891269157641,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.3,-0.15079616012106933,0.08303389726667877,0.11219792162497252,0.030307911763231027,0.0405572968304409,0.08537309515341807,0.11668365043781004,0.026233306317277855,0.03147916454434495,0.289844372329652,0.3696991726285372,0.15079616012106933,
1000,base5,2,152,1,,1034.7266607563943,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.6,-0.34769638577594175,0.0852446829206891,0.11862881852729075,0.04466206722163363,0.05526611958722338,0.08453207071571056,0.11958583282217802,0.051795178499027594,0.06212191709741514,0.29731909622747243,0.4065239513134645,0.34769638577594175,
1000,base5,2,152,1,,1055.1870056921616,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,0.023873343023886755,0.08452908790859345,0.11632398248886955,0.028528130107226407,0.0373580506940577,0.08800450540881599,0.12192319575814296,0.03271111653821504,0.04316111279241239,0.3114582860412131,0.4215182690002522,0.023873343023886755,
1000,base5,1,151,1,,1108.6270738509484,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.9,-0.455394446598352,0.07569003194546206,0.10346527607977649,0.038759057484508835,0.04757172359377199,0.07081701558511887,0.10068751799170862,0.04019745356794335,0.04541761315865707,0.24993091981689242,0.31628472413462605,0.455394446598352,
1000,base5,1,151,1,,1144.6469396338798,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.3,-0.1772388630375571,0.07466555296975293,0.10250453871674375,0.03438233168182912,0.040004042528151755,0.07647987882993958,0.10614318054417238,0.03139547420643285,0.03828516893588924,0.23939354639746502,0.30808108446704124,0.1772388630375571,
1000,base5,0,150,1,,1176.6339303543791,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.9,-0.48736882038555607,0.08278344054746742,0.1114658466221645,0.03995718093548861,0.05315628406094312,0.07835845129058298,0.10883153752677258,0.037729279236975805,0.04575613877385779,0.2808644031404243,0.34927236166834474,0.48736882038555607,
1000,base5,1,151,1,,1196.1387782441452,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.6,-0.3187194139319792,0.07508248616807388,0.10289233761081734,0.03675347786738116,0.043688659375521105,0.0746454094516842,0.10426888576939279,0.035669420988385186,0.04170730229221636,0.24335096995547162,0.31044613001387467,0.3187194139319792,
1000,base5,0,150,1,,1198.2815837599337,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,-0.014552724507391063,0.08086898942366919,0.10902103243194038,0.029530840478970255,0.03816786526635853,0.08484439424701957,0.11536051567330328,0.0268305016977346,0.0331354837325838,0.3107934290378372,0.40474618775201765,0.014552724507391063,
1000,base5,2,152,1,,1210.51725339517,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.9,-0.4938116589813133,0.08679262472643602,0.12090323935070986,0.049157022367068814,0.0586217517764428,0.08201582723371835,0.11734007963804644,0.05687312079518822,0.06601485940756004,0.29287488361025515,0.4013185841043859,0.4938116589813133,
