source_label,n_subject,coef_type,rho_true,rep,seed
old_snapshot_part8,2000,base3,0.9,1,145
old_snapshot_part8,2000,base4,0.0,1,145
old_snapshot_part8,2000,base4,0.3,1,145
old_snapshot_part8,2000,base4,0.6,1,145
old_snapshot_part8,2000,base4,0.9,1,145
old_snapshot_part8,5000,base1,0.0,1,145
old_snapshot_part8,5000,base1,0.3,1,145
old_snapshot_part8,5000,base1,0.6,1,145
old_snapshot_part8,5000,base1,0.9,1,145
old_snapshot_part8,5000,base2,0.0,1,145
old_snapshot_part8,5000,base2,0.3,1,145
old_snapshot_part8,5000,base2,0.6,1,145
old_snapshot_part8,5000,base2,0.9,1,145
backfill_part8,5000,base3,0.0,1,145
backfill_part8,5000,base3,0.3,1,145
backfill_part8,5000,base3,0.6,1,145
backfill_part8,5000,base3,0.9,1,145
backfill_part8,5000,base4,0.0,1,145
backfill_part8,5000,base4,0.3,1,145
backfill_part8,5000,base4,0.6,1,145
backfill_part8,5000,base4,0.9,1,145
old_snapshot_part8,2000,base1,0.0,2,146
old_snapshot_part8,2000,base1,0.3,2,146
old_snapshot_part8,2000,base1,0.6,2,146
old_snapshot_part8,2000,base1,0.9,2,146
old_snapshot_part8,2000,base2,0.0,2,146
old_snapshot_part8,2000,base2,0.3,2,146
old_snapshot_part8,2000,base2,0.6,2,146
old_snapshot_part8,2000,base2,0.9,2,146
old_snapshot_part8,2000,base3,0.0,2,146
old_snapshot_part8,2000,base3,0.3,2,146
old_snapshot_part8,2000,base3,0.6,2,146
old_snapshot_part8,2000,base3,0.9,2,146
old_snapshot_part8,2000,base4,0.0,2,146
old_snapshot_part8,2000,base4,0.3,2,146
old_snapshot_part8,2000,base4,0.6,2,146
old_snapshot_part8,2000,base4,0.9,2,146
old_snapshot_part8,5000,base1,0.0,2,146
old_snapshot_part8,5000,base1,0.3,2,146
old_snapshot_part8,5000,base1,0.6,2,146
old_snapshot_part8,5000,base1,0.9,2,146
old_snapshot_part8,5000,base2,0.0,2,146
old_snapshot_part8,5000,base2,0.3,2,146
old_snapshot_part8,5000,base2,0.6,2,146
old_snapshot_part8,5000,base2,0.9,2,146
backfill_part8,5000,base3,0.0,2,146
backfill_part8,5000,base3,0.3,2,146
backfill_part8,5000,base3,0.6,2,146
backfill_part8,5000,base3,0.9,2,146
backfill_part8,5000,base4,0.0,2,146
backfill_part8,5000,base4,0.3,2,146
backfill_part8,5000,base4,0.6,2,146
backfill_part8,5000,base4,0.9,2,146
full_part9,2000,base1,0.0,0,147
full_part9,2000,base1,0.3,0,147
full_part9,2000,base1,0.6,0,147
full_part9,2000,base1,0.9,0,147
full_part9,2000,base2,0.0,0,147
full_part9,2000,base2,0.3,0,147
full_part9,2000,base2,0.6,0,147
full_part9,2000,base2,0.9,0,147
full_part9,2000,base3,0.0,0,147
full_part9,2000,base3,0.3,0,147
full_part9,2000,base3,0.6,0,147
full_part9,2000,base3,0.9,0,147
full_part9,2000,base4,0.0,0,147
full_part9,2000,base4,0.3,0,147
full_part9,2000,base4,0.6,0,147
full_part9,2000,base4,0.9,0,147
full_part9,5000,base1,0.0,0,147
full_part9,5000,base1,0.3,0,147
full_part9,5000,base1,0.6,0,147
full_part9,5000,base1,0.9,0,147
full_part9,5000,base2,0.0,0,147
full_part9,5000,base2,0.3,0,147
full_part9,5000,base2,0.6,0,147
full_part9,5000,base2,0.9,0,147
full_part9,5000,base3,0.0,0,147
full_part9,5000,base3,0.3,0,147
full_part9,5000,base3,0.6,0,147
full_part9,5000,base3,0.9,0,147
full_part9,5000,base4,0.0,0,147
full_part9,5000,base4,0.3,0,147
full_part9,5000,base4,0.6,0,147
full_part9,5000,base4,0.9,0,147
full_part9,2000,base1,0.0,1,148
full_part9,2000,base1,0.3,1,148
full_part9,2000,base1,0.6,1,148
full_part9,2000,base1,0.9,1,148
full_part9,2000,base2,0.0,1,148
full_part9,2000,base2,0.3,1,148
full_part9,2000,base2,0.6,1,148
full_part9,2000,base2,0.9,1,148
full_part9,2000,base3,0.0,1,148
full_part9,2000,base3,0.3,1,148
full_part9,2000,base3,0.6,1,148
full_part9,2000,base3,0.9,1,148
full_part9,2000,base4,0.0,1,148
full_part9,2000,base4,0.3,1,148
full_part9,2000,base4,0.6,1,148
full_part9,2000,base4,0.9,1,148
full_part9,5000,base1,0.0,1,148
full_part9,5000,base1,0.3,1,148
full_part9,5000,base1,0.6,1,148
full_part9,5000,base1,0.9,1,148
full_part9,5000,base2,0.0,1,148
full_part9,5000,base2,0.3,1,148
full_part9,5000,base2,0.6,1,148
full_part9,5000,base2,0.9,1,148
full_part9,5000,base3,0.0,1,148
full_part9,5000,base3,0.3,1,148
full_part9,5000,base3,0.6,1,148
full_part9,5000,base3,0.9,1,148
full_part9,5000,base4,0.0,1,148
full_part9,5000,base4,0.3,1,148
full_part9,5000,base4,0.6,1,148
full_part9,5000,base4,0.9,1,148
full_part9,2000,base1,0.0,2,149
full_part9,2000,base1,0.3,2,149
full_part9,2000,base1,0.6,2,149
full_part9,2000,base1,0.9,2,149
full_part9,2000,base2,0.0,2,149
full_part9,2000,base2,0.3,2,149
full_part9,2000,base2,0.6,2,149
full_part9,2000,base2,0.9,2,149
full_part9,2000,base3,0.0,2,149
full_part9,2000,base3,0.3,2,149
full_part9,2000,base3,0.6,2,149
full_part9,2000,base3,0.9,2,149
full_part9,2000,base4,0.0,2,149
full_part9,2000,base4,0.3,2,149
full_part9,2000,base4,0.6,2,149
full_part9,2000,base4,0.9,2,149
full_part9,5000,base1,0.0,2,149
full_part9,5000,base1,0.3,2,149
full_part9,5000,base1,0.6,2,149
full_part9,5000,base1,0.9,2,149
full_part9,5000,base2,0.0,2,149
full_part9,5000,base2,0.3,2,149
full_part9,5000,base2,0.6,2,149
full_part9,5000,base2,0.9,2,149
full_part9,5000,base3,0.0,2,149
full_part9,5000,base3,0.3,2,149
full_part9,5000,base3,0.6,2,149
full_part9,5000,base3,0.9,2,149
full_part9,5000,base4,0.0,2,149
full_part9,5000,base4,0.3,2,149
full_part9,5000,base4,0.6,2,149
full_part9,5000,base4,0.9,2,149
full_part10,2000,base1,0.0,0,150
full_part10,2000,base1,0.3,0,150
full_part10,2000,base1,0.6,0,150
full_part10,2000,base1,0.9,0,150
full_part10,2000,base2,0.0,0,150
full_part10,2000,base2,0.3,0,150
full_part10,2000,base2,0.6,0,150
full_part10,2000,base2,0.9,0,150
full_part10,2000,base3,0.0,0,150
full_part10,2000,base3,0.3,0,150
full_part10,2000,base3,0.6,0,150
full_part10,2000,base3,0.9,0,150
full_part10,2000,base4,0.0,0,150
full_part10,2000,base4,0.3,0,150
full_part10,2000,base4,0.6,0,150
full_part10,2000,base4,0.9,0,150
full_part10,5000,base1,0.0,0,150
full_part10,5000,base1,0.3,0,150
full_part10,5000,base1,0.6,0,150
full_part10,5000,base1,0.9,0,150
full_part10,5000,base2,0.0,0,150
full_part10,5000,base2,0.3,0,150
full_part10,5000,base2,0.6,0,150
full_part10,5000,base2,0.9,0,150
full_part10,5000,base3,0.0,0,150
full_part10,5000,base3,0.3,0,150
full_part10,5000,base3,0.6,0,150
full_part10,5000,base3,0.9,0,150
full_part10,5000,base4,0.0,0,150
full_part10,5000,base4,0.3,0,150
full_part10,5000,base4,0.6,0,150
full_part10,5000,base4,0.9,0,150
full_part10,2000,base1,0.0,1,151
full_part10,2000,base1,0.3,1,151
full_part10,2000,base1,0.6,1,151
full_part10,2000,base1,0.9,1,151
full_part10,2000,base2,0.0,1,151
full_part10,2000,base2,0.3,1,151
full_part10,2000,base2,0.6,1,151
full_part10,2000,base2,0.9,1,151
full_part10,2000,base3,0.0,1,151
full_part10,2000,base3,0.3,1,151
full_part10,2000,base3,0.6,1,151
full_part10,2000,base3,0.9,1,151
full_part10,2000,base4,0.0,1,151
full_part10,2000,base4,0.3,1,151
full_part10,2000,base4,0.6,1,151
full_part10,2000,base4,0.9,1,151
full_part10,5000,base1,0.0,1,151
full_part10,5000,base1,0.3,1,151
full_part10,5000,base1,0.6,1,151
full_part10,5000,base1,0.9,1,151
full_part10,5000,base2,0.0,1,151
full_part10,5000,base2,0.3,1,151
full_part10,5000,base2,0.6,1,151
full_part10,5000,base2,0.9,1,151
full_part10,5000,base3,0.0,1,151
full_part10,5000,base3,0.3,1,151
full_part10,5000,base3,0.6,1,151
full_part10,5000,base3,0.9,1,151
full_part10,5000,base4,0.0,1,151
full_part10,5000,base4,0.3,1,151
full_part10,5000,base4,0.6,1,151
full_part10,5000,base4,0.9,1,151
full_part10,2000,base1,0.0,2,152
full_part10,2000,base1,0.3,2,152
full_part10,2000,base1,0.6,2,152
full_part10,2000,base1,0.9,2,152
full_part10,2000,base2,0.0,2,152
full_part10,2000,base2,0.3,2,152
full_part10,2000,base2,0.6,2,152
full_part10,2000,base2,0.9,2,152
full_part10,2000,base3,0.0,2,152
full_part10,2000,base3,0.3,2,152
full_part10,2000,base3,0.6,2,152
full_part10,2000,base3,0.9,2,152
full_part10,2000,base4,0.0,2,152
full_part10,2000,base4,0.3,2,152
full_part10,2000,base4,0.6,2,152
full_part10,2000,base4,0.9,2,152
full_part10,5000,base1,0.0,2,152
full_part10,5000,base1,0.3,2,152
full_part10,5000,base1,0.6,2,152
full_part10,5000,base1,0.9,2,152
full_part10,5000,base2,0.0,2,152
full_part10,5000,base2,0.3,2,152
full_part10,5000,base2,0.6,2,152
full_part10,5000,base2,0.9,2,152
full_part10,5000,base3,0.0,2,152
full_part10,5000,base3,0.3,2,152
full_part10,5000,base3,0.6,2,152
full_part10,5000,base3,0.9,2,152
full_part10,5000,base4,0.0,2,152
full_part10,5000,base4,0.3,2,152
full_part10,5000,base4,0.6,2,152
full_part10,5000,base4,0.9,2,152
