n_subject,coef_type,rho_true,bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_abs_error_mean,sigma2_abs_error_std,rho_abs_error_mean,rho_abs_error_std,Sigma_fro_error_mean,Sigma_fro_error_std,best_bandwidth_mean,best_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std
1000,bump,0.6,fixed,30,30,0,0.04761673292540281,0.0034050330732565415,0.06189445146514443,0.004841380786648538,0.021958930478252925,0.009702628282184454,0.025886937617661757,0.011884412596315945,0.0394746712166084,0.002176627613730251,0.051554140623032624,0.0031978095203599494,0.022457600735806795,0.009793771414898943,0.026313155278755315,0.011745964234529734,0.056987151319377975,0.03595325693211955,0.03290043644177501,0.02279400951077993,0.12221684536286295,0.06935318883656613,0.12999999999999998,2.7755575615628914e-17,38.770572101317036,0.7909660709961799
1000,bump,0.9,fixed,30,30,0,0.047164843427673415,0.003515553936298494,0.061221466231579404,0.0049783129638581135,0.023640908668419718,0.010570879173250034,0.02794686460251256,0.013021005559896047,0.024955261052844194,0.001237077126110578,0.03249917235758687,0.0016674736990654755,0.024287731376600466,0.010658364076567338,0.028538780185426618,0.012820622938531683,0.05889727883515419,0.03948289096286591,0.04577138814023459,0.010211410682436257,0.15593857314110915,0.08176398673703915,0.12999999999999998,2.7755575615628914e-17,38.93026023620041,0.8130073347243731
1000,quadratic,0.0,fixed,30,30,0,0.04401915517690311,0.00279700735344595,0.05739137643825124,0.003432160280724835,0.02064001529889748,0.007955096327735521,0.02267194370111501,0.008830096157128937,0.044015501494187245,0.0027923712363843727,0.05741892214439168,0.003433732519455928,0.020635157812213003,0.007978687971751514,0.02266539151842974,0.008849550010275938,0.05929380340331772,0.034293285606496714,0.016541609802955357,0.014466101360785253,0.09081126601886952,0.044461211021370343,0.12999999999999998,2.7755575615628914e-17,36.662291702705744,0.33169474538462984
1000,quadratic,0.3,fixed,30,30,0,0.04598261645319508,0.003567791887213,0.06023647867097921,0.004743225844707346,0.0202122019617999,0.008997385013166749,0.023748322040818958,0.010771347670870342,0.04417804874109842,0.003458359744362545,0.05780232593966003,0.0044102302653486105,0.02047942279764173,0.00902008061956791,0.023943799203856923,0.010619753041419227,0.060912791625496315,0.03342976071866145,0.03400677901865206,0.022227307781379785,0.10899983548469688,0.04970415987160849,0.12999999999999998,2.7755575615628914e-17,36.85242620967328,0.4443349420790464
1000,quadratic,0.6,fixed,30,30,0,0.045704160399651195,0.0036209014628627943,0.05984350581916609,0.004903532948558065,0.02214302837125551,0.009970693943904155,0.02611645907924844,0.011967266391552512,0.037515979908707815,0.003033459848700328,0.04910906599990957,0.0037821736633470797,0.02268142046635826,0.009991102794893047,0.02652894029281099,0.01175004166944558,0.06032569348924989,0.03673938599080083,0.03067163917855761,0.022594152403554814,0.12508326667795297,0.06967839312623694,0.12999999999999998,2.7755575615628914e-17,42.39762187774371,3.4598439989454746
1000,quadratic,0.9,fixed,30,30,0,0.045129620081197024,0.0035734181105308476,0.05910225806315074,0.0049572034420792745,0.02388000704528348,0.010784956970997043,0.028203766248523787,0.01308980734125663,0.021659269506211276,0.0017889415019611016,0.02822042196615145,0.0022120506317528064,0.024630567927073906,0.010726200437980503,0.02881698368139941,0.012734375871663497,0.06159135530831064,0.04091229816928305,0.04197169510070373,0.009898671131127858,0.15778867868684207,0.08264648949596115,0.12999999999999998,2.7755575615628914e-17,38.43705963893638,2.1229453661147186
1000,sin,0.0,fixed,30,30,0,0.0498864273483588,0.004124699778462748,0.06368060815023242,0.004751013850054508,0.02018184153508551,0.008552944538159106,0.022455567837871424,0.009403738291877451,0.04990984883702713,0.004114639494015783,0.06372933962145906,0.004742254178422129,0.020170832970470176,0.008579451420078802,0.022444742436198546,0.009422834636815708,0.0508899225877392,0.03164551143358648,0.017149590967757967,0.015582436634487083,0.08101675141368442,0.039722260792252405,0.12999999999999998,2.7755575615628914e-17,38.496480905613865,0.5706216614858254
1000,sin,0.3,fixed,30,30,0,0.051468142691780495,0.004044153300315759,0.06597137369997276,0.0050644684106276395,0.020190179445628086,0.00932926773039335,0.023670685346236387,0.01093520715346547,0.049875116375819005,0.0036614430309306035,0.063766847180507,0.004556140247448119,0.0204040195531391,0.00936448848363679,0.023858245971568937,0.010726881323957752,0.051681671249900626,0.03097967302081437,0.03442274336497022,0.02233234251723877,0.09816131215822828,0.048098425505547035,0.12999999999999998,2.7755575615628914e-17,38.7263794541941,0.43014191905740307
1000,sin,0.6,fixed,30,30,0,0.05111034417198076,0.004141084788213838,0.06559710698971023,0.005188663522141577,0.022156084120600137,0.010241720312061138,0.026035746929249412,0.012140791136347227,0.044056683292067585,0.0031254249166511416,0.05604157166598644,0.003812493969002978,0.022647052906342835,0.010247596837444582,0.026435267463014625,0.011816446957000482,0.05142200651137251,0.03422191936313454,0.03516906992439352,0.023415707397094043,0.11581828058136162,0.06826581317832553,0.12999999999999998,2.7755575615628914e-17,39.30676028764962,0.48810494740993626
1000,sin,0.9,fixed,30,30,0,0.05050333009912034,0.004035629425069399,0.06491492911443819,0.005141252469631113,0.02386009530556803,0.011080835562888466,0.02811697269876193,0.013288316430812198,0.03163040501488739,0.0020786202124101144,0.03929234348459086,0.002355871757071803,0.02464950914251883,0.010870698732903564,0.02871692323382444,0.01278030264311016,0.05405549491529973,0.03745068676498084,0.05150301549700296,0.00955275044609186,0.15201547257754547,0.07831313974785868,0.12999999999999998,2.7755575615628914e-17,42.464052150014325,2.6823787368637824
