n_subject,coef_type,rho_true,sigma2_function,a_eval_mode,a_eval_selected_points,covariance_mode,signal_bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_miae_mean,sigma2_miae_std,sigma2_rmise_mean,sigma2_rmise_std,rho_abs_error_mean,rho_abs_error_std,rho_error_mean,rho_error_std,best_signal_bandwidth_mean,best_signal_bandwidth_std,best_variance_bandwidth_mean,best_variance_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std,rho_mae,rho_rmse
2000,base1,0.0,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.035951165681617506,0.0009470953813412886,0.04878449337802531,0.0014541774784603205,0.015111364063897577,0.0068450294846495756,0.018172507272257176,0.00790151961563925,0.035987673113936296,0.00094571904885954,0.048903408612996004,0.0014668034691035269,0.015228050343153665,0.0068106190604899615,0.018020179992966717,0.007833468894266352,0.23705395794131653,0.02106551869619994,0.2784062561602236,0.018119928825804616,0.019111593682324995,0.01377426823956836,0.007259384771334925,0.02241171147760869,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1776.3889308715084,828.4918465018279,0.019111593682324995,0.023558087329277527
2000,base1,0.0,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.035154257020674144,0.0009529299647604693,0.04673593290737152,0.0013305261944037252,0.01538758441916633,0.00661753123717157,0.018394855525044225,0.007738101735183424,0.035218285173334356,0.0009546682849499726,0.04689424030440254,0.001349821089475646,0.015173315470052916,0.006593994884331767,0.01793667395272572,0.00771834782740705,0.2238697528509349,0.02219450674225486,0.24475789253013422,0.02170900192097746,0.01955370689315548,0.014250078786815784,0.005899351188002419,0.023465077333230926,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1826.244195837706,874.6037512950265,0.01955370689315548,0.024195292903659862
2000,base1,0.0,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.03031117650627896,0.0008811765291518398,0.03898727868640787,0.0011006372897538618,0.013755893159066005,0.0058954114221704546,0.016098075197400336,0.006902998743692691,0.030432397690139005,0.0008683867855212025,0.03920732708567282,0.0011080076609528335,0.012866845722230246,0.005536198578415947,0.015476700958884709,0.006448411482571859,0.1500603227042595,0.018233050784524252,0.1554490610894976,0.01882238911645505,0.021334930739136945,0.014751099080993785,0.005583376804706702,0.025329826237022027,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1588.6502839453362,267.8422739319628,0.021334930739136945,0.025937891081216802
2000,base1,0.3,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.03586383698412806,0.0009908731977580356,0.04872594512596011,0.0017665769716818428,0.01699297101765784,0.007077263419298687,0.020311366204401736,0.008599186678734076,0.03501460242905851,0.0009642528093416448,0.04768604097098285,0.0017092020326806819,0.01670759990453426,0.006991451429206064,0.019815840948776524,0.008241593294070917,0.235715887126483,0.01963954218888496,0.278117877925829,0.017837133551440017,0.06714657165653996,0.02511392561804351,-0.06714657165653996,0.02511392561804351,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1837.42663459441,757.8051809001211,0.06714657165653996,0.07168940887729146
2000,base1,0.3,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.035117996345913886,0.0009376250820631067,0.04677882856676819,0.0015659342833711874,0.01715633983876693,0.006870786713242927,0.02039742693458891,0.008360668073268587,0.03429969786180366,0.000927436594518717,0.04580051821225736,0.0015215167878931748,0.016299668892927027,0.007046286108498237,0.019459436976784764,0.00824242484011144,0.22331354766738443,0.020712904510937175,0.24611475842543593,0.019290625929216775,0.06339345311966234,0.025773728756636322,-0.06339345311966234,0.025773728756636322,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1857.1794031801323,1066.744134276154,0.06339345311966234,0.06843255798562178
2000,base1,0.3,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.030229452492788727,0.0008327349286431998,0.03892075333399699,0.0012039984479884655,0.014768985641892362,0.006125024958693155,0.01765903644017842,0.007417062396367252,0.029631210362502273,0.0008310323859577252,0.03821872525674587,0.0011918062567906342,0.01414501929127135,0.0060258359178397315,0.016762722330691992,0.0069741829054967616,0.14816892825991637,0.017616120014144133,0.1534294326264961,0.018133916953839497,0.06414898867487631,0.026608960793186656,-0.06365371280497051,0.027772907457540096,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1607.2700645358186,238.462241248044,0.06414898867487631,0.0694487547944724
2000,base1,0.6,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.03588156253147538,0.0010331135532603921,0.048748754492258864,0.0018336479398219732,0.018679165615075936,0.0076518518584096015,0.022355141077983375,0.009370554419264718,0.03203149572419466,0.0009004063980120041,0.04364050070627493,0.001615657186612202,0.018103573507895494,0.007574137281020769,0.021490446103537265,0.008707995044050723,0.23574434798534066,0.02361630926832354,0.27867735314952535,0.021605920810510566,0.13846434897676532,0.019340352879079085,-0.13846434897676532,0.019340352879079085,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1752.9258728749933,841.9142108879797,0.13846434897676532,0.13980853045163857
2000,base1,0.6,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.03514694825555727,0.000983185116975424,0.04680655403100716,0.0016414681411337643,0.018762584821107937,0.007443632070867181,0.022425456713057804,0.009118818890293822,0.03133705219829383,0.0008570396971449743,0.04186431731602991,0.0014168288418663442,0.017614867186690975,0.007657645752059281,0.02105371382595638,0.008785288098293449,0.22266471804051563,0.025060353447250525,0.24585864229194876,0.022888075595300678,0.13212121414990535,0.019723324813372616,-0.13212121414990535,0.019723324813372616,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,2258.7397821577383,830.0042664535346,0.13212121414990535,0.13358527153147892
2000,base1,0.6,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.030253125835797413,0.0008576519849508239,0.038952627515283104,0.001239418210960729,0.0161121563975917,0.006842406938973942,0.019383538281071405,0.00814970573112545,0.027227944161087904,0.0007741045947262439,0.03510101267197022,0.0011105458279550614,0.0152745087805822,0.006423611542985889,0.018148617535222806,0.0073768503877131054,0.14763335127203134,0.02145807622833548,0.15321072165758956,0.021385228069105915,0.13170186846491108,0.021835174103484005,-0.13170186846491108,0.021835174103484005,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1678.5248543778746,222.73464592769264,0.13170186846491108,0.1334996516298009
2000,base1,0.9,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.035938650139787705,0.0011357223860513123,0.048812653026559814,0.0019461172540007857,0.020195735527213085,0.008200358792590713,0.024252562763647057,0.010069997765921462,0.025303986057711877,0.0008086912906960559,0.03428780998089828,0.0014946918190795982,0.01934342725621274,0.00777541860658341,0.022988182169480554,0.008842342275728826,0.2360926619322626,0.027799430771080734,0.27948306666614886,0.025978594112857467,0.2099821934234998,0.012316388550158574,-0.2099821934234998,0.012316388550158574,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1852.2005263041667,745.995396268504,0.2099821934234998,0.21034308874280266
