variable,variable_type,cfp_beta_hat_std,cfp_bootstrap_se_std,cfp_ci_lower_std,cfp_ci_upper_std,cfp_beta_hat_iop,cfp_bootstrap_se_iop,cfp_ci_lower_iop,cfp_ci_upper_iop,cfp_ci_excludes_zero,cfp_n_success,roi_beta_hat_std,roi_bootstrap_se_std,roi_ci_lower_std,roi_ci_upper_std,roi_beta_hat_iop,roi_bootstrap_se_iop,roi_ci_lower_iop,roi_ci_upper_iop,roi_ci_excludes_zero,roi_n_success,cfp_significant,roi_significant,significant_either_image,significant_in
z_vf_49_mean,vf,-0.4670146012795874,0.433431220897981,-1.3099128911038829,0.3954016718063763,-1.951622071378143,1.811279422123387,-5.474036363866534,1.6523565379814813,False,2000,-0.4605322269287967,0.4267513830874284,-1.351855159352976,0.3452081720795645,-1.924532672410155,1.7833648368650643,-5.649310233707679,1.4426013362422667,False,2000,False,False,False,none
z_vf_50_mean,vf,0.0322833790324738,0.3149587164805953,-0.5546073199037549,0.6672170712078167,0.1349100325467621,1.3161909305882074,-2.3176660504969013,2.788254497828637,False,2000,-0.0651033885526247,0.302475156365642,-0.6040203581668014,0.5656885080783172,-0.2720626071918988,1.2640229868387711,-2.524159757168572,2.363973577840406,False,2000,False,False,False,none
z_vf_51_mean,vf,-0.1369518174122545,0.2414716010775942,-0.6460638623173016,0.2947210885899125,-0.5723122764144457,1.0090933023995996,-2.699856684916388,1.2316192680415168,False,2000,-0.113430906288198,0.2421785973484568,-0.6412224276342217,0.2922130516372908,-0.4740199978371618,1.012047791451584,-2.679624660566944,1.2211383531854132,False,2000,False,False,False,none
z_vf_52_mean,vf,-0.2907383921155662,0.2765482883678927,-0.9071525347057884,0.2047684106889898,-1.214975851922112,1.1556763790721702,-3.7909283863665486,0.8557131805444558,False,2000,-0.3327773553692117,0.2633015052719091,-0.8934140803386598,0.1289675871892168,-1.3906538035726042,1.1003189786952956,-3.7335163253816335,0.5389467244947613,False,2000,False,False,False,none
z_vf_53_mean,vf,0.1022850666475412,0.3775343237090227,-0.5905775669754311,0.8961086556255,0.4274422964395031,1.5776901125458538,-2.4679832523695286,3.744776771175788,False,2000,0.1398664153750779,0.3592038363335895,-0.5322785576784335,0.9048670617456304,0.5844921819203008,1.501088259749399,-2.224355680615332,3.781377551209872,False,2000,False,False,False,none
z_vf_54_mean,vf,0.3810167769201927,0.4577696475177544,-0.5049152938639462,1.2734608981137856,1.5922430462889088,1.9129880420329617,-2.1100064729910386,5.321705978755928,False,2000,0.3979338032649404,0.4650681791875578,-0.5258694810263793,1.2606556918873764,1.6629381421296694,1.9434881066057037,-2.197572587716241,5.2681938979097716,False,2000,False,False,False,none
z_vf_55_mean,vf,0.240371205861029,0.5460092093686297,-0.8838844850049818,1.2972444790722255,1.0044948260650193,2.28173513474711,-3.693692798379372,5.421095936602476,False,2000,0.2034763045469756,0.5312420803486059,-0.8655198241047828,1.2220389251256167,0.8503135573669173,2.2200243127569563,-3.616948136760651,5.106817071294467,False,2000,False,False,False,none
z_vf_56_mean,vf,0.0372130543857103,0.5140532236258788,-1.0134471396280889,0.9944352645507112,0.155510808620454,2.1481932563618957,-4.2351262689731985,4.1556769435824465,False,2000,0.1145060659064747,0.5192111824158734,-1.0622447428007695,1.025333887172468,0.4785130163328022,2.1697480133014673,-4.439048114502695,4.284800173816747,False,2000,False,False,False,none
z_vf_57_mean,vf,0.4652364606348819,0.4476405607102438,-0.6202570592437511,1.2176894350317502,1.9441913432623337,1.8706592811713536,-2.5920118202546543,5.088640849730575,False,2000,0.459076708121325,0.448924472559743,-0.5685892860677799,1.1696253910640064,1.918450158882345,1.8760246609610245,-2.3760957306229784,4.88778449793745,False,2000,False,False,False,none
z_vf_58_mean,vf,0.1487891556763764,0.4489304420970234,-0.8090363133854662,0.9412700902808552,0.6217797032557724,1.876049607248957,-3.380907409368601,3.933503317213108,False,2000,0.2059473028697341,0.4397140135863636,-0.709731272263519,1.0110724075085815,0.8606396903225477,1.8375347829770832,-2.9659184357440256,4.22520242589561,False,2000,False,False,False,none
z_vf_59_mean,vf,0.2298126792143532,0.4393263363612085,-0.6056504307719429,1.135713360609504,0.960371465492508,1.8359147063732464,-2.5309717190760295,4.74606844251024,False,2000,0.2660017284932158,0.4337009270132417,-0.5393994768657389,1.1662257036727934,1.1116030268212236,1.8124065055291012,-2.2541135147737665,4.873577436894181,False,2000,False,False,False,none
z_vf_60_mean,vf,0.5290916986756393,0.3383750566160067,-0.0709674751702515,1.2496847399592126,2.2110380148481763,1.4140462141573982,-0.296568224018603,5.222347040298965,False,2000,0.593660553879913,0.3304182885534542,0.0204087093857789,1.2853763566203475,2.480866843743484,1.3807954247277596,0.0852866004114149,5.371499864746391,True,2000,False,True,True,ROI
