n_subject,coef_type,rho_true,covariance_mode,signal_bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_miae_mean,sigma2_miae_std,sigma2_rmise_mean,sigma2_rmise_std,rho_abs_error_mean,rho_abs_error_std,Sigma_fro_error_mean,Sigma_fro_error_std,best_signal_bandwidth_mean,best_signal_bandwidth_std,best_variance_bandwidth_mean,best_variance_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std
2000,base1,0.0,exchangeable_varying_sigma,fixed,30,30,0,0.03514944001256292,0.0010243729700038819,0.045926540918086727,0.0012806055479755712,0.01554164482779337,0.0065241458645426045,0.018480268522382815,0.007742651868802988,0.03528806050423902,0.0010168760631443807,0.04613900960298515,0.001289145096521756,0.015293212898979369,0.006551708834914129,0.018376658059450712,0.007682538510012317,0.18856427141082216,0.023351368542932054,0.20345149448994174,0.02057168167884366,0.01962021979478299,0.01445609323976132,0.26807260435854835,0.03331226211952038,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6439.154752649026,1631.9806389829073
2000,base1,0.3,exchangeable_varying_sigma,fixed,30,30,0,0.035089486212053905,0.0009904661238554287,0.04584939009503048,0.0014762685759559867,0.01703567677365626,0.007077392873221951,0.020418402368565635,0.008613524696684242,0.034394960801693374,0.0009687853411075924,0.044975118220621974,0.0014422702852109025,0.016880427961517876,0.0070506194081258544,0.02012899479006847,0.008339449836481065,0.18641283593524519,0.021801249563121943,0.2020692813798502,0.018078606172391206,0.06543101396389525,0.026141607872540044,0.3060807290340728,0.040827227890689446,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6651.484205793323,1816.4915949655322
2000,base1,0.6,exchangeable_varying_sigma,fixed,30,30,0,0.03512326765995472,0.0010103789720383475,0.045888435753699386,0.001507040873807852,0.018647255295693284,0.007708029355823841,0.0224597085231577,0.009401085485211897,0.03169788556140254,0.0008911085009960495,0.04131597928655385,0.0013243228108611935,0.01829779787936564,0.007533919607289224,0.021833285984239646,0.008787335141692172,0.18610086643436646,0.026222503780251545,0.20255643756894245,0.021523705095597447,0.134514933915839,0.020603253558040602,0.4082631392084291,0.05224730347339953,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6453.08233347048,1576.108130020259
2000,base1,0.9,exchangeable_varying_sigma,fixed,30,30,0,0.035186694753176546,0.0010774277316458912,0.045961957576858684,0.0015772205449961349,0.020155158993927134,0.00827688885358812,0.024346697131679088,0.010108124249536351,0.025763866634630272,0.0007563771738805831,0.03304257713019541,0.0011286032644899967,0.0196090308299432,0.00766601311727661,0.02338061211049846,0.008924926670692742,0.18656951363554847,0.029707313033540232,0.20343416934962502,0.02549794454944787,0.2038689608269884,0.0134077478052798,0.5393048078077461,0.05849864165350027,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6381.951578413583,1663.298963730668
2000,base2,0.0,exchangeable_varying_sigma,fixed,30,30,0,0.0346345820067089,0.0009757122147002507,0.04549369924949466,0.0013149649012587548,0.015167047948274838,0.007249915559222571,0.017957824511742708,0.008517076548570058,0.03484357984905199,0.0009781845111758174,0.0458022119320394,0.0013328782799114447,0.015013981692009544,0.007274397985368751,0.017916569561319075,0.008447796221736923,0.1909102753371463,0.02341537560529436,0.21051062597016118,0.019909679469601944,0.01679387319494853,0.013727694561333593,0.27110433020422187,0.03320574015287702,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6119.9677538658325,1483.5599131295967
2000,base2,0.3,exchangeable_varying_sigma,fixed,30,30,0,0.03450075296203894,0.0009239496133657313,0.04537327878190068,0.0013964427368957817,0.01745302118790968,0.006766819311569361,0.02065715252083635,0.00799624153114721,0.033903837711198835,0.0009784727579615828,0.044648945830001646,0.0014534684535507483,0.017325599148564345,0.006748813912440296,0.020304938290597332,0.007844754752668312,0.1890201660084651,0.02175472171393853,0.20855188971619606,0.017948968580813646,0.06277229931007021,0.023905948513743197,0.30777766343283225,0.039828369869599166,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6380.681510810084,1578.317881565271
2000,base2,0.6,exchangeable_varying_sigma,fixed,30,30,0,0.03451544174967792,0.0009383695791161982,0.0453885484238831,0.0013877845143369907,0.01907838187536648,0.007410996304165524,0.02267382250883872,0.008828518905667654,0.031116164134350484,0.0009206350095486907,0.04098099485435043,0.0013527915063503498,0.018746915269326668,0.007400343094710166,0.021992445579625725,0.008412253558451339,0.18886158650664692,0.025478539698060357,0.20918734494560445,0.021124865808430846,0.13043023639394175,0.02100293060719964,0.40833749565767585,0.051493736769427485,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6564.803513222648,1517.145161983118
2000,base2,0.9,exchangeable_varying_sigma,fixed,30,30,0,0.034544101250248455,0.0010068203107559874,0.04543764800574591,0.0014330271647791891,0.020602333884631344,0.00796292723566502,0.024530538601034473,0.009591931987205558,0.024732049978774484,0.0007635746893568835,0.0325852223875413,0.0011117357542002944,0.019910036121413687,0.007831265053664146,0.023527760210993804,0.00867709532677263,0.18919073894187186,0.029101157421148795,0.2102518822653381,0.02489881081737183,0.19928337714439562,0.01509434465477955,0.5385265200182019,0.05792033577540385,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,7093.879537589968,1518.093632727811
2000,base3,0.0,exchangeable_varying_sigma,fixed,30,30,0,0.057115162281755054,0.000963203328247679,0.07134900400817377,0.0011256356126825248,0.01686762839926895,0.00664138790698854,0.019600447666090797,0.008016426223264947,0.05913924587497636,0.0009646000709594983,0.07395770908237628,0.0011262397214343216,0.016333435428136707,0.006498903765629581,0.019254805170386656,0.007990049613218558,0.1993230212325605,0.021068415093368244,0.23613692715953896,0.023068993258071366,0.0187429848117479,0.017075782521765226,0.21890720990135967,0.037710122550361526,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6150.2886036816135,1510.1823644697886
2000,base3,0.3,exchangeable_varying_sigma,fixed,30,30,0,0.0571357844523559,0.001057984274608024,0.07136101307100579,0.001156392370885448,0.018737750644335402,0.008641725597659706,0.022398524152906274,0.009816815605810237,0.058711543079603724,0.00107474793747965,0.07344492203793723,0.0011796490439361649,0.01843279001537442,0.008944347365600082,0.021886779710266497,0.010078102261024015,0.20130847683364186,0.02108281827230566,0.23737890009942042,0.02264069546814706,0.13895735380977525,0.025109782304492272,0.27357976634750597,0.03151116879838913,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6180.628490114122,1649.9536300113243
2000,base3,0.6,exchangeable_varying_sigma,fixed,30,30,0,0.05718349179004557,0.0010676058633057256,0.07140634660802526,0.0012119600478657441,0.020175852719919184,0.009324217607946071,0.024163087495040706,0.01071194299230775,0.05734742907461277,0.0010517315610260322,0.07179122164886881,0.0011525363381251219,0.01972792673988205,0.009639448236698524,0.023482012574697387,0.01086431452633273,0.20216705209754326,0.02451023122105894,0.23805296561962916,0.026546796601420043,0.2757254573103475,0.020874728681598297,0.3892753506752758,0.027359478246378344,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6488.218299078102,1428.6307768478564
2000,base3,0.9,exchangeable_varying_sigma,fixed,30,30,0,0.05726189790355744,0.0010856793301087992,0.07147521725316736,0.0013180859096817296,0.021568736431931,0.009895060199905598,0.025775310668994102,0.011563837686032382,0.05473199769544625,0.0010042340508173435,0.06873435440317126,0.0011012268421288147,0.020803548718891136,0.010236522884901454,0.02485420130881564,0.011553061589078172,0.2030576143937794,0.028211467332692374,0.23878186225291842,0.03089786416393981,0.4124950568924292,0.01617602714780897,0.5274057469973702,0.02663861666418956,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6821.505104251808,1527.622436917037
2000,base4,0.0,exchangeable_varying_sigma,fixed,30,30,0,0.031319445876791946,0.0008732513242956025,0.04215426931833759,0.0012133798103956682,0.01509125165117167,0.006740415933366587,0.017918992319983593,0.007805079196640151,0.03137489571165627,0.0008742924189120218,0.04229303509360068,0.0012357524586287549,0.014925143590510049,0.00668355645575424,0.017821178715349602,0.007755142536066118,0.22560575779274572,0.023886733911149167,0.23466170583184556,0.02231024608238865,0.018256245204349635,0.014617805295171279,0.3200401122366003,0.033991492323095875,0.20000000000000007,5.551115123125783e-17,0.20000000000000007,5.551115123125783e-17,6270.558952231051,1800.8679990196636
