n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,rho_true,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base1,0,123,1,,5375.3807833240135,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.03684744270041899,0.04774454411846354,0.02366619395810235,0.024920646399281085,0.036998207056800764,0.04794562422013522,0.02315354589742269,0.02369084632326818,0.1685030186264558,0.19534960895195846,0.02814126469612562,0.2405859435365642
2000,base1,0,123,1,,6207.785643893003,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.035220308523561554,0.04635709627909097,0.026126864308570835,0.03523713136318714,0.03417716689373763,0.04501392810671983,0.02533026860101331,0.03267918656732885,0.15471892530540088,0.17775471839470625,0.0415772773433325,0.24734593621016548
2000,base1,0,123,1,,6629.618542019976,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.03570596810220129,0.04693772460642858,0.0284084075614639,0.039480888609177846,0.03151070182861509,0.041405256431885924,0.028134259018739657,0.03630828287543086,0.14989750507494556,0.17571278420905856,0.1214392017451768,0.34579057584121903
2000,base1,0,123,1,,5608.563768365013,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.03621651892942851,0.04772770401553223,0.03025100001456138,0.043634330333081714,0.025815431945358156,0.033313702670540415,0.030073147216467727,0.039715537814355044,0.1482758695986949,0.17753897838403598,0.20368292182469683,0.48206166175583953
2000,base2,0,123,1,,5880.812410447979,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.035144687446305105,0.04608374368628155,0.024260531203764535,0.025872383709811854,0.03539314951525951,0.04640439265154415,0.02384225630780057,0.024763339826383915,0.1696547601007571,0.19996557769582235,0.036030150029274115,0.24363001560270678
2000,base2,0,123,1,,6129.073639727023,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.035048886815548776,0.04591072524191018,0.02612296903897804,0.03265182413841366,0.034164040189665255,0.04454083841161986,0.02465794680125201,0.030037207380654476,0.15375891751950865,0.1770919546802442,0.05824574229131066,0.2559153220075785
2000,base2,0,123,1,,6245.684871590987,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.035584924203233476,0.04675892028831482,0.029142842354396986,0.036916929083307765,0.031511286030650544,0.041120659934534017,0.028139103729724835,0.0337941514558683,0.14884564969837333,0.1756397116383729,0.13666134643695482,0.35899194855150623
2000,base2,0,123,1,,6277.739878041961,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.03634635296416278,0.047906527818474084,0.03202262343868344,0.04110361938045086,0.025458961941531157,0.03329310815120687,0.03155279898028422,0.0373767493262567,0.14714505563644378,0.17812872442690927,0.21623614944064262,0.49405407585345285
2000,base3,0,123,1,,6196.036092829017,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.05795928305105146,0.0720534214862159,0.02909733326660288,0.029933825163514192,0.060001180824090256,0.0746753190707575,0.02713003056117852,0.027847159378469145,0.22119965721453233,0.2549180267660015,0.012728055848530323,0.2360357436498165
2000,base3,0,123,1,,6106.201225730008,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.05715598865980646,0.07175063815859738,0.03413701926680818,0.04059726941570652,0.05834759416623396,0.07325673080309394,0.031627640709371393,0.037394849144186726,0.220450409532862,0.2540669910683774,0.13132559455911513,0.2852053119050095
