n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
1000,base1,0,123,1,,1027.136858992977,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.052750318465247685,0.07553554725784978,0.019814341710950298,0.020836200365893287,0.052849894443647925,0.07584745763485803,0.01958611764879685,0.021260638804043573,0.2861290520804139,0.29519099200495325,0.01380275459161693,0.40488745016443994
1000,base1,1,124,1,,1125.6250506180222,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.04759699440113233,0.06570871610641142,0.022204525187819596,0.02659589847518915,0.04783518669812717,0.06632865542817382,0.022845416791551332,0.02885760535602487,0.36417417692001136,0.3737666509409943,0.020560637160727244,0.5153517906192404
1000,base1,2,125,1,,1002.0879980989848,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.04889307366818189,0.06456818674841024,0.015861626466648016,0.01760693805241396,0.048942429970059986,0.06464573646347291,0.016160293109033608,0.017534382311049916,0.2849064241351605,0.2945105373691836,0.01792380186046353,0.4033260492843178
1000,base1,0,126,1,,867.4960914300755,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.050348566990758965,0.07150463879728096,0.022591456732447834,0.02426214308674569,0.05049544137769745,0.07174011481833663,0.02098494632837014,0.02252432062734857,0.33306644868805463,0.3397555676757105,0.03740365206890196,0.4723463765289144
1000,base1,1,127,1,,611.5649402942508,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.05149850425755986,0.06847237483052376,0.02045529246560912,0.024679165234175404,0.051543519130998194,0.06894740387132714,0.017365238856010323,0.021124769174972705,0.2545125235241275,0.2794070791261985,0.045047659269716184,0.3630548350920315
1000,base1,2,128,1,,552.4175038598478,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.051558851346023754,0.07090335502099403,0.026129208379977467,0.031020183361013507,0.05180104783937075,0.07144964152335875,0.026615561502808027,0.031001883574738875,0.2732214260753967,0.28439964566726356,0.03430346877540875,0.38799872095132704
1000,base1,0,129,1,,1260.6663189511746,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.046630249711118114,0.06199226754298731,0.026083240280400377,0.03552202915415555,0.04673672246615723,0.06242648130108065,0.027311999911688895,0.03675536678692891,0.3109623121071395,0.3267305366420097,0.004677873187312185,0.4397907428962449
1000,base1,1,130,1,,1246.874120241031,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.04990734805276649,0.06758137408446763,0.017229472765520087,0.018999801394840136,0.04992914435502171,0.06775395100382936,0.016367471266583125,0.018205212622020232,0.33298628173346445,0.34348167014045317,0.04372661730396774,0.47271668930016425
1000,base1,2,131,1,,1160.7424582634121,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.05088176204514671,0.07057067881633196,0.01176035839016365,0.01643191361631784,0.050939445705168236,0.07089642290677947,0.01353098249379675,0.016977592400572332,0.33194682161223554,0.34063557445317016,0.005374394417032851,0.4694711561238778
1000,base1,0,132,1,,1316.9904302689247,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,0.0,,0.05172732575942551,0.07050199872704638,0.012207604000215325,0.013016198466977639,0.05187473435639853,0.07073322706832119,0.009542379363898817,0.010842384889051227,0.31382196165805964,0.3225147447078853,0.013842001900298393,0.4440144977342758
