R,S,X_shape,Z_shape,a_eval_mode,a_eval_num_points,bandwidth_config,best_signal_h,best_variance_h,beta_hat_shape,elapsed_seconds,eligible_signal_h,feature_dir,finished_at_utc,image_type,n_pairs,output_dir,p0,rho_hat,ridge,run_name,sigma2_hat_mean,signal_cv_score,started_at_utc,status,t_shape,task_id,variance_cv_score,variance_h_candidates,y_shape,result_json
1,2x2x1,"[273, 2, 1, 4]","[273, 60]",anchor_grid,80,src/experiments/grape/configs/bandwidth_grids/v3_global_h_check.json,1.0,1.2,[60],1.7073067080054898,"[0.7, 0.8, 0.9, 1.0, 1.2, 1.5, 2.0]",src/experiments/grape/data/features/cfp_192_iop_le35/S2x2x1_R1,2026-06-17T07:53:39.645628+00:00,cfp,273,src/experiments/grape/runs/cv_bandwidth/v3_global_h_check/task_0001,60,0.7340506235679591,0.0,v3_global_h_check,0.6810697735918516,1.2166990781231575,2026-06-17T07:53:37.938268+00:00,success,[273],1,0.849477311693198,"[0.3, 0.4, 0.5, 0.7, 0.9, 1.2]","[273, 2]",/Users/lin/Desktop/Research/2026-tensor/src/experiments/grape/runs/cv_bandwidth/v3_global_h_check/task_0001/result.json
1,2x2x1,"[273, 2, 1, 4]","[273, 60]",anchor_grid,80,src/experiments/grape/configs/bandwidth_grids/v3_global_h_check.json,0.8,0.4,[60],1.694080582994502,"[0.7, 0.8, 0.9, 1.0, 1.2, 1.5, 2.0]",src/experiments/grape/data/features/roi_192_iop_le35/S2x2x1_R1,2026-06-17T07:53:39.632419+00:00,roi,273,src/experiments/grape/runs/cv_bandwidth/v3_global_h_check/task_0002,60,0.7257365324231759,0.0,v3_global_h_check,0.6673782091512648,1.2078341661291714,2026-06-17T07:53:37.938291+00:00,success,[273],2,0.8441257141699682,"[0.3, 0.4, 0.5, 0.7, 0.9, 1.2]","[273, 2]",/Users/lin/Desktop/Research/2026-tensor/src/experiments/grape/runs/cv_bandwidth/v3_global_h_check/task_0002/result.json
