variable,variable_type,cfp_beta_hat_std,cfp_bootstrap_se_std,cfp_ci_lower_std,cfp_ci_upper_std,cfp_beta_hat_iop,cfp_bootstrap_se_iop,cfp_ci_lower_iop,cfp_ci_upper_iop,cfp_ci_excludes_zero,cfp_n_success,roi_beta_hat_std,roi_bootstrap_se_std,roi_ci_lower_std,roi_ci_upper_std,roi_beta_hat_iop,roi_bootstrap_se_iop,roi_ci_lower_iop,roi_ci_upper_iop,roi_ci_excludes_zero,roi_n_success,cfp_significant,roi_significant,significant_either_image,significant_in
is_female,sex,-0.0204476132365292,0.1712236355414152,-0.3283132518297184,0.2993393546652273,-0.0854491769423796,0.7155318599218256,-1.3719986202598735,1.2509186860455492,False,500,0.0438640016101463,0.1544858006870416,-0.2371123773375287,0.3826662745954655,0.1833046620957324,0.6455855930612705,-0.9908764045940978,1.5991361842356218,False,500,False,False,False,none
z_vf_01_mean,vf,-0.0686160438786099,0.126829333524805,-0.3547717714245175,0.1382192821397609,-0.2867417535067108,0.5300111087040827,-1.482566963681512,0.5776089248064175,False,500,-0.0790923874403946,0.1225889802990649,-0.3235351396841311,0.1243175353451522,-0.3305216765894131,0.512290962646295,-1.3520312164628658,0.5195144759375132,False,500,False,False,False,none
z_vf_22_mean,vf,0.1802039728375964,0.1102620494459454,-0.0339976861291954,0.393518439007558,0.7530600751588374,0.4607775618674238,-0.1420740046322499,1.6444866369427409,False,500,0.1578591499770965,0.098561919850316,-0.0359830177045905,0.3574865960228334,0.6596825889815277,0.4118835206656052,-0.1503705694739676,1.493912029963116,False,500,False,False,False,none
z_vf_25_mean,vf,-0.0724726528622932,0.1227496244961226,-0.2987654630703953,0.1746466052947371,-0.3028582586279836,0.5129622837565079,-1.248520432329319,0.7298362163636567,False,500,-0.0256750619914738,0.1165467807717594,-0.2323620990292383,0.2262397907797517,-0.107294327691832,0.487041024154328,-0.9710253164991064,0.945440609137194,False,500,False,False,False,none
z_vf_28_mean,vf,0.3019368134689895,0.1528712981682207,-0.005346940115285,0.5825570491052676,1.2617732887004305,0.6388386974794337,-0.0223444969701925,2.434466056854858,False,500,0.2609372582156911,0.144558909364636,-0.0095881892477018,0.5226667614039371,1.090438951979935,0.604101793300199,-0.0400683869606958,2.1841886415045635,False,500,False,False,False,none
z_vf_31_mean,vf,-0.1539142816195786,0.1376949190736775,-0.4357111779668994,0.1209267995801426,-0.6431972539746162,0.5754176474236977,-1.8208072067479024,0.5053448231277881,False,500,-0.1138351752109894,0.1337684609294359,-0.3587258847753596,0.1546283764582261,-0.4757094100104221,0.5590092474386686,-1.4990909328830972,0.6461814074557776,False,500,False,False,False,none
