n,n_rep,miae_mean,miae_std,rmise_mean,rmise_std,beta_mae_mean,beta_mae_std,beta_rmse_mean,beta_rmse_std,se_beta_nonzero_mean,se_beta_nonzero_std,ppv_beta_nonzero_mean,ppv_beta_nonzero_std,spe_beta_nonzero_mean,spe_beta_nonzero_std,npv_beta_nonzero_mean,npv_beta_nonzero_std,se_const_zero_mean,se_const_zero_std,ppv_const_zero_mean,ppv_const_zero_std,spe_const_zero_mean,spe_const_zero_std,npv_const_zero_mean,npv_const_zero_std,se_const_nonzero_mean,se_const_nonzero_std,ppv_const_nonzero_mean,ppv_const_nonzero_std,spe_const_nonzero_mean,spe_const_nonzero_std,npv_const_nonzero_mean,npv_const_nonzero_std,se_vary_mean,se_vary_std,ppv_vary_mean,ppv_vary_std,spe_vary_mean,spe_vary_std,npv_vary_mean,npv_vary_std
2000,10,0.009722514184106431,0.0006520222123694005,0.021945818110744912,0.001351853194500133,0.012696328013785969,0.004919300101172832,0.020285937493112048,0.008144768893200663,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9998305084745762,0.0005084745762711784,0.9580298957932991,0.0033251054770792932,0.483,0.04267317658670375,0.9958333333333333,0.01249999999999999,0.6618181818181819,0.03562894171320988,0.9945945945945945,0.016216216216216217,0.9998367346938775,0.0004897959183673529,0.9850432870627868,0.0015563714316416722,0.2644444444444444,0.0857501394736655,1.0,0.0,1.0,0.0,0.9739069856758868,0.002966911866569137
