n_subject,coef_type,rho_true,sigma2_function,a_eval_mode,a_eval_selected_points,covariance_mode,signal_bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_miae_mean,sigma2_miae_std,sigma2_rmise_mean,sigma2_rmise_std,rho_abs_error_mean,rho_abs_error_std,rho_error_mean,rho_error_std,best_signal_bandwidth_mean,best_signal_bandwidth_std,best_variance_bandwidth_mean,best_variance_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std,rho_mae,rho_rmse
2000,base2,0.0,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.03473026742439318,0.0010580058415160054,0.04645264422874764,0.001523400151893218,0.01579310349847913,0.008716824833867196,0.018372691403746512,0.009994325243834123,0.03488262686348274,0.0010690998670011321,0.04670681930886522,0.001561886641075964,0.01534749151690801,0.008655331013240364,0.018149140746446878,0.00969495909942512,0.2226629198812237,0.024700607493384538,0.24173647775068538,0.023871193821746607,0.016062205265346,0.011451440271648485,-0.00025813208837280067,0.019724687325942424,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1319.3034879817471,103.82236853460631,0.016062205265346,0.01972637630892307
2000,base2,0.3,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.034699262506264546,0.0009304011798484746,0.04644179295510396,0.001576801031337776,0.015827358064313176,0.006083079657928755,0.019255939899950572,0.007742931393156396,0.03397696650335229,0.001025664230252278,0.045602289423544495,0.001699987478672915,0.014722401044318536,0.005680236765141943,0.018466239345000517,0.007206132078597779,0.21924885857906687,0.02001798888840716,0.23856873165805895,0.01949685463647386,0.057721751187873135,0.020262136140932287,-0.057721751187873135,0.020262136140932287,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1327.0153178404705,98.2821807664789,0.057721751187873135,0.06117478828069949
2000,base2,0.6,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.034730926702953954,0.0009217152751730622,0.04648475640889737,0.0015354590082584333,0.017388455842690834,0.006735808592627196,0.021168932595024885,0.008672524845601983,0.03096227929389924,0.0009748116807050509,0.041677835741819075,0.0015962443340856326,0.01611891312844187,0.006400528687689403,0.020066515549348705,0.007817713091986426,0.21727012750264185,0.023255047678281068,0.23659440036890497,0.022206275800038325,0.12825026361242015,0.016863123985547443,-0.12825026361242015,0.016863123985547443,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1302.5809418711578,77.52436288410746,0.12825026361242015,0.12935414592198893
2000,base2,0.9,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.03478821185724861,0.0009907837990573226,0.04658959145818961,0.0015533698595470854,0.018959543794985656,0.0073367727141305334,0.022982228644228993,0.009593754783119288,0.023995920238364176,0.0008165350719216564,0.032528476951655644,0.0013308433075111042,0.017776008440336957,0.007017236997316622,0.02164902289558015,0.008201165529361338,0.2156081397128053,0.026756668095620027,0.23513002129311744,0.025408582171330487,0.20014665019062125,0.013604473979288509,-0.20014665019062125,0.013604473979288509,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1397.0734809021155,135.8566466711014,0.20014665019062125,0.20060848260923583
2000,base3,0.0,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.04800904347432662,0.0009192210760344074,0.059932881230544736,0.0011896054995509952,0.014332671989672887,0.004774633509711294,0.016264568479373784,0.005321148949433919,0.04950151439076344,0.0009233684702785795,0.06184221904221052,0.0012015480303097976,0.013772274180585199,0.004347715218278537,0.015970407104086523,0.005131977302915826,0.12394638888457483,0.006540808533356524,0.1457480820890065,0.00966734920616914,0.018291107035652506,0.01848600671918682,0.010146827384607118,0.023944496967748228,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1304.5843320019155,74.1654921975343,0.018291107035652506,0.026005711699769285
2000,base3,0.3,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.048140289606215636,0.0007765967717500127,0.059801422180745835,0.0008840950151761975,0.01740460611329698,0.006861974837404339,0.02023393952288055,0.008240351913343408,0.04927288846799142,0.0007709348785095604,0.061294669016878835,0.0009135796214564421,0.017304627075828326,0.007841236288735324,0.01986227309770686,0.008890712671144458,0.122876629255047,0.012939078110929196,0.14439149437251134,0.01668213835084066,0.1317817378590129,0.02603591365309179,-0.1317817378590129,0.02603591365309179,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1293.9087279969826,90.87337537408196,0.1317817378590129,0.13432905580287852
2000,base3,0.6,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.04814583907729145,0.0008319466306422572,0.05981318932519305,0.0009666375890812234,0.018652978737458897,0.007493273352343091,0.02176675579184733,0.008951535331321918,0.048043570863537756,0.0007966534261206691,0.059837823478086784,0.000919247855410037,0.0184327428436506,0.008378234423604322,0.02125404592600364,0.009563691294568773,0.12307868246854231,0.016304069521328093,0.14466914927799435,0.020813325915285303,0.262204226523937,0.020645057790621778,-0.262204226523937,0.020645057790621778,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1353.5192750373235,143.8860002719957,0.262204226523937,0.2630157311230531
2000,base3,0.9,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.048134896330313044,0.000921733500179272,0.059833298182067174,0.0011047468290374903,0.01967892144236514,0.008071863716371116,0.023086791521042007,0.009631421270985725,0.04565348242104566,0.000846809758743906,0.057141191678730476,0.0009096022120858693,0.019083013640938985,0.00878947493818939,0.022265566882330945,0.0101276906521119,0.1237424675173269,0.02057927909731613,0.14523736290330708,0.025189114428326043,0.39292491990296496,0.014410145642156808,-0.39292491990296496,0.014410145642156808,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1386.1356885574448,133.92378619275368,0.39292491990296496,0.39318907026795596
2000,base4,0.0,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.03332674067239287,0.0009335730011961642,0.046374230963436916,0.0014963759856760055,0.014784589592582912,0.00854606730926811,0.01789204556037198,0.009670787588810719,0.03336782889989937,0.0009353501268264447,0.04648726631041087,0.001505150575071139,0.015018277341718188,0.008387304289722534,0.01794034469975936,0.009569254129777644,0.2568286699746333,0.02425714161815332,0.2898580664161798,0.022493715133705308,0.015049826126854177,0.010142400700247271,0.0005491303092759898,0.01814012167314082,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1329.6261019086464,94.0250852365869,0.015049826126854177,0.018148431293445694
2000,base4,0.3,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.0332773870535735,0.0008270978585961113,0.046337508811689944,0.0016930390093315732,0.014875388678534737,0.006058419624461427,0.018657052293123887,0.00792204903745075,0.032300440736242365,0.0008901355816175005,0.04521593266853639,0.001719849869231586,0.01498951479648833,0.006200277981568774,0.018680555191632565,0.007451845694301882,0.25393083119179294,0.020451858603540506,0.28724365055973294,0.019527350131875197,0.05652888913561805,0.020263319786892532,-0.05652888913561805,0.020263319786892532,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1323.1230277825923,147.3585015141385,0.05652888913561805,0.06005095699231501
2000,base4,0.6,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.03332704169489999,0.0008027519985772566,0.046385318370391296,0.001667932966956354,0.016421240013353194,0.006743911888034897,0.02055902976861772,0.008903349432828648,0.028903140545379187,0.0007970354019398849,0.04082443546320849,0.0015916719480237333,0.016473074706946464,0.006884113529536818,0.020383336638637135,0.007959408689795316,0.25288951143328664,0.024262415892763123,0.2866554853260548,0.023346581701362563,0.12191261606536725,0.01470609074771266,-0.12191261606536725,0.01470609074771266,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1308.6880987998798,104.85893432182597,0.12191261606536725,0.12279639677523765
2000,base4,0.9,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,15,15,0,0.033418209937524514,0.0008838071111001983,0.046507505295820636,0.0017117787352752744,0.01797420678862005,0.007479460076041304,0.022361586959851427,0.009899271224678891,0.020670310060314567,0.0005204340279873943,0.030131114676989455,0.001338065607151183,0.018104376484472797,0.007264372157643976,0.02202072171495836,0.008249650468844964,0.25225165204608213,0.028231683369128492,0.28667039273749967,0.027603136711378266,0.18789193697245068,0.009317247558027394,-0.18789193697245068,0.009317247558027394,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1366.5128033520655,153.85463645387162,0.18789193697245068,0.18812280850900814
2000,base5,0.0,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.06572206903233486,0.0011493075804878386,0.08970206441489384,0.001632373578679898,0.018094135784816556,0.007269465131720494,0.021266236252443692,0.008151690835468442,0.06925380826700346,0.001254188559195091,0.09595050092264465,0.0017453271690881646,0.017113017330580106,0.007569656752740527,0.02025660639148403,0.008445619557967783,0.5166380990289421,0.039640259784546474,0.7057530527958882,0.05637965632632245,0.01953788564485197,0.013934646561577276,0.0030204516802440915,0.023807146446281645,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1285.530248161219,87.70235739061873,0.01953788564485197,0.023997986379431714
2000,base5,0.3,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.06572191352334242,0.0015761822620655587,0.08970329599266469,0.002212078258053884,0.021408189002150413,0.009390634900942678,0.02514722641962074,0.010525321411794904,0.0688306659515183,0.0016808330590563003,0.09558425538291841,0.002411181459686476,0.01975835156908303,0.009057650095353793,0.023184082636587725,0.010039666863311507,0.51689442338223,0.03463585964540993,0.7032043907245601,0.05159691519301544,0.1742497028461293,0.02832224773112188,-0.1742497028461293,0.02832224773112188,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1291.8984486180861,119.53826330696829,0.1742497028461293,0.17653642303645842
2000,base5,0.6,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.06574528591813558,0.0016497013906395005,0.0897158878046082,0.0022730896079377638,0.022914136039474294,0.00982907800230586,0.026979910749725285,0.011134033876002746,0.06755334206567642,0.0017276923360395025,0.09437802266532135,0.0024159654397004227,0.02119275895461587,0.009630124870954807,0.024872747765644448,0.0106765764600583,0.5170175484604411,0.03491454353782052,0.7034787830212043,0.050928470642835046,0.34755169982436285,0.02847620434203407,-0.34755169982436285,0.02847620434203407,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1317.1857924514993,112.541318005187,0.34755169982436285,0.34871632921980183
2000,base5,0.9,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.0657995449580273,0.0017476233156635977,0.08975544924594048,0.0023378408384539134,0.024309670134128367,0.010247567780149864,0.028723728180912615,0.01168679312470023,0.0651783196288779,0.0018407640569566243,0.09224137504439153,0.002418854128248173,0.02242444834603848,0.010056433640770919,0.026427282993550495,0.011133692249578773,0.5170072140072529,0.03520532534443574,0.7037248466581355,0.04985225581591705,0.5210222606146218,0.028533517542046454,-0.5210222606146218,0.028533517542046454,0.17999999999999997,2.7755575615628914e-17,0.17999999999999997,2.7755575615628914e-17,1370.715431294241,110.86740691417569,0.5210222606146218,0.5218029874189042
