image_type,t,age,sigma2_hat_std,sigma2_bootstrap_mean_std,sigma2_bootstrap_se_std,sigma2_ci_lower_pointwise_std,sigma2_ci_upper_pointwise_std,sigma_hat_std,sigma_bootstrap_mean_std,sigma_bootstrap_se_std,sigma_ci_lower_pointwise_std,sigma_ci_upper_pointwise_std,sigma_hat_iop,sigma_bootstrap_mean_iop,sigma_bootstrap_se_iop,sigma_ci_lower_pointwise_iop,sigma_ci_upper_pointwise_iop,local_support_pairs,variance_support_pairs,min_variance_support_pairs,support_ok,confidence_level,ci_method,n_success
roi,0.31,36.91,0.7332623304403382,0.6674999658767193,0.07875993821687123,0.5210304181667527,0.8140915129590608,0.8563073808162219,0.815581553924639,0.048284132896531225,0.7218238473417369,0.9022691301662872,3.5784499664593095,3.4082595218373104,0.20177608837076114,3.01645247977131,3.7705209728581797,273,222,30,True,0.95,percentile,500
roi,0.32,37.519999999999996,0.7386937318507046,0.6732177740750971,0.08006838492758415,0.5243003746366177,0.8265837296454838,0.8594729384051045,0.8190445650009164,0.04887281167477572,0.7240858111101397,0.9091637400856216,3.5916786150749087,3.4227312082286394,0.20423613671491572,3.02590507162385,3.7993330760670476,273,216,30,True,0.95,percentile,500
roi,0.33,38.13,0.7441278998490333,0.6787600707797592,0.08156908757221863,0.5300956583768293,0.8367947644141173,0.8626284830963057,0.8223786653501952,0.049581429920646625,0.7280766301393797,0.9147640081536617,3.604865420476056,3.4366641855103213,0.20719740388950456,3.0425824313445107,3.8227362132222344,273,215,30,True,0.95,percentile,500
roi,0.34,38.74,0.7504767197020639,0.684935498705058,0.0830908337016066,0.53567041432051,0.8466095452389892,0.8663005943101181,0.8260830724967015,0.05027236478215072,0.7318948070395661,0.9201136205016076,3.6202109220380962,3.4521446495658004,0.21008477341050313,3.058538331417898,3.845091877269916,273,215,30,True,0.95,percentile,500
roi,0.35000000000000003,39.35,0.756521589703179,0.6907610193549969,0.08449933520623541,0.5360321313077777,0.8553488715836504,0.8697824956293263,0.8295632135873202,0.050902614569546895,0.7321420060018627,0.9248502691347567,3.6347615494623966,3.466687921115238,0.21271854415812777,3.059571358971037,3.8648860078848655,273,208,30,True,0.95,percentile,500
roi,0.36,39.96,0.7627214716224352,0.6966566519600472,0.08567584809091802,0.5380697424857881,0.8625479856793155,0.8733392649036428,0.8330797809728624,0.051381032641283284,0.7335322617372672,0.9287345541685734,3.6496250449495538,3.481383415659324,0.21471782055246033,3.0653811425851707,3.8811181693263923,273,207,30,True,0.95,percentile,500
roi,0.37,40.57,0.7695972703794958,0.7031341867876205,0.08666436387317357,0.5429074749605349,0.8719157690779928,0.8772669322272987,0.8369378460948094,0.05171631964125845,0.736821723205948,0.9337642105478555,3.666038498012638,3.49750600588279,0.21611896198916236,3.0791275770384736,3.9021367592684624,273,201,30,True,0.95,percentile,500
roi,0.38,41.18,0.7761643937140419,0.709382232622479,0.0875311178539319,0.5458765069340995,0.8801267369649226,0.8810019260558072,0.8406456042459205,0.051986593428340874,0.738834114308924,0.9381503898757331,3.6816467817198415,3.513000473557278,0.2172484176565864,3.0875372217948733,3.9204663026314623,273,199,30,True,0.95,percentile,500
roi,0.39,41.79,0.7817940456017775,0.714797942405998,0.08838342953809819,0.5520300125420012,0.8853017925446777,0.8841911815901454,0.8438424103675375,0.05228188656147057,0.742987203305656,0.9409047629896736,3.6949744624283793,3.526359707653536,0.21848242745962745,3.1048926966091774,3.9319766394544406,273,199,30,True,0.95,percentile,500
roi,0.4,42.400000000000006,0.7860600966877729,0.7191145206526613,0.08924856477898926,0.5533777147939254,0.8936305447102366,0.8866003026661862,0.8463747804006191,0.05262880710353536,0.7438934184928686,0.9453199476049129,3.7050420146028533,3.5369423087883125,0.21993218467289877,3.1086797078844914,3.9504273939291417,273,196,30,True,0.95,percentile,500
roi,0.41000000000000003,43.010000000000005,0.7889294558338893,0.7222534615064288,0.09016473194464582,0.5521370841046183,0.899859918374122,0.8882170094261251,0.8482009559339929,0.05304930080331255,0.7430591366241449,0.948607440411685,3.7117981215575355,3.5445737714179133,0.22168939907928373,3.1051933010263535,3.964165601479,273,196,30,True,0.95,percentile,500
roi,0.42,43.62,0.7914209301629954,0.7251226579886381,0.09110758060984683,0.5532619349207196,0.9087789418051333,0.8896184182912331,0.8498626055847075,0.05349704182829584,0.7438156350251872,0.9532973865295121,3.7176545133377408,3.5515176916387095,0.2235604781937796,3.108354656094035,3.9837645654772285,273,194,30,True,0.95,percentile,500
roi,0.43,44.230000000000004,0.7931947574190611,0.7274192551730897,0.09196310677193566,0.5577245985554946,0.9100104991812922,0.8906148198963798,0.8511860231312725,0.05392053455922457,0.7468090180758563,0.9539443657375478,3.7218184074841614,3.5570481630339263,0.2253302253461902,3.1208637990924943,3.9864682473292854,273,193,30,True,0.95,percentile,500
roi,0.44,44.84,0.7941163566192204,0.7290432366910949,0.09273235788021596,0.5588864289436154,0.908229528063933,0.8911320646342047,0.8521136873539356,0.0543268195444742,0.7475867684296225,0.9530105546559868,3.7239799378600367,3.56092480836111,0.2270280625065492,3.124113964616813,3.9825659146992596,273,193,30,True,0.95,percentile,500
roi,0.45,45.45,0.7948062997312304,0.7304283253385643,0.0935265870169744,0.5591362962203998,0.9083842522273886,0.8915190966722084,0.8528984433037089,0.05475918082335483,0.7477541104363965,0.9530914233358969,3.725597318270904,3.564204249791906,0.2288348707141743,3.124813275415649,3.982903859380568,273,190,30,True,0.95,percentile,500
roi,0.46,46.06,0.7952626572809415,0.7315879979832803,0.09444070864047252,0.5596289227479992,0.9124418696408615,0.8917750037318503,0.853544918461692,0.05527368734333782,0.7480819363279727,0.9552148174663279,3.726666736367148,3.5669058252532744,0.23098495826500362,3.1261832373907485,3.9917773781952457,273,190,30,True,0.95,percentile,500
roi,0.47000000000000003,46.67,0.7947975291328642,0.7319813066354838,0.09547718505623962,0.5605831138461768,0.9186698608224496,0.8915141777520221,0.8537351212672039,0.05589183432888139,0.7487208849165531,0.9584722070302052,3.725576762439937,3.567700669766182,0.23356815223161037,3.1288533598334576,4.005389786352339,273,185,30,True,0.95,percentile,500
roi,0.48,47.28,0.7940787594629074,0.7321246265695973,0.09665087033281142,0.5558994641946577,0.9248658597423446,0.8911109692192704,0.8537725285784618,0.05659949664419555,0.745586575449806,0.9616990918291757,3.723891781564114,3.5678569923609826,0.23652542463779552,3.115755294982652,4.018874717183645,273,183,30,True,0.95,percentile,500
roi,0.49,47.89,0.7936602593652244,0.7323367143983022,0.09784548208165239,0.5535579955720061,0.928730410232889,0.8908761189779556,0.853849087305881,0.05731509876383249,0.7440142922181365,0.9637046245296627,3.7229103584712115,3.5681769260456657,0.23951587694310222,3.109184830913699,4.027255701145211,273,185,30,True,0.95,percentile,500
roi,0.5,48.5,0.7921911798801421,0.7315346758975734,0.09908001283951472,0.5492454135768087,0.9322860492727602,0.8900512231777125,0.8533264636380874,0.05809796122660796,0.7411102161541138,0.965544180169324,3.7194631753511747,3.5659929174894107,0.24278740562126314,3.097048895703154,4.0349430783236855,273,177,30,True,0.95,percentile,500
roi,0.51,49.11,0.7901084900962904,0.73008814260675,0.1002583645182378,0.5457480855281012,0.934009861941747,0.8888804700837398,0.8524251042664418,0.058877136968513315,0.7387469577086495,0.9664355073478468,3.7145706782599257,3.562226198335176,0.24604352774510774,3.0871730003245044,4.038667873629138,273,174,30,True,0.95,percentile,500
roi,0.52,49.72,0.7885462656753615,0.7292602465601855,0.10136348694198208,0.5408687005254071,0.935189918495649,0.8880012757171926,0.8518899446037915,0.059589181772392474,0.7354377494225315,0.9670457299400698,3.710896585145741,3.559989802713973,0.2490191142712103,3.073344045271964,4.0412179520981475,273,166,30,True,0.95,percentile,500
roi,0.53,50.33,0.7867547212058938,0.7284349357025494,0.10247915622991884,0.5378830949166745,0.9362925028387226,0.8869919510378287,0.8513547129428963,0.06031055611437434,0.7334049910944374,0.9676144019737822,3.7066786863562045,3.55775310621703,0.25203368829883227,3.0648492872750697,4.043594393625518,273,161,30,True,0.95,percentile,500
roi,0.54,50.940000000000005,0.7875293373482777,0.7295108227076286,0.10365851542449861,0.5349489797364,0.9379459283462518,0.8874284970341428,0.8519382052849043,0.06098816439241676,0.7314020251306137,0.9684712565809426,3.7085029822117175,3.5601914807989434,0.25486536693918477,3.0564790295304363,4.047175130413434,273,157,30,True,0.95,percentile,500
roi,0.55,51.550000000000004,0.7895934679821242,0.7315920688867006,0.10466331308775949,0.532421064796386,0.9413113172056164,0.8885907201755622,0.8531209208684036,0.06151692390879505,0.7296718544906083,0.9702114464663051,3.7133598332147604,3.565133968315599,0.2570750167869361,3.0492487647827535,4.0544472649020715,273,153,30,True,0.95,percentile,500
roi,0.56,52.160000000000004,0.7914662830497227,0.7333408159036034,0.10537558759880447,0.5325872454891591,0.9369253490594969,0.8896439080046143,0.8541189075635848,0.06188187439589264,0.7297852371212317,0.9679475048933875,3.7177610331062696,3.569304486444841,0.2586001199071134,3.0497225830398893,4.044986407939762,273,150,30,True,0.95,percentile,500
roi,0.5700000000000001,52.77,0.7922824797488565,0.7340950140570772,0.10594147837983443,0.5288556099582029,0.9314022191380861,0.8901025108092081,0.8545369893740027,0.06220358849403263,0.7272245110641783,0.9650896648051067,3.719677502854729,3.5710516217305854,0.2599445411155365,3.0390214840207035,4.033043689708947,273,144,30,True,0.95,percentile,500
roi,0.58,53.379999999999995,0.7915409575973844,0.7333736001853446,0.10628541291339709,0.5275627258192103,0.9289016501740707,0.8896858757996468,0.8540962127369355,0.06245847978587345,0.726334989235593,0.9637954152156221,3.717936413650792,3.5692096463167733,0.26100971438762616,3.0353042331491396,4.027635109211058,273,138,30,True,0.95,percentile,500
roi,0.59,53.989999999999995,0.7908267895504375,0.7327030309505181,0.10660682162390504,0.5269036081127785,0.9308414344260793,0.8892844255638561,0.853686263954315,0.0626949359696105,0.7258804748479466,0.9648011097334689,3.7162587805776885,3.5674964983978334,0.2619978486040525,3.033404848615424,4.031837837803946,273,136,30,True,0.95,percentile,500
roi,0.6,54.6,0.7895579433397121,0.7315550051229592,0.10694677769879007,0.5254616419185016,0.9327258109700004,0.8885707306341528,0.8529936799872067,0.06296599445540227,0.7248817575584915,0.9657772739192145,3.713276298288648,3.564602237377326,0.26313058347370355,3.0292312773826895,4.035917161159084,273,135,30,True,0.95,percentile,500
roi,0.61,55.21,0.7884024357515866,0.730541606227342,0.1072749395072254,0.525868411492741,0.9306089739789281,0.8879202868228582,0.8523803437009551,0.06322460439407254,0.7251659240059183,0.9646801975086058,3.7105581380965775,3.5620391469939716,0.2642112967165096,3.0304187895273285,4.031332553887563,273,134,30,True,0.95,percentile,500
roi,0.62,55.82,0.7871879935660019,0.7295443177952539,0.10757904733015329,0.5251909206002464,0.9296422425887789,0.8872361543388557,0.851776787124809,0.06347188409628297,0.7247001911512643,0.9641794213175142,3.7076991952458234,3.5595169253501417,0.2652446616762248,3.0284725237874173,4.029239844441912,273,133,30,True,0.95,percentile,500
roi,0.63,56.43,0.7855335264584118,0.7282090873117839,0.10797552414236658,0.5227208185112554,0.9329076551251088,0.886303292591431,0.8509686536265304,0.0637932364036786,0.7229899205984128,0.9658714271397547,3.7038008298182112,3.5561397907433454,0.26658757098587643,3.0213254201426327,4.036310621026921,273,132,30,True,0.95,percentile,500
roi,0.64,57.04,0.7836253078083465,0.7266452251462612,0.10846901174731745,0.5156607697324066,0.9302235723208706,0.8852261337129325,0.8500196283019211,0.06418798050576603,0.7180940334465271,0.9644805168127422,3.6992994565508686,3.552173878832391,0.2682371795849852,3.000865842651015,4.030498101919235,273,132,30,True,0.95,percentile,500
roi,0.65,57.65,0.7804948401612862,0.7239889164854656,0.10894448177296386,0.5119455610751373,0.9242586943732816,0.8834561902897541,0.8484225861826664,0.06462495268547155,0.7155020263870345,0.9613832284056705,3.691902984063068,3.5454999490659165,0.2700632564317367,2.990034022462495,4.01755474554429,273,129,30,True,0.95,percentile,500
roi,0.66,58.260000000000005,0.7760482950456881,0.7202338957035781,0.1094542952510032,0.5057208842005201,0.9172745669810467,0.8809360334585525,0.8461676422934975,0.06513602876693965,0.711140344281046,0.9577442732187788,3.681371421063472,3.5360766928084817,0.2721990084146805,2.971806851313972,4.002347800750626,273,127,30,True,0.95,percentile,500
roi,0.67,58.870000000000005,0.7732004861757292,0.7177944447673762,0.1101010724722013,0.5001735094833504,0.915118905447678,0.8793181939296657,0.8446839608330855,0.06566639345330241,0.7072218738938638,0.956617998583345,3.6746105803448468,3.529876489480575,0.27441536615799106,2.9554318316192707,3.997641176094944,273,125,30,True,0.95,percentile,500
roi,0.68,59.480000000000004,0.769572133896686,0.7146982249224987,0.11087943065431072,0.4912713677882402,0.9175213336610759,0.8772526055228824,0.842798839598641,0.06631089777715198,0.7008939220089937,0.9578651983314992,3.6659786276949387,3.5219986967985366,0.2771087056383351,2.928987753572687,4.0028531385244825,273,122,30,True,0.95,percentile,500
roi,0.6900000000000001,60.09,0.7642868664855441,0.710241206192433,0.11168419709169712,0.4835816801259481,0.9191828612071156,0.8742350178787991,0.8400924739382928,0.06704350145127436,0.6953931684459354,0.9587287890142743,3.65336833535638,3.510688979840044,0.28017020627680017,2.9060004807262656,4.0064620249115945,273,119,30,True,0.95,percentile,500
roi,0.7000000000000001,60.7,0.7580857331697676,0.704987271265426,0.11243154009774788,0.47633103627508117,0.9129020161867367,0.8706811891672908,0.8368995536534655,0.06779085158909076,0.690166075368019,0.9554574194516978,3.638517128280041,3.4973459843899093,0.28329333137827173,2.884156816326783,3.9927911952962765,273,116,30,True,0.95,percentile,500
roi,0.71,61.309999999999995,0.7509522597308949,0.6987592694158494,0.11304085504901043,0.46971172409430945,0.9048259236229532,0.8665750167936385,0.8331115775015462,0.06851099445678954,0.6853551774306883,0.95122286870377,3.621357714824132,3.481516291177568,0.28630275915910697,2.8640524029488783,3.975095297396332,273,111,30,True,0.95,percentile,500
roi,0.72,61.92,0.7455665957666371,0.6938656327211972,0.1134935966177021,0.46673367256091913,0.9005935774332416,0.863461982814899,0.8301233768727486,0.06906773918244948,0.6831770919619263,0.9489955335000565,3.6083485587823043,3.469028805165592,0.28862935728204403,2.8549503327726207,3.96578741594677,273,108,30,True,0.95,percentile,500
roi,0.73,62.53,0.7425829160184448,0.6904803555649589,0.11409891603112832,0.46333101247792646,0.8966776518756597,0.8617325083913481,0.8280335711890779,0.06964525448128915,0.6806781645274972,0.9469306478632079,3.601121203475558,3.4602956501722186,0.29104275420943326,2.844507485969883,3.9571584001243445,273,103,30,True,0.95,percentile,500
roi,0.74,63.14,0.7387615393273173,0.6863208222104713,0.11463219130308165,0.4563726355299271,0.8961990897339976,0.8595123846270729,0.825469482533218,0.07021977820611343,0.6755492618315871,0.9466776477740438,3.5918434581380914,3.4495804990826473,0.29344364955365865,2.823074152459832,3.956101130058868,273,102,30,True,0.95,percentile,500
roi,0.75,63.75,0.733461787971147,0.6807459923836506,0.11491769213522088,0.449253075416915,0.892442145651257,0.8564238366434852,0.8220424249258738,0.07072657564624944,0.6702621412602306,0.9446899701080047,3.578936627394974,3.4352590597784975,0.29556152138716746,2.8009796372716025,3.9477947610648396,273,96,30,True,0.95,percentile,500
