image_type,variable,variable_type,beta_hat_std,bootstrap_mean_std,bootstrap_bias_std,bootstrap_se_std,ci_lower_std,ci_upper_std,beta_hat_iop,bootstrap_mean_iop,bootstrap_bias_iop,bootstrap_se_iop,ci_lower_iop,ci_upper_iop,ci_excludes_zero,significance_scope,confidence_level,ci_method,n_success
roi,is_female,sex,0.04386400161014634,0.05958351892794012,0.01571951731779378,0.16089150952538905,-0.24483232048191717,0.415209386528338,0.18330466209573248,0.24899544963162576,0.06569078753589327,0.6723546120972653,-1.0231375188913636,1.7351316228054336,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,z_vf_01_mean,vf,-0.0790923874403946,-0.0755897840178196,0.003502603422574996,0.11691225777840684,-0.3253958440678224,0.1410606819143888,-0.33052167658941317,-0.31588453649132525,0.014637140098087911,0.48856832756368623,-1.359806972795906,0.589482940091119,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,z_vf_22_mean,vf,0.15785914997709655,0.16532137579941117,0.007462225822314622,0.10086160110640767,-0.03719301565204895,0.3468560717499063,0.6596825889815277,0.6908667202196823,0.03118413123815467,0.4214937313190321,-0.15542706812328555,1.4494877962356885,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,z_vf_25_mean,vf,-0.025675061991473805,-0.01956666406918715,0.006108397922286655,0.10902784424732866,-0.22357358422037868,0.2027273342742605,-0.10729432769183204,-0.0817677506357153,0.025526577056116745,0.4556199027714757,-0.9342987143144866,0.8471836618325336,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,z_vf_28_mean,vf,0.2609372582156911,0.2573547288329763,-0.0035825293827148053,0.13254147929834495,-0.005782861984244609,0.5157813735491346,1.0904389519799347,1.0754678067619694,-0.014971145217965432,0.5538817751372636,-0.024166184640186057,2.1554150766725146,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,z_vf_31_mean,vf,-0.11383517521098946,-0.13133637076053004,-0.017501195549540577,0.12545754298645378,-0.38230809161624796,0.0987861602218288,-0.47570941001042216,-0.5488457089963726,-0.0731362989859504,0.5242784898852738,-1.5976393620679257,0.4128206058384012,False,nominal_95pct_percentile_ci,0.95,percentile,500
