n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,a_eval_mode,a_eval_selected_points,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base2,0,123,1,,1299.0665043909103,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.3,-0.05130754160583828,0.030267604829989938,0.0390243997478757,0.02236138578846872,0.029393893864951764,0.029573541604240656,0.0379546512418071,0.018544476092707568,0.023379251994022025,0.12050370514935886,0.12291787813555509,0.05130754160583828,
2000,base6,0,123,1,,1563.2787407431751,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,anchor_grid,500,0.9,-0.31528625282233347,0.04907488205088083,0.0635859025596133,0.0302457503904508,0.0392816916899757,0.04277702255331342,0.05565211633878623,0.03234071045943765,0.03838719226385916,0.08297293304778319,0.10216583630654759,0.31528625282233347,
2000,base6,0,123,1,,1657.3029640354216,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,anchor_grid,500,0.6,-0.20093535879701563,0.048382600976213275,0.0624600559841973,0.027424525724018822,0.03525473126834972,0.04624461440591291,0.059624163607408,0.028475099042463148,0.034595702086698286,0.08265722805335449,0.09902669982382975,0.20093535879701563,
2000,base6,0,123,1,,1771.9233053773642,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,anchor_grid,500,0.3,-0.08726125796913822,0.04783229555345516,0.061638093445889726,0.024497987958585085,0.031163609158768705,0.04782686250180099,0.061542369372443256,0.024683450364600887,0.030708211339148528,0.0833841331705938,0.09835051593036666,0.08726125796913822,
2000,base6,0,123,1,,1913.8327802624553,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,constant,anchor_grid,500,0.0,-0.03986705393191894,0.04755400252132221,0.06155233822150389,0.023831447478320583,0.026225772633120557,0.048310348057552736,0.062427127299389075,0.02278340256383732,0.02484630357972483,0.08526386420653033,0.10540181574364497,0.03986705393191894,
2000,base2,0,123,1,,1920.960978968069,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.0,-0.038138028829453975,0.030340132084134344,0.03892107025192454,0.020447115310177205,0.022088016281307025,0.03054152606859288,0.0392110203449424,0.019659377152526497,0.019921620228740413,0.13246942534156694,0.13556803463222694,0.038138028829453975,
2000,base2,0,123,1,,2317.2087345048785,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.9,-0.20902404887190273,0.031341131883221275,0.04065287774130409,0.027118951685885337,0.036313556362985194,0.021859838334527947,0.02833920378372409,0.024691969179270454,0.029755316288599957,0.11404137127684172,0.11643127802561765,0.20902404887190273,
2000,base2,0,123,1,,2456.234594050795,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.6,-0.1292494755199433,0.030672922180171733,0.03971354512768316,0.02482263849689309,0.03295023736557857,0.027268007473928168,0.03504004797979942,0.02161577530960232,0.026601696748859625,0.11604204465252176,0.11831512983630847,0.1292494755199433,
2000,base1,1,124,1,,1740.180839419365,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.3,-0.04945353185870627,0.03421249441578806,0.045314560094392,0.012005641425900257,0.012786322699582516,0.0334346037631968,0.044446189543478044,0.009892564884096178,0.010495990644703022,0.2272957934787051,0.2550443888009294,0.04945353185870627,
5000,base2,0,123,1,,3663.7225590720773,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.9,-0.10760068241961906,0.019983463296814864,0.025226367550699427,0.006837504496160718,0.0072174410293982015,0.0146273705074665,0.018773603847410423,0.004569360377794776,0.0061804830063430785,0.04841187751586694,0.05475860806518932,0.10760068241961906,
