image_type,contrast,model,reference_model,model_rmse_iop,reference_rmse_iop,delta_rmse_iop,delta_rmse_std,pct_delta_rmse_iop
roi,adding_full60_to_x,x_full60_paired_vctr,x_only_paired_vctr,4.568589140262373,4.028384179694194,0.5402049605681789,0.12926867756258398,13.409966290980405
roi,adding_sex_to_x_vf_pca,x_sex_vf_pca_paired_vctr,x_vf_pca_paired_vctr,3.940775449894149,3.946210928117615,-0.005435478223466017,-0.001300686097233661,-0.1377391711308954
roi,adding_vf_pca_to_x,x_vf_pca_paired_vctr,x_only_paired_vctr,3.946210928117615,4.028384179694194,-0.08217325157657873,-0.019663698665686735,-2.0398563769262132
roi,sex_vf_pca_vs_full60,x_sex_vf_pca_paired_vctr,x_full60_paired_vctr,3.940775449894149,4.568589140262373,-0.6278136903682237,-0.15023306232550437,-13.741959959484747
roi,vf_pca_vs_full60,x_vf_pca_paired_vctr,x_full60_paired_vctr,3.946210928117615,4.568589140262373,-0.6223782121447576,-0.1489323762282707,-13.622984974941621
roi,x_full60_vs_y_bar,x_full60_paired_vctr,y_bar,4.568589140262373,4.1878112223511925,0.3807779179111801,0.09111848554970847,9.092528237158628
roi,x_only_vs_y_bar,x_only_paired_vctr,y_bar,4.028384179694194,4.1878112223511925,-0.1594270426569988,-0.038150192012875506,-3.8069300212508277
roi,x_sex_vf_pca_vs_y_bar,x_sex_vf_pca_paired_vctr,y_bar,3.940775449894149,4.1878112223511925,-0.24703577245704356,-0.0591145767757959,-5.8989233119813
roi,x_vf_pca_vs_y_bar,x_vf_pca_paired_vctr,y_bar,3.946210928117615,4.1878112223511925,-0.24160029423357754,-0.05781389067856224,-5.769130493373438
