n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,a_eval_mode,a_eval_selected_points,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base1,0,123,1,,5375.3807833240135,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03684744270041899,0.04774454411846354,0.02366619395810235,0.024920646399281085,0.036998207056800764,0.04794562422013522,0.02315354589742269,0.02369084632326818,0.1685030186264558,0.19534960895195846,0.02814126469612562,0.2405859435365642
2000,base1,0,126,1,,8839.917493568995,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03580435694804146,0.04584647670903705,0.016064994480493394,0.022627248237216648,0.0358832210425412,0.045935259684471486,0.015893335046470863,0.02404356614778124,0.18414221213685572,0.20496538729176725,0.027645927632430338,0.26236268360015896
2000,base1,0,129,1,,8066.210783677001,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.034359299035381874,0.044818152426664114,0.012525331428506564,0.016121594214276627,0.03449783103384365,0.044994939943376076,0.011670238511885339,0.01554142871443103,0.20138016227582034,0.211485983337575,0.03553509451412544,0.28760855057614104
2000,base1,0,132,1,,5853.215752140968,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.035749836658917095,0.046013792244428385,0.01787131541876727,0.022498644040546807,0.035884350846778074,0.046211900869667775,0.018299060992780836,0.023148240886713304,0.179798193033695,0.201368984594763,0.011100668274251619,0.25459885068841637
2000,base1,0,135,1,,5167.065578897018,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03494041261975408,0.046685749691138256,0.01597427611271998,0.017824004448598867,0.03508222338448594,0.046947523555547044,0.016228662693264617,0.01808078544078965,0.14958809780670423,0.15937161422847948,0.011227889878938996,0.21198004450388142
2000,base1,0,138,1,,6441.899984837044,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.035601976373392887,0.04612805390405923,0.01967258215956115,0.021468906235734754,0.035713571677744596,0.04623547627748793,0.020346326628730482,0.022243655487869534,0.1716576981850655,0.18649099635679217,0.013272902202594292,0.2432580708479983
2000,base1,0,141,1,,5381.155755681917,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03533128571251047,0.04589192228260342,0.0251826761707466,0.029243768244263755,0.035467056330091555,0.046061780802277484,0.02294312306566816,0.02726829334396216,0.16929738338421055,0.19145323428355912,0.03789265325468898,0.24352592747791882
2000,base1,0,144,1,,6896.604016559897,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03296779111480656,0.04304739407560922,0.02301397828308757,0.02576242439241436,0.03311001601266122,0.04325425779229323,0.02248726687724495,0.02481507430823916,0.17998924475137643,0.19320497507091425,0.005605321779858683,0.2546262175860996
2000,base1,0,147,1,,8505.965989533812,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03509223714142606,0.04531938067292931,0.011726717384387075,0.015434588199091995,0.03517422981071696,0.04547562632460851,0.012401736805475572,0.016064774945316065,0.20847564054305615,0.2150484817084183,0.005757708997692807,0.29489951608349196
2000,base1,0,150,1,,3150.2324338899925,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.035404480876883464,0.04716321802229794,0.012650553613845511,0.016317213608911342,0.03552505958408767,0.04738987930530349,0.013324338697866228,0.016121442454085755,0.2256475626389361,0.2315729389276596,0.010474723934307545,0.3193199427610948
2000,base1,1,124,1,,5529.679946663033,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.034374531029238674,0.04450468462949441,0.006939053153146205,0.008299076593907514,0.0344560555376783,0.044624726077150484,0.006588117306420074,0.008516584860174054,0.186809081439289,0.20205580093422018,0.015422499780062507,0.26478262988444873
2000,base1,1,127,1,,6389.948598999996,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03587514939005713,0.046909882604629756,0.01549876004940895,0.019797983981789065,0.03605806509105715,0.047218956876927426,0.013533246247635411,0.018094273731902737,0.16817210281487752,0.1871904146887395,0.0036737463115546205,0.23787053134325462
2000,base1,1,130,1,,7767.250298540981,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.034655894275208356,0.04524133560039135,0.008101784869547546,0.008732982961338077,0.034809865009491694,0.045502405317557774,0.009188636545420875,0.009969598191820198,0.19190689179756107,0.21073104878688276,0.023133157977483283,0.2726819071425055
2000,base1,1,133,1,,7558.848538764054,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03644153379565672,0.04747633238115397,0.021325629265200097,0.025005282898592218,0.036590018707645826,0.04767883180225094,0.020069768248078157,0.024326366556779742,0.2580805628066393,0.26545675803128904,0.024282420182067072,0.36586920811810003
2000,base1,1,136,1,,6963.9513105470105,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03490498568394892,0.04575085035134737,0.016035654926098653,0.019158825934137896,0.03500472564846776,0.04592467232075,0.01615936306747162,0.019312490785164053,0.21445653640865095,0.2241078489804057,0.0004302311243466315,0.3032877189366677
2000,base1,1,139,1,,6787.724797928706,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03620649434818633,0.04734130483856949,0.03660866725187642,0.04527729530896958,0.03641177285435859,0.04771729162344969,0.03742664976421273,0.045292081510022356,0.17347148888098712,0.18767442584928715,0.01960292066524557,0.2463934834363204
2000,base1,1,142,1,,5540.198749474948,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03417663328389311,0.04538939416529374,0.019072997965158767,0.020730253687103208,0.034443482146958956,0.045831383774579515,0.018972465981416525,0.021393194855092067,0.15963696791809373,0.1865890496112,0.020487109927905683,0.2270699151349396
2000,base1,1,145,1,,6092.469755870057,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03378180383688629,0.04371219150257417,0.00987447749102284,0.012567172646009976,0.03394174104854942,0.0439774311901847,0.009099584921908349,0.011802059313461616,0.16686519310194375,0.18296054130547118,0.024630760673010947,0.237760777273223
2000,base1,1,148,1,,8071.720065112691,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03630623532346569,0.046811142562835334,0.013964563113780373,0.016286682011861557,0.03640124166441149,0.04700587487192763,0.013874335231417179,0.016304128033009763,0.21467155573906269,0.22199689666632844,0.018092580533633638,0.3042556874485631
2000,base1,1,151,1,,3214.536652910523,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03681133391733947,0.0464939821451958,0.017384204151259616,0.01885629593070825,0.03689311672600287,0.04660856549952455,0.017382340538159874,0.01908341972714951,0.18963272595672148,0.1978624813231242,0.022265750243194313,0.269392413821372
2000,base1,2,125,1,,6477.459707698959,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.0346493131991953,0.04499117056173336,0.014620238546133674,0.01910009447902822,0.03482071899081715,0.045238319571037584,0.01331846049858687,0.01871802477339586,0.17550235256652208,0.19099492414826474,0.024718520289996083,0.2498657035472811
2000,base1,2,128,1,,10091.677860778,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,constant,full,,0.0,,0.03360269365342564,0.04438481441758906,0.016126712676953883,0.018671119270708914,0.03376953956937737,0.04455231713226062,0.015539792162446206,0.018368189802232343,0.20286992163612017,0.21746435088411756,0.07069347211430455,0.2977641380204466
