n_subject,coef_type,rho_true,sigma2_function,a_eval_mode,a_eval_selected_points,covariance_mode,signal_bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_miae_mean,sigma2_miae_std,sigma2_rmise_mean,sigma2_rmise_std,rho_abs_error_mean,rho_abs_error_std,rho_error_mean,rho_error_std,best_signal_bandwidth_mean,best_signal_bandwidth_std,best_variance_bandwidth_mean,best_variance_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std,Sigma_fro_error_mean,Sigma_fro_error_std,rho_mae,rho_rmse
2000,base2,0.9,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.03462252712245146,0.0011047482354530466,0.046482836871139785,0.0016955350800547627,0.020551160470082295,0.007655656126734093,0.024500718146610832,0.009343209475870227,0.02391655927835524,0.0008135292597842893,0.03250212049877655,0.0013283444456763732,0.01896317878152017,0.00803621390366852,0.022484172502397055,0.0088798836266743,0.22386922374444787,0.02979418722109742,0.24516871491930736,0.02590895780250773,0.19774166656722278,0.014360858151683413,-0.19774166656722278,0.014360858151683413,0.18,0.0,0.18,0.0,1451.726869924615,133.7084090238065,,,0.19774166656722278,0.19826245469991408
2000,base2,0.9,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.029796969011195735,0.0009240671305227904,0.038576811456525514,0.0012674065280341706,0.017758758123058715,0.007003201138285046,0.02115837219165341,0.008391264010432789,0.021107983780937027,0.0006975298978911528,0.027676895690119628,0.0009764001699577649,0.01648365416893189,0.006631156301172517,0.019503722900325805,0.00730418782739398,0.14919548845520747,0.025636794221408334,0.15723704436044866,0.02448321315577126,0.19598303990964824,0.015295307486187171,-0.19598303990964824,0.015295307486187171,0.18,0.0,0.18,0.0,2185.3373911795984,941.2811876343411,,,0.19598303990964824,0.1965789875935976
2000,base3,0.0,constant,full,,exchangeable_varying_sigma,fixed,30,30,0,0.057115162281755054,0.000963203328247679,0.07134900400817377,0.0011256356126825248,0.01686762839926895,0.00664138790698854,0.019600447666090794,0.008016426223264947,0.05913924587497636,0.0009646000709594983,0.07395770908237627,0.0011262397214343216,0.016333435428136707,0.00649890376562958,0.019254805170386653,0.007990049613218557,0.1993230212325605,0.021068415093368244,0.236136927159539,0.023068993258071366,0.018742984811747906,0.017075782521765226,,,0.2,0.0,0.2,0.0,6150.2886036816135,1510.1823644697888,0.2189072099013597,0.03771012255036153,,
2000,base3,0.0,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.052492919932405256,0.001030927673767773,0.06669952368253274,0.0012882771205853698,0.01591915347593428,0.0066136374677272245,0.018703017937046,0.007927034097177392,0.0537801066848214,0.001037065195687421,0.06835144017659987,0.0013097839178294883,0.015605158336470547,0.006725264134037392,0.01832787044162538,0.00792126512078508,0.16131696756607905,0.011818798326270419,0.20287007532121193,0.012207101424112483,0.018751645437597855,0.016791204512941197,0.004250942959618685,0.024809236980747103,0.18,0.0,0.18,0.0,1802.3270709836468,873.9579280551108,,,0.018751645437597855,0.025170791716050595
2000,base3,0.0,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.05176323241215482,0.0009689563018973183,0.06520609813234313,0.0011794499448200297,0.016175436817536318,0.006653927948264422,0.01893472767305317,0.007855645633013856,0.053025238988356885,0.0009930796663332076,0.06681181679148292,0.0012158301177867697,0.015152782615280795,0.006795565427176143,0.01793751032644198,0.00789402914093468,0.1366997178649062,0.007544925456809429,0.16729013602171844,0.00905218212429027,0.019350997390615052,0.01593348665253518,0.00312087096169771,0.024871615575964085,0.18,0.0,0.18,0.0,1831.7671531948959,829.4698396829847,,,0.019350997390615052,0.025066653085685515
2000,base3,0.0,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.047995966038500114,0.0008733124309687623,0.05989147323076448,0.0010278313171721521,0.01449027947961556,0.006023224194582818,0.01675739649636717,0.007060125352193101,0.049459921119478126,0.0008831984058498049,0.06176653019566143,0.001037047676822879,0.013233756234076003,0.0056232714942495675,0.015818265702955824,0.006759233793756766,0.12454870617966837,0.01046145423399748,0.1471349022764112,0.013394959403358952,0.019279549948081277,0.0168154268682646,0.001971046685008602,0.025506363949572123,0.18,0.0,0.18,0.0,1363.6901404737457,105.23366891874318,,,0.019279549948081277,0.025582408544984888
2000,base3,0.3,constant,full,,exchangeable_varying_sigma,fixed,30,30,0,0.05713578445235589,0.001057984274608024,0.07136101307100579,0.001156392370885448,0.018737750644335402,0.008641725597659706,0.02239852415290627,0.009816815605810235,0.05871154307960372,0.00107474793747965,0.07344492203793722,0.0011796490439361649,0.018432790015374418,0.008944347365600082,0.021886779710266497,0.010078102261024013,0.20130847683364192,0.02108281827230566,0.23737890009942042,0.02264069546814706,0.13895735380977528,0.025109782304492272,,,0.2,0.0,0.2,0.0,6180.628490114122,1649.9536300113243,0.273579766347506,0.03151116879838914,,
2000,base3,0.3,mixed,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.05250282404146062,0.001020712686617972,0.06672767436696157,0.0012931415438925172,0.018081152049955505,0.008579374867500093,0.02176553138456171,0.009761363439285806,0.05325955073695268,0.0010205567766323502,0.06769305953365751,0.0012944169454951085,0.017862733088278227,0.00862460307879627,0.021204822059825275,0.00951570785591361,0.163534372730031,0.014275734155346706,0.20424745363195376,0.014963861181654166,0.12378905427429254,0.024525863463495553,-0.12378905427429254,0.024525863463495553,0.18,0.0,0.18,0.0,1815.1838897229095,842.2976338326887,,,0.12378905427429254,0.12619527699860153
2000,base3,0.3,sin,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.051818864486697015,0.0009576997285722694,0.06531757573093583,0.001146487719330111,0.018213744469745993,0.008245534090569913,0.021751506258839193,0.009668375983780168,0.052539155917326705,0.0009750028000911772,0.06624474349064446,0.0011701940725172926,0.017690591047100912,0.00875523064930599,0.021235715488059522,0.009644991816866122,0.13885909028476387,0.011860450827485413,0.16989662207035805,0.012968967328174565,0.12045983645550473,0.0240287284592403,-0.12045983645550473,0.0240287284592403,0.18,0.0,0.18,0.0,1835.5012668387849,729.0739931948389,,,0.12045983645550473,0.12283302483556631
2000,base3,0.3,sin2,anchor_grid,500,exchangeable_varying_sigma,fixed,30,30,0,0.04799550434176334,0.0008673347717790431,0.059881678445201744,0.000953322534684841,0.016205915714348765,0.0071972262858198905,0.019432600235318613,0.008274492590091498,0.04905989386079031,0.0008922541568260192,0.06129720917524196,0.0009708090397244207,0.015347377626594185,0.00756941520815298,0.01834477388267743,0.008510658192407103,0.12405292031682409,0.01209462610968309,0.14670167200794398,0.015107768498712617,0.13188295148435386,0.025599392710465626,-0.13188295148435386,0.025599392710465626,0.18,0.0,0.18,0.0,1357.5680502430537,125.06983772911289,,,0.13188295148435386,0.134344489278009
