n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
1000,base1,1,124,1,,1082.6184321278706,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.6,-0.15727543756213042,0.04217406868789358,0.055522068147277934,0.021531406996150748,0.028497179493543266,0.037991560735170585,0.04995018805676994,0.0257730154370355,0.03109038577703754,0.26023563544749106,0.2654879620935465,0.15727543756213042,
1000,base1,3,126,1,,1086.1255731070414,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.3,-0.07267639747012417,0.04002613322698126,0.053908541820113544,0.02230702122885611,0.023881532386927674,0.039160598996782744,0.05285333465129595,0.02070727937838851,0.02202982934165191,0.23171932928122108,0.23879833904467646,0.07267639747012417,
1000,base1,0,123,1,,1120.3051242770161,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.3,-0.14644945534855452,0.04472628543469374,0.05867258423714853,0.015705864995642443,0.020936578726922617,0.04383766824423147,0.05764358921908515,0.023125149449014393,0.025326536206347932,0.2295384282760513,0.23686236511236983,0.14644945534855452,
1000,base1,2,125,1,,1123.397704893956,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.0,-0.011110262194531336,0.04138175976018081,0.053014037260569594,0.015825232363805314,0.017503399509552944,0.04139695912091222,0.05304441003303534,0.012662333008626792,0.014051147529837984,0.19811115442843696,0.2040784280531588,0.011110262194531336,
1000,base1,0,123,1,,1133.0077601219527,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.0,-0.0059696624131291495,0.044064879262083315,0.060505234800952226,0.01801932544849738,0.019097894746947976,0.044224133501880154,0.06088784589439121,0.0158863405520778,0.017481955920412243,0.20063610310019828,0.20739674916366374,0.0059696624131291495,
1000,base1,3,126,1,,1133.350616442971,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.0,0.024079123162627006,0.042430500226137084,0.05780182893807569,0.02014158041934966,0.021641271516650285,0.042568027752632895,0.058114637579492714,0.01694422723271749,0.018965503011791646,0.23320155105710166,0.23731185176603117,0.024079123162627006,
1000,base1,2,125,1,,1142.3033144609071,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.3,-0.05857404507225239,0.04381512920939641,0.057113857595205014,0.01597701942975749,0.018609664314399206,0.042651958391605786,0.055830090159336786,0.011465776301811642,0.015994340014282262,0.20895734879091066,0.21492100329684846,0.05857404507225239,
1000,base1,1,124,1,,1144.704492651159,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.3,-0.07791387611547418,0.04218650092542795,0.055374455704898025,0.019934548506779892,0.02568114028079211,0.04138326446600289,0.054291557048506627,0.023572773966313743,0.028231161652201315,0.26113396436613484,0.2653243164088587,0.07791387611547418,
1000,base1,2,125,1,,1146.7315626828931,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.6,-0.13320699769897232,0.04386366127175585,0.057156632396137975,0.01797351380249254,0.020871563419325695,0.0390586463027913,0.051342876506538626,0.011952708847362076,0.014768908312824704,0.20666757996520954,0.21378000048200096,0.13320699769897232,
1000,base1,1,124,1,,1178.1889090728946,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,0.0,0.033621548392737385,0.0402562782469494,0.053419580671721346,0.019704665637598484,0.02279416923663376,0.04050460844151249,0.05401885609216074,0.01880656908554694,0.024389274086228666,0.25635468243634363,0.26156661815458837,0.033621548392737385,
