source_part,source_manifest,n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,rho_true,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,2,134,1,,37408.586024029995,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.022340950231048554,0.028678300247353048,0.010440751141112717,0.010626932728235684,0.022206499220419965,0.02848553060834391,0.00970892184236788,0.010014105762256826,0.06558309437816491,0.07272570357041006,0.03473460429149844,0.0836947630703357
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base3,1,133,1,,39338.057205168996,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.04897165721587581,0.060801485005087974,0.009832642106512454,0.01194145381045781,0.05100504851208454,0.06367024012266567,0.012227137120199655,0.014200530160568154,0.3736362862322394,0.4182970293302554,0.0024082180240555533,0.5269844444485575
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,0,132,1,,41866.13256338099,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.02386487027668249,0.03002032124465451,0.013979401233692304,0.014126818279276119,0.017394021033541547,0.022418688579877645,0.013345393760577431,0.014091378795560801,0.05590618564127072,0.07604919155930163,0.1121208773553739,0.20697769177957878
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base3,0,132,1,,42283.413358622,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.04907157521370962,0.06098968651127965,0.01566861888611029,0.01632975777052395,0.051006506660015986,0.0637247006362306,0.015923966010844448,0.01681312093612056,0.3642738541366171,0.4092068590239865,0.008832698152349923,0.5149663033512158
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base3,2,134,1,,42402.44033856806,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.0,0.04984142083925268,0.06132835578751513,0.01309376094530229,0.014605443941422533,0.05194093841169697,0.06412838071235138,0.012090375994179392,0.013964774149401043,0.36844284681674827,0.409927335930583,0.0009419593069666931,0.521018253905953
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,1,133,1,,42630.51130531193,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.022583945002602673,0.02902840057779163,0.014405708776529372,0.018772511660703723,0.020929465863720458,0.02678608327865254,0.01383071478460901,0.0178061364261312,0.08224240514208578,0.0929178137102364,0.0768373955013536,0.1509098527246115
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,2,134,1,,44280.644191814004,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.6,0.022298731366040707,0.028638083150399028,0.011188067210077812,0.011407827123423999,0.02060767815618444,0.02649539628826022,0.010110944109243486,0.010446982581020588,0.06398944408749009,0.07076807301686107,0.07018664890820092,0.13824737664394762
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,2,134,1,,45311.48814017605,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.022322385142883996,0.028653524506339664,0.011801445711346337,0.01212881249490667,0.016907838926408618,0.022156466096765658,0.010252736054112935,0.010553311369269121,0.06199528519649437,0.06868966541841097,0.10549695083490407,0.19766219153882783
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base2,1,133,1,,45876.952636466944,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.9,0.022608406862107057,0.029124502226694417,0.016341710637593473,0.021376360779367647,0.017362682781797836,0.022441856469010413,0.0157954644441973,0.02039670653543233,0.08518861298912324,0.09563502430645679,0.11539272575185922,0.218045274515994
4,/home/svu/e0829076/2026-tensor/hpc/manifests/case2_backfill_20260529/part4_missing.csv,5000,base3,0,132,1,,46403.48216125707,exchangeable_varying_sigma,0.2,fixed,0.2,0.2,fixed,0.2,1.0,0.3,0.04896186782047241,0.06044725243744162,0.009518135897402233,0.011515326076628623,0.05068262835944387,0.06313076497261326,0.009575395622901134,0.011088446331867521,0.37156756035192195,0.4198309477095372,0.10259248348541278,0.525741082784215
