image_type,variable,variable_type,beta_hat_std,bootstrap_mean_std,bootstrap_bias_std,bootstrap_se_std,ci_lower_std,ci_upper_std,beta_hat_iop,bootstrap_mean_iop,bootstrap_bias_iop,bootstrap_se_iop,ci_lower_iop,ci_upper_iop,ci_excludes_zero,significance_scope,confidence_level,ci_method,n_success
roi,is_female,sex,0.012724397849535229,0.03532511921707056,0.02260072136753533,0.15947801684883112,-0.2515894565260233,0.3613231074722826,0.053174388167111376,0.14762125669990786,0.09444686853279648,0.6664477228956355,-1.0513751281799166,1.509944548863649,False,nominal_95pct_percentile_ci,0.95,percentile,500
roi,vf_pc_01,vf_pc,0.035091817968623776,0.035222031048525074,0.00013021307990129793,0.014027783822495548,0.009130193638167639,0.06345366622949175,0.14664630674223783,0.14719045829557514,0.0005441515533373244,0.058621148986547064,0.038154454638853495,0.26516853045714567,True,nominal_95pct_percentile_ci,0.95,percentile,500
