n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,a_eval_mode,a_eval_selected_points,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base4,0,123,1,,1657.5077470180113,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.9,-0.19006328193763544,0.03403462903701711,0.04671807823283809,0.028894000312901402,0.04089758683866275,0.020248258223861792,0.028951957533442384,0.030004691584963328,0.039739766053407295,0.2146510295313067,0.24337952660770748,0.19006328193763544,
2000,base1,0,123,1,,1689.413991264999,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.3,-0.035562177771039705,0.030446571391130196,0.039316564460448865,0.024585449981808213,0.03188386592688724,0.029512382174410875,0.0382460115165182,0.020024756714499076,0.025792827852949386,0.1210706937395442,0.12661153935913205,0.035562177771039705,
2000,base4,0,123,1,,1692.3656707459595,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.3,-0.04008581064185013,0.03278250339005278,0.04499052273029855,0.025365487495094513,0.03314652973101842,0.03139392169472766,0.04322070294250459,0.025619173161626096,0.032639433430130406,0.22288464978115735,0.25041651808520865,0.04008581064185013,
2000,base1,0,123,1,,1719.3709570609499,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.6,-0.11481184112981951,0.03082129434294975,0.039761581608521265,0.02663162133092377,0.03540402878593835,0.02709402854437392,0.03508835736422261,0.02240593532520127,0.02892643076918206,0.11653924943248296,0.12134723915487235,0.11481184112981951,
2000,base4,0,123,1,,1777.452757401974,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.0,-0.027421315492980523,0.03339955182728322,0.04533045761248192,0.023974952094683616,0.02417973914078613,0.03347287260979753,0.045456491798913604,0.024734309110994057,0.02500316126724479,0.24173138688760293,0.27188305480179603,0.027421315492980523,
2000,base4,0,123,1,,1779.0066171090584,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.6,-0.11399934136991152,0.03330636328763823,0.04574177034041601,0.027373731934888665,0.0370710971017024,0.028080751952748107,0.0390014526123879,0.028389709064649757,0.036387169848533824,0.21710935985946284,0.24521537075495,0.11399934136991152,
2000,base1,0,123,1,,1847.2500892060343,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.0,-0.029853839356485574,0.0317481376729898,0.040567023339268586,0.020024891545934786,0.02120521422819558,0.031851603567,0.040742902201894554,0.019386541693671294,0.019514570933712047,0.13169853556824762,0.1364989565133267,0.029853839356485574,
2000,base1,0,123,1,,1853.894667946035,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.9,-0.19710445423568956,0.03125577263502608,0.040378268685850205,0.028232657651440438,0.038718598374227725,0.021846579666614987,0.028060288786652985,0.02405739541423596,0.03190998751922932,0.11440741075438583,0.11842650729639333,0.19710445423568956,
2000,base5,0,123,1,,1660.6079536819598,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.0,-0.01668114211539328,0.06660597230945184,0.08967294099705754,0.01758042449388486,0.0202176586570548,0.07016652969668427,0.09574706522855733,0.017783424927793556,0.021665010276773127,0.49423731542981253,0.6486929087980567,0.01668114211539328,
2000,base5,0,123,1,,1625.6374422600493,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.6,-0.32306925218841337,0.06604057322791944,0.08944294807209051,0.031184327312378163,0.038149731726408495,0.06763927771055409,0.09322892574276657,0.024303314356740935,0.030810874535277602,0.520916450810723,0.6868942761293517,0.32306925218841337,
