part,bundle_block,n_subject,coef_type,sigma2_function,rho_true,rep,seed
1,a1a4_varying_var,5000,base2,sin2,0.9,3,126
1,a5a6_allsigma,2000,base5,constant,0.0,3,126
1,a5a6_allsigma,2000,base5,constant,0.3,3,126
1,a5a6_allsigma,2000,base5,constant,0.6,3,126
1,a5a6_allsigma,2000,base5,constant,0.9,3,126
1,a5a6_allsigma,5000,base5,constant,0.0,3,126
1,a5a6_allsigma,5000,base5,constant,0.3,3,126
1,a5a6_allsigma,5000,base5,constant,0.6,3,126
1,a5a6_allsigma,5000,base5,constant,0.9,3,126
1,a1a4_varying_var,2000,base1,sin,0.0,4,127
1,a1a4_varying_var,2000,base1,sin,0.3,4,127
1,a1a4_varying_var,2000,base1,sin,0.6,4,127
1,a1a4_varying_var,2000,base1,sin,0.9,4,127
1,a1a4_varying_var,5000,base1,sin,0.0,4,127
1,a1a4_varying_var,5000,base1,sin,0.3,4,127
1,a1a4_varying_var,5000,base1,sin,0.6,4,127
1,a1a4_varying_var,5000,base1,sin,0.9,4,127
1,a1a4_varying_var,2000,base3,mixed,0.0,4,127
1,a1a4_varying_var,2000,base3,mixed,0.3,4,127
1,a1a4_varying_var,2000,base3,mixed,0.6,4,127
1,a1a4_varying_var,2000,base3,mixed,0.9,4,127
1,a1a4_varying_var,5000,base3,mixed,0.0,4,127
1,a1a4_varying_var,5000,base3,mixed,0.3,4,127
1,a1a4_varying_var,5000,base3,mixed,0.6,4,127
1,a1a4_varying_var,5000,base3,mixed,0.9,4,127
1,a5a6_allsigma,2000,base5,constant,0.0,4,127
1,a5a6_allsigma,2000,base5,constant,0.3,4,127
1,a5a6_allsigma,2000,base5,constant,0.6,4,127
1,a5a6_allsigma,2000,base5,constant,0.9,4,127
1,a5a6_allsigma,5000,base5,constant,0.0,4,127
1,a5a6_allsigma,5000,base5,constant,0.3,4,127
1,a5a6_allsigma,5000,base5,constant,0.6,4,127
1,a5a6_allsigma,5000,base5,constant,0.9,4,127
1,a1a4_varying_var,2000,base2,sin2,0.0,5,128
1,a1a4_varying_var,2000,base2,sin2,0.3,5,128
1,a1a4_varying_var,2000,base2,sin2,0.6,5,128
1,a1a4_varying_var,2000,base2,sin2,0.9,5,128
1,a1a4_varying_var,5000,base2,sin2,0.0,5,128
1,a1a4_varying_var,5000,base2,sin2,0.3,5,128
1,a1a4_varying_var,5000,base2,sin2,0.6,5,128
1,a1a4_varying_var,5000,base2,sin2,0.9,5,128
1,a5a6_allsigma,2000,base5,constant,0.0,5,128
1,a5a6_allsigma,2000,base5,constant,0.3,5,128
1,a5a6_allsigma,2000,base5,constant,0.6,5,128
1,a5a6_allsigma,2000,base5,constant,0.9,5,128
1,a5a6_allsigma,5000,base5,constant,0.0,5,128
1,a5a6_allsigma,5000,base5,constant,0.3,5,128
1,a5a6_allsigma,5000,base5,constant,0.6,5,128
1,a5a6_allsigma,5000,base5,constant,0.9,5,128
1,a1a4_varying_var,2000,base1,sin,0.0,6,129
1,a1a4_varying_var,2000,base1,sin,0.3,6,129
1,a1a4_varying_var,2000,base1,sin,0.6,6,129
1,a1a4_varying_var,2000,base1,sin,0.9,6,129
1,a1a4_varying_var,5000,base1,sin,0.0,6,129
1,a1a4_varying_var,5000,base1,sin,0.3,6,129
1,a1a4_varying_var,5000,base1,sin,0.6,6,129
1,a1a4_varying_var,5000,base1,sin,0.9,6,129
1,a1a4_varying_var,2000,base3,mixed,0.0,6,129
1,a1a4_varying_var,2000,base3,mixed,0.3,6,129
1,a1a4_varying_var,2000,base3,mixed,0.6,6,129
1,a1a4_varying_var,2000,base3,mixed,0.9,6,129
1,a1a4_varying_var,5000,base3,mixed,0.0,6,129
1,a1a4_varying_var,5000,base3,mixed,0.3,6,129
1,a1a4_varying_var,5000,base3,mixed,0.6,6,129
1,a1a4_varying_var,5000,base3,mixed,0.9,6,129
1,a5a6_allsigma,2000,base5,constant,0.0,6,129
1,a5a6_allsigma,2000,base5,constant,0.3,6,129
1,a5a6_allsigma,2000,base5,constant,0.6,6,129
1,a5a6_allsigma,2000,base5,constant,0.9,6,129
1,a5a6_allsigma,5000,base5,constant,0.0,6,129
1,a5a6_allsigma,5000,base5,constant,0.3,6,129
1,a5a6_allsigma,5000,base5,constant,0.6,6,129
1,a5a6_allsigma,5000,base5,constant,0.9,6,129
1,a1a4_varying_var,2000,base2,sin2,0.0,7,130
1,a1a4_varying_var,2000,base2,sin2,0.3,7,130
1,a1a4_varying_var,2000,base2,sin2,0.6,7,130
1,a1a4_varying_var,2000,base2,sin2,0.9,7,130
1,a1a4_varying_var,5000,base2,sin2,0.0,7,130
1,a1a4_varying_var,5000,base2,sin2,0.3,7,130
1,a1a4_varying_var,5000,base2,sin2,0.6,7,130
1,a1a4_varying_var,5000,base2,sin2,0.9,7,130
1,a5a6_allsigma,2000,base5,constant,0.0,7,130
1,a5a6_allsigma,2000,base5,constant,0.3,7,130
1,a5a6_allsigma,2000,base5,constant,0.6,7,130
1,a5a6_allsigma,2000,base5,constant,0.9,7,130
1,a5a6_allsigma,5000,base5,constant,0.0,7,130
1,a5a6_allsigma,5000,base5,constant,0.3,7,130
1,a5a6_allsigma,5000,base5,constant,0.6,7,130
1,a5a6_allsigma,5000,base5,constant,0.9,7,130
1,a1a4_varying_var,2000,base1,sin,0.0,8,131
1,a1a4_varying_var,2000,base1,sin,0.3,8,131
1,a1a4_varying_var,2000,base1,sin,0.6,8,131
1,a1a4_varying_var,2000,base1,sin,0.9,8,131
1,a1a4_varying_var,5000,base1,sin,0.0,8,131
1,a1a4_varying_var,5000,base1,sin,0.3,8,131
1,a1a4_varying_var,5000,base1,sin,0.6,8,131
1,a1a4_varying_var,5000,base1,sin,0.9,8,131
1,a1a4_varying_var,2000,base3,mixed,0.0,8,131
1,a1a4_varying_var,2000,base3,mixed,0.3,8,131
1,a1a4_varying_var,2000,base3,mixed,0.6,8,131
1,a1a4_varying_var,2000,base3,mixed,0.9,8,131
1,a1a4_varying_var,5000,base3,mixed,0.0,8,131
1,a1a4_varying_var,5000,base3,mixed,0.3,8,131
1,a1a4_varying_var,5000,base3,mixed,0.6,8,131
1,a1a4_varying_var,5000,base3,mixed,0.9,8,131
1,a5a6_allsigma,2000,base5,constant,0.0,8,131
1,a5a6_allsigma,2000,base5,constant,0.3,8,131
1,a5a6_allsigma,2000,base5,constant,0.6,8,131
1,a5a6_allsigma,2000,base5,constant,0.9,8,131
1,a5a6_allsigma,5000,base5,constant,0.0,8,131
1,a5a6_allsigma,5000,base5,constant,0.3,8,131
1,a5a6_allsigma,5000,base5,constant,0.6,8,131
1,a5a6_allsigma,5000,base5,constant,0.9,8,131
1,a1a4_varying_var,2000,base2,sin2,0.0,9,132
1,a1a4_varying_var,2000,base2,sin2,0.3,9,132
1,a1a4_varying_var,2000,base2,sin2,0.6,9,132
1,a1a4_varying_var,2000,base2,sin2,0.9,9,132
1,a1a4_varying_var,5000,base2,sin2,0.0,9,132
1,a1a4_varying_var,5000,base2,sin2,0.3,9,132
1,a1a4_varying_var,5000,base2,sin2,0.6,9,132
1,a1a4_varying_var,5000,base2,sin2,0.9,9,132
1,a5a6_allsigma,2000,base5,constant,0.0,9,132
1,a5a6_allsigma,2000,base5,constant,0.3,9,132
1,a5a6_allsigma,2000,base5,constant,0.6,9,132
1,a5a6_allsigma,2000,base5,constant,0.9,9,132
1,a5a6_allsigma,5000,base5,constant,0.0,9,132
1,a5a6_allsigma,5000,base5,constant,0.3,9,132
1,a5a6_allsigma,5000,base5,constant,0.6,9,132
1,a5a6_allsigma,5000,base5,constant,0.9,9,132
1,a1a4_varying_var,2000,base1,sin,0.0,10,133
1,a1a4_varying_var,2000,base1,sin,0.3,10,133
1,a1a4_varying_var,2000,base1,sin,0.6,10,133
1,a1a4_varying_var,2000,base1,sin,0.9,10,133
1,a1a4_varying_var,5000,base1,sin,0.0,10,133
1,a1a4_varying_var,5000,base1,sin,0.3,10,133
1,a1a4_varying_var,5000,base1,sin,0.6,10,133
1,a1a4_varying_var,5000,base1,sin,0.9,10,133
1,a1a4_varying_var,2000,base3,mixed,0.0,10,133
1,a1a4_varying_var,2000,base3,mixed,0.3,10,133
1,a1a4_varying_var,2000,base3,mixed,0.6,10,133
1,a1a4_varying_var,2000,base3,mixed,0.9,10,133
1,a1a4_varying_var,5000,base3,mixed,0.0,10,133
1,a1a4_varying_var,5000,base3,mixed,0.3,10,133
1,a1a4_varying_var,5000,base3,mixed,0.6,10,133
1,a1a4_varying_var,5000,base3,mixed,0.9,10,133
1,a5a6_allsigma,2000,base5,constant,0.0,10,133
1,a5a6_allsigma,2000,base5,constant,0.3,10,133
1,a5a6_allsigma,2000,base5,constant,0.6,10,133
1,a5a6_allsigma,2000,base5,constant,0.9,10,133
1,a5a6_allsigma,5000,base5,constant,0.0,10,133
1,a5a6_allsigma,5000,base5,constant,0.3,10,133
1,a5a6_allsigma,5000,base5,constant,0.6,10,133
1,a5a6_allsigma,5000,base5,constant,0.9,10,133
1,a1a4_varying_var,2000,base2,sin2,0.0,11,134
1,a1a4_varying_var,2000,base2,sin2,0.3,11,134
1,a1a4_varying_var,2000,base2,sin2,0.6,11,134
1,a1a4_varying_var,2000,base2,sin2,0.9,11,134
1,a1a4_varying_var,5000,base2,sin2,0.0,11,134
1,a1a4_varying_var,5000,base2,sin2,0.3,11,134
1,a1a4_varying_var,5000,base2,sin2,0.6,11,134
1,a1a4_varying_var,5000,base2,sin2,0.9,11,134
1,a5a6_allsigma,2000,base5,constant,0.0,11,134
1,a5a6_allsigma,2000,base5,constant,0.3,11,134
1,a5a6_allsigma,2000,base5,constant,0.6,11,134
1,a5a6_allsigma,2000,base5,constant,0.9,11,134
1,a5a6_allsigma,5000,base5,constant,0.0,11,134
1,a5a6_allsigma,5000,base5,constant,0.3,11,134
1,a5a6_allsigma,5000,base5,constant,0.6,11,134
1,a5a6_allsigma,5000,base5,constant,0.9,11,134
1,a1a4_varying_var,2000,base1,sin,0.0,12,135
1,a1a4_varying_var,2000,base1,sin,0.3,12,135
1,a1a4_varying_var,2000,base1,sin,0.6,12,135
1,a1a4_varying_var,2000,base1,sin,0.9,12,135
1,a1a4_varying_var,5000,base1,sin,0.0,12,135
1,a1a4_varying_var,5000,base1,sin,0.3,12,135
1,a1a4_varying_var,5000,base1,sin,0.6,12,135
1,a1a4_varying_var,5000,base1,sin,0.9,12,135
1,a1a4_varying_var,2000,base3,mixed,0.0,12,135
1,a1a4_varying_var,2000,base3,mixed,0.3,12,135
1,a1a4_varying_var,2000,base3,mixed,0.6,12,135
1,a1a4_varying_var,2000,base3,mixed,0.9,12,135
1,a1a4_varying_var,5000,base3,mixed,0.0,12,135
1,a1a4_varying_var,5000,base3,mixed,0.3,12,135
1,a1a4_varying_var,5000,base3,mixed,0.6,12,135
1,a1a4_varying_var,5000,base3,mixed,0.9,12,135
1,a5a6_allsigma,2000,base5,constant,0.0,12,135
1,a5a6_allsigma,2000,base5,constant,0.3,12,135
1,a5a6_allsigma,2000,base5,constant,0.6,12,135
1,a5a6_allsigma,2000,base5,constant,0.9,12,135
1,a5a6_allsigma,5000,base5,constant,0.0,12,135
1,a5a6_allsigma,5000,base5,constant,0.3,12,135
1,a5a6_allsigma,5000,base5,constant,0.6,12,135
1,a5a6_allsigma,5000,base5,constant,0.9,12,135
1,a1a4_varying_var,2000,base2,sin2,0.0,13,136
1,a1a4_varying_var,2000,base2,sin2,0.3,13,136
1,a1a4_varying_var,2000,base2,sin2,0.6,13,136
1,a1a4_varying_var,2000,base2,sin2,0.9,13,136
1,a1a4_varying_var,5000,base2,sin2,0.0,13,136
1,a1a4_varying_var,5000,base2,sin2,0.3,13,136
1,a1a4_varying_var,5000,base2,sin2,0.6,13,136
1,a1a4_varying_var,5000,base2,sin2,0.9,13,136
1,a5a6_allsigma,2000,base5,constant,0.0,13,136
1,a5a6_allsigma,2000,base5,constant,0.3,13,136
1,a5a6_allsigma,2000,base5,constant,0.6,13,136
1,a5a6_allsigma,2000,base5,constant,0.9,13,136
1,a5a6_allsigma,5000,base5,constant,0.0,13,136
1,a5a6_allsigma,5000,base5,constant,0.3,13,136
1,a5a6_allsigma,5000,base5,constant,0.6,13,136
1,a5a6_allsigma,5000,base5,constant,0.9,13,136
1,a1a4_varying_var,2000,base1,sin,0.0,14,137
1,a1a4_varying_var,2000,base1,sin,0.3,14,137
1,a1a4_varying_var,2000,base1,sin,0.6,14,137
1,a1a4_varying_var,2000,base1,sin,0.9,14,137
1,a1a4_varying_var,5000,base1,sin,0.0,14,137
1,a1a4_varying_var,5000,base1,sin,0.3,14,137
1,a1a4_varying_var,5000,base1,sin,0.6,14,137
1,a1a4_varying_var,5000,base1,sin,0.9,14,137
1,a1a4_varying_var,2000,base3,mixed,0.0,14,137
1,a1a4_varying_var,2000,base3,mixed,0.3,14,137
1,a1a4_varying_var,2000,base3,mixed,0.6,14,137
1,a1a4_varying_var,2000,base3,mixed,0.9,14,137
1,a1a4_varying_var,5000,base3,mixed,0.0,14,137
1,a1a4_varying_var,5000,base3,mixed,0.3,14,137
1,a1a4_varying_var,5000,base3,mixed,0.6,14,137
1,a1a4_varying_var,5000,base3,mixed,0.9,14,137
1,a5a6_allsigma,2000,base5,constant,0.0,14,137
1,a5a6_allsigma,2000,base5,constant,0.3,14,137
1,a5a6_allsigma,2000,base5,constant,0.6,14,137
1,a5a6_allsigma,2000,base5,constant,0.9,14,137
1,a5a6_allsigma,5000,base5,constant,0.0,14,137
1,a5a6_allsigma,5000,base5,constant,0.3,14,137
1,a5a6_allsigma,5000,base5,constant,0.6,14,137
1,a5a6_allsigma,5000,base5,constant,0.9,14,137
1,a1a4_varying_var,2000,base2,sin2,0.0,15,138
1,a1a4_varying_var,2000,base2,sin2,0.3,15,138
1,a1a4_varying_var,2000,base2,sin2,0.6,15,138
1,a1a4_varying_var,2000,base2,sin2,0.9,15,138
1,a1a4_varying_var,5000,base2,sin2,0.0,15,138
1,a1a4_varying_var,5000,base2,sin2,0.3,15,138
1,a1a4_varying_var,5000,base2,sin2,0.6,15,138
1,a1a4_varying_var,5000,base2,sin2,0.9,15,138
1,a5a6_allsigma,2000,base5,constant,0.0,15,138
1,a5a6_allsigma,2000,base5,constant,0.3,15,138
1,a5a6_allsigma,2000,base5,constant,0.6,15,138
1,a5a6_allsigma,2000,base5,constant,0.9,15,138
1,a5a6_allsigma,5000,base5,constant,0.0,15,138
1,a5a6_allsigma,5000,base5,constant,0.3,15,138
1,a5a6_allsigma,5000,base5,constant,0.6,15,138
1,a5a6_allsigma,5000,base5,constant,0.9,15,138
1,a1a4_varying_var,2000,base1,sin,0.0,16,139
1,a1a4_varying_var,2000,base1,sin,0.3,16,139
1,a1a4_varying_var,2000,base1,sin,0.6,16,139
1,a1a4_varying_var,2000,base1,sin,0.9,16,139
1,a1a4_varying_var,5000,base1,sin,0.0,16,139
1,a1a4_varying_var,5000,base1,sin,0.3,16,139
1,a1a4_varying_var,5000,base1,sin,0.6,16,139
1,a1a4_varying_var,5000,base1,sin,0.9,16,139
1,a1a4_varying_var,2000,base3,mixed,0.0,16,139
1,a1a4_varying_var,2000,base3,mixed,0.3,16,139
1,a1a4_varying_var,2000,base3,mixed,0.6,16,139
1,a1a4_varying_var,2000,base3,mixed,0.9,16,139
1,a1a4_varying_var,5000,base3,mixed,0.0,16,139
1,a1a4_varying_var,5000,base3,mixed,0.3,16,139
1,a1a4_varying_var,5000,base3,mixed,0.6,16,139
1,a1a4_varying_var,5000,base3,mixed,0.9,16,139
1,a5a6_allsigma,2000,base5,constant,0.0,16,139
1,a5a6_allsigma,2000,base5,constant,0.3,16,139
1,a5a6_allsigma,2000,base5,constant,0.6,16,139
1,a5a6_allsigma,2000,base5,constant,0.9,16,139
1,a5a6_allsigma,5000,base5,constant,0.0,16,139
1,a5a6_allsigma,5000,base5,constant,0.3,16,139
1,a5a6_allsigma,5000,base5,constant,0.6,16,139
1,a5a6_allsigma,5000,base5,constant,0.9,16,139
1,a1a4_varying_var,2000,base2,sin2,0.0,17,140
1,a1a4_varying_var,2000,base2,sin2,0.3,17,140
1,a1a4_varying_var,2000,base2,sin2,0.6,17,140
1,a1a4_varying_var,2000,base2,sin2,0.9,17,140
1,a1a4_varying_var,5000,base2,sin2,0.0,17,140
1,a1a4_varying_var,5000,base2,sin2,0.3,17,140
1,a1a4_varying_var,5000,base2,sin2,0.6,17,140
1,a1a4_varying_var,5000,base2,sin2,0.9,17,140
1,a5a6_allsigma,2000,base5,constant,0.0,17,140
1,a5a6_allsigma,2000,base5,constant,0.3,17,140
1,a5a6_allsigma,2000,base5,constant,0.6,17,140
1,a5a6_allsigma,2000,base5,constant,0.9,17,140
1,a5a6_allsigma,5000,base5,constant,0.0,17,140
1,a5a6_allsigma,5000,base5,constant,0.3,17,140
1,a5a6_allsigma,5000,base5,constant,0.6,17,140
1,a5a6_allsigma,5000,base5,constant,0.9,17,140
1,a1a4_varying_var,2000,base1,sin,0.0,18,141
1,a1a4_varying_var,2000,base1,sin,0.3,18,141
1,a1a4_varying_var,2000,base1,sin,0.6,18,141
1,a1a4_varying_var,2000,base1,sin,0.9,18,141
1,a1a4_varying_var,5000,base1,sin,0.0,18,141
1,a1a4_varying_var,5000,base1,sin,0.3,18,141
1,a1a4_varying_var,5000,base1,sin,0.6,18,141
1,a1a4_varying_var,5000,base1,sin,0.9,18,141
1,a1a4_varying_var,2000,base3,mixed,0.0,18,141
1,a1a4_varying_var,2000,base3,mixed,0.3,18,141
1,a1a4_varying_var,2000,base3,mixed,0.6,18,141
1,a1a4_varying_var,2000,base3,mixed,0.9,18,141
1,a1a4_varying_var,5000,base3,mixed,0.0,18,141
1,a1a4_varying_var,5000,base3,mixed,0.3,18,141
1,a1a4_varying_var,5000,base3,mixed,0.6,18,141
1,a1a4_varying_var,5000,base3,mixed,0.9,18,141
1,a5a6_allsigma,2000,base5,constant,0.0,18,141
1,a5a6_allsigma,2000,base5,constant,0.3,18,141
1,a5a6_allsigma,2000,base5,constant,0.6,18,141
1,a5a6_allsigma,2000,base5,constant,0.9,18,141
1,a5a6_allsigma,5000,base5,constant,0.0,18,141
1,a5a6_allsigma,5000,base5,constant,0.3,18,141
1,a5a6_allsigma,5000,base5,constant,0.6,18,141
1,a5a6_allsigma,5000,base5,constant,0.9,18,141
1,a1a4_varying_var,2000,base2,sin2,0.0,19,142
1,a1a4_varying_var,2000,base2,sin2,0.3,19,142
1,a1a4_varying_var,2000,base2,sin2,0.6,19,142
1,a1a4_varying_var,2000,base2,sin2,0.9,19,142
1,a1a4_varying_var,5000,base2,sin2,0.0,19,142
1,a1a4_varying_var,5000,base2,sin2,0.3,19,142
1,a1a4_varying_var,5000,base2,sin2,0.6,19,142
1,a1a4_varying_var,5000,base2,sin2,0.9,19,142
1,a5a6_allsigma,2000,base5,constant,0.0,19,142
1,a5a6_allsigma,2000,base5,constant,0.3,19,142
1,a5a6_allsigma,2000,base5,constant,0.6,19,142
1,a5a6_allsigma,2000,base5,constant,0.9,19,142
1,a5a6_allsigma,5000,base5,constant,0.0,19,142
1,a5a6_allsigma,5000,base5,constant,0.3,19,142
1,a5a6_allsigma,5000,base5,constant,0.6,19,142
1,a5a6_allsigma,5000,base5,constant,0.9,19,142
1,a1a4_varying_var,2000,base1,sin,0.0,20,143
1,a1a4_varying_var,2000,base1,sin,0.3,20,143
1,a1a4_varying_var,2000,base1,sin,0.6,20,143
1,a1a4_varying_var,2000,base1,sin,0.9,20,143
1,a1a4_varying_var,5000,base1,sin,0.0,20,143
1,a1a4_varying_var,5000,base1,sin,0.3,20,143
1,a1a4_varying_var,5000,base1,sin,0.6,20,143
1,a1a4_varying_var,5000,base1,sin,0.9,20,143
1,a1a4_varying_var,2000,base3,mixed,0.0,20,143
1,a1a4_varying_var,2000,base3,mixed,0.3,20,143
1,a1a4_varying_var,2000,base3,mixed,0.6,20,143
1,a1a4_varying_var,2000,base3,mixed,0.9,20,143
1,a1a4_varying_var,5000,base3,mixed,0.0,20,143
1,a1a4_varying_var,5000,base3,mixed,0.3,20,143
1,a1a4_varying_var,5000,base3,mixed,0.6,20,143
1,a1a4_varying_var,5000,base3,mixed,0.9,20,143
1,a5a6_allsigma,2000,base5,constant,0.0,20,143
1,a5a6_allsigma,2000,base5,constant,0.3,20,143
1,a5a6_allsigma,2000,base5,constant,0.6,20,143
1,a5a6_allsigma,2000,base5,constant,0.9,20,143
1,a5a6_allsigma,5000,base5,constant,0.0,20,143
1,a5a6_allsigma,5000,base5,constant,0.3,20,143
1,a5a6_allsigma,5000,base5,constant,0.6,20,143
1,a5a6_allsigma,5000,base5,constant,0.9,20,143
1,a1a4_varying_var,2000,base2,sin2,0.0,21,144
1,a1a4_varying_var,2000,base2,sin2,0.3,21,144
1,a1a4_varying_var,2000,base2,sin2,0.6,21,144
1,a1a4_varying_var,2000,base2,sin2,0.9,21,144
1,a1a4_varying_var,5000,base2,sin2,0.0,21,144
1,a1a4_varying_var,5000,base2,sin2,0.3,21,144
1,a1a4_varying_var,5000,base2,sin2,0.6,21,144
1,a1a4_varying_var,5000,base2,sin2,0.9,21,144
1,a5a6_allsigma,2000,base5,constant,0.0,21,144
1,a5a6_allsigma,2000,base5,constant,0.3,21,144
1,a5a6_allsigma,2000,base5,constant,0.6,21,144
1,a5a6_allsigma,2000,base5,constant,0.9,21,144
1,a5a6_allsigma,5000,base5,constant,0.0,21,144
1,a5a6_allsigma,5000,base5,constant,0.3,21,144
1,a5a6_allsigma,5000,base5,constant,0.6,21,144
1,a5a6_allsigma,5000,base5,constant,0.9,21,144
1,a1a4_varying_var,2000,base1,sin,0.0,22,145
1,a1a4_varying_var,2000,base1,sin,0.3,22,145
1,a1a4_varying_var,2000,base1,sin,0.6,22,145
1,a1a4_varying_var,2000,base1,sin,0.9,22,145
1,a1a4_varying_var,5000,base1,sin,0.0,22,145
1,a1a4_varying_var,5000,base1,sin,0.3,22,145
1,a1a4_varying_var,5000,base1,sin,0.6,22,145
1,a1a4_varying_var,5000,base1,sin,0.9,22,145
1,a1a4_varying_var,2000,base3,mixed,0.0,22,145
1,a1a4_varying_var,2000,base3,mixed,0.3,22,145
1,a1a4_varying_var,2000,base3,mixed,0.6,22,145
1,a1a4_varying_var,2000,base3,mixed,0.9,22,145
1,a1a4_varying_var,5000,base3,mixed,0.0,22,145
1,a1a4_varying_var,5000,base3,mixed,0.3,22,145
1,a1a4_varying_var,5000,base3,mixed,0.6,22,145
1,a1a4_varying_var,5000,base3,mixed,0.9,22,145
1,a5a6_allsigma,2000,base5,constant,0.0,22,145
1,a5a6_allsigma,2000,base5,constant,0.3,22,145
1,a5a6_allsigma,2000,base5,constant,0.6,22,145
1,a5a6_allsigma,2000,base5,constant,0.9,22,145
1,a5a6_allsigma,5000,base5,constant,0.0,22,145
1,a5a6_allsigma,5000,base5,constant,0.3,22,145
1,a5a6_allsigma,5000,base5,constant,0.6,22,145
1,a5a6_allsigma,5000,base5,constant,0.9,22,145
1,a1a4_varying_var,2000,base2,sin2,0.0,23,146
1,a1a4_varying_var,2000,base2,sin2,0.3,23,146
1,a1a4_varying_var,2000,base2,sin2,0.6,23,146
1,a1a4_varying_var,2000,base2,sin2,0.9,23,146
1,a1a4_varying_var,5000,base2,sin2,0.0,23,146
1,a1a4_varying_var,5000,base2,sin2,0.3,23,146
1,a1a4_varying_var,5000,base2,sin2,0.6,23,146
1,a1a4_varying_var,5000,base2,sin2,0.9,23,146
1,a5a6_allsigma,2000,base5,constant,0.0,23,146
