part,bundle_block,n_subject,coef_type,sigma2_function,rho_true,rep,seed
8,a1a4_varying_var,2000,base3,sin2,0.0,0,123
8,a1a4_varying_var,2000,base3,sin2,0.3,0,123
8,a1a4_varying_var,2000,base3,sin2,0.6,0,123
8,a1a4_varying_var,2000,base3,sin2,0.9,0,123
8,a1a4_varying_var,5000,base3,sin2,0.0,0,123
8,a1a4_varying_var,5000,base3,sin2,0.3,0,123
8,a1a4_varying_var,5000,base3,sin2,0.6,0,123
8,a1a4_varying_var,5000,base3,sin2,0.9,0,123
8,a5a6_allsigma,2000,base6,mixed,0.0,0,123
8,a5a6_allsigma,2000,base6,mixed,0.3,0,123
8,a5a6_allsigma,2000,base6,mixed,0.6,0,123
8,a5a6_allsigma,2000,base6,mixed,0.9,0,123
8,a5a6_allsigma,5000,base6,mixed,0.0,0,123
8,a5a6_allsigma,5000,base6,mixed,0.3,0,123
8,a5a6_allsigma,5000,base6,mixed,0.6,0,123
8,a5a6_allsigma,5000,base6,mixed,0.9,0,123
8,a1a4_varying_var,2000,base2,sin,0.0,1,124
8,a1a4_varying_var,2000,base2,sin,0.3,1,124
8,a1a4_varying_var,2000,base2,sin,0.6,1,124
8,a1a4_varying_var,2000,base2,sin,0.9,1,124
8,a1a4_varying_var,5000,base2,sin,0.0,1,124
8,a1a4_varying_var,5000,base2,sin,0.3,1,124
8,a1a4_varying_var,5000,base2,sin,0.6,1,124
8,a1a4_varying_var,5000,base2,sin,0.9,1,124
8,a1a4_varying_var,2000,base4,mixed,0.0,1,124
8,a1a4_varying_var,2000,base4,mixed,0.3,1,124
8,a1a4_varying_var,2000,base4,mixed,0.6,1,124
8,a1a4_varying_var,2000,base4,mixed,0.9,1,124
8,a1a4_varying_var,5000,base4,mixed,0.0,1,124
8,a1a4_varying_var,5000,base4,mixed,0.3,1,124
8,a1a4_varying_var,5000,base4,mixed,0.6,1,124
8,a1a4_varying_var,5000,base4,mixed,0.9,1,124
8,a5a6_allsigma,2000,base6,mixed,0.0,1,124
8,a5a6_allsigma,2000,base6,mixed,0.3,1,124
8,a5a6_allsigma,2000,base6,mixed,0.6,1,124
8,a5a6_allsigma,2000,base6,mixed,0.9,1,124
8,a5a6_allsigma,5000,base6,mixed,0.0,1,124
8,a5a6_allsigma,5000,base6,mixed,0.3,1,124
8,a5a6_allsigma,5000,base6,mixed,0.6,1,124
8,a5a6_allsigma,5000,base6,mixed,0.9,1,124
8,a1a4_varying_var,2000,base3,sin2,0.0,2,125
8,a1a4_varying_var,2000,base3,sin2,0.3,2,125
8,a1a4_varying_var,2000,base3,sin2,0.6,2,125
8,a1a4_varying_var,2000,base3,sin2,0.9,2,125
8,a1a4_varying_var,5000,base3,sin2,0.0,2,125
8,a1a4_varying_var,5000,base3,sin2,0.3,2,125
8,a1a4_varying_var,5000,base3,sin2,0.6,2,125
8,a1a4_varying_var,5000,base3,sin2,0.9,2,125
8,a5a6_allsigma,2000,base6,mixed,0.0,2,125
8,a5a6_allsigma,2000,base6,mixed,0.3,2,125
8,a5a6_allsigma,2000,base6,mixed,0.6,2,125
8,a5a6_allsigma,2000,base6,mixed,0.9,2,125
8,a5a6_allsigma,5000,base6,mixed,0.0,2,125
8,a5a6_allsigma,5000,base6,mixed,0.3,2,125
8,a5a6_allsigma,5000,base6,mixed,0.6,2,125
8,a5a6_allsigma,5000,base6,mixed,0.9,2,125
8,a1a4_varying_var,2000,base2,sin,0.0,3,126
8,a1a4_varying_var,2000,base2,sin,0.3,3,126
8,a1a4_varying_var,2000,base2,sin,0.6,3,126
8,a1a4_varying_var,2000,base2,sin,0.9,3,126
8,a1a4_varying_var,5000,base2,sin,0.0,3,126
8,a1a4_varying_var,5000,base2,sin,0.3,3,126
8,a1a4_varying_var,5000,base2,sin,0.6,3,126
8,a1a4_varying_var,5000,base2,sin,0.9,3,126
8,a1a4_varying_var,2000,base4,mixed,0.0,3,126
8,a1a4_varying_var,2000,base4,mixed,0.3,3,126
8,a1a4_varying_var,2000,base4,mixed,0.6,3,126
8,a1a4_varying_var,2000,base4,mixed,0.9,3,126
8,a1a4_varying_var,5000,base4,mixed,0.0,3,126
8,a1a4_varying_var,5000,base4,mixed,0.3,3,126
8,a1a4_varying_var,5000,base4,mixed,0.6,3,126
8,a1a4_varying_var,5000,base4,mixed,0.9,3,126
8,a5a6_allsigma,2000,base6,mixed,0.0,3,126
8,a5a6_allsigma,2000,base6,mixed,0.3,3,126
8,a5a6_allsigma,2000,base6,mixed,0.6,3,126
8,a5a6_allsigma,2000,base6,mixed,0.9,3,126
8,a5a6_allsigma,5000,base6,mixed,0.0,3,126
8,a5a6_allsigma,5000,base6,mixed,0.3,3,126
8,a5a6_allsigma,5000,base6,mixed,0.6,3,126
8,a5a6_allsigma,5000,base6,mixed,0.9,3,126
8,a1a4_varying_var,2000,base3,sin2,0.0,4,127
8,a1a4_varying_var,2000,base3,sin2,0.3,4,127
8,a1a4_varying_var,2000,base3,sin2,0.6,4,127
8,a1a4_varying_var,2000,base3,sin2,0.9,4,127
8,a1a4_varying_var,5000,base3,sin2,0.0,4,127
8,a1a4_varying_var,5000,base3,sin2,0.3,4,127
8,a1a4_varying_var,5000,base3,sin2,0.6,4,127
8,a1a4_varying_var,5000,base3,sin2,0.9,4,127
8,a5a6_allsigma,2000,base6,mixed,0.0,4,127
8,a5a6_allsigma,2000,base6,mixed,0.3,4,127
8,a5a6_allsigma,2000,base6,mixed,0.6,4,127
8,a5a6_allsigma,2000,base6,mixed,0.9,4,127
8,a5a6_allsigma,5000,base6,mixed,0.0,4,127
8,a5a6_allsigma,5000,base6,mixed,0.3,4,127
8,a5a6_allsigma,5000,base6,mixed,0.6,4,127
8,a5a6_allsigma,5000,base6,mixed,0.9,4,127
8,a1a4_varying_var,2000,base2,sin,0.0,5,128
8,a1a4_varying_var,2000,base2,sin,0.3,5,128
8,a1a4_varying_var,2000,base2,sin,0.6,5,128
8,a1a4_varying_var,2000,base2,sin,0.9,5,128
8,a1a4_varying_var,5000,base2,sin,0.0,5,128
8,a1a4_varying_var,5000,base2,sin,0.3,5,128
8,a1a4_varying_var,5000,base2,sin,0.6,5,128
8,a1a4_varying_var,5000,base2,sin,0.9,5,128
8,a1a4_varying_var,2000,base4,mixed,0.0,5,128
8,a1a4_varying_var,2000,base4,mixed,0.3,5,128
8,a1a4_varying_var,2000,base4,mixed,0.6,5,128
8,a1a4_varying_var,2000,base4,mixed,0.9,5,128
8,a1a4_varying_var,5000,base4,mixed,0.0,5,128
8,a1a4_varying_var,5000,base4,mixed,0.3,5,128
8,a1a4_varying_var,5000,base4,mixed,0.6,5,128
8,a1a4_varying_var,5000,base4,mixed,0.9,5,128
8,a5a6_allsigma,2000,base6,mixed,0.0,5,128
8,a5a6_allsigma,2000,base6,mixed,0.3,5,128
8,a5a6_allsigma,2000,base6,mixed,0.6,5,128
8,a5a6_allsigma,2000,base6,mixed,0.9,5,128
8,a5a6_allsigma,5000,base6,mixed,0.0,5,128
8,a5a6_allsigma,5000,base6,mixed,0.3,5,128
8,a5a6_allsigma,5000,base6,mixed,0.6,5,128
8,a5a6_allsigma,5000,base6,mixed,0.9,5,128
8,a1a4_varying_var,2000,base3,sin2,0.0,6,129
8,a1a4_varying_var,2000,base3,sin2,0.3,6,129
8,a1a4_varying_var,2000,base3,sin2,0.6,6,129
8,a1a4_varying_var,2000,base3,sin2,0.9,6,129
8,a1a4_varying_var,5000,base3,sin2,0.0,6,129
8,a1a4_varying_var,5000,base3,sin2,0.3,6,129
8,a1a4_varying_var,5000,base3,sin2,0.6,6,129
8,a1a4_varying_var,5000,base3,sin2,0.9,6,129
8,a5a6_allsigma,2000,base6,mixed,0.0,6,129
8,a5a6_allsigma,2000,base6,mixed,0.3,6,129
8,a5a6_allsigma,2000,base6,mixed,0.6,6,129
8,a5a6_allsigma,2000,base6,mixed,0.9,6,129
8,a5a6_allsigma,5000,base6,mixed,0.0,6,129
8,a5a6_allsigma,5000,base6,mixed,0.3,6,129
8,a5a6_allsigma,5000,base6,mixed,0.6,6,129
8,a5a6_allsigma,5000,base6,mixed,0.9,6,129
8,a1a4_varying_var,2000,base2,sin,0.0,7,130
8,a1a4_varying_var,2000,base2,sin,0.3,7,130
8,a1a4_varying_var,2000,base2,sin,0.6,7,130
8,a1a4_varying_var,2000,base2,sin,0.9,7,130
8,a1a4_varying_var,5000,base2,sin,0.0,7,130
8,a1a4_varying_var,5000,base2,sin,0.3,7,130
8,a1a4_varying_var,5000,base2,sin,0.6,7,130
8,a1a4_varying_var,5000,base2,sin,0.9,7,130
8,a1a4_varying_var,2000,base4,mixed,0.0,7,130
8,a1a4_varying_var,2000,base4,mixed,0.3,7,130
8,a1a4_varying_var,2000,base4,mixed,0.6,7,130
8,a1a4_varying_var,2000,base4,mixed,0.9,7,130
8,a1a4_varying_var,5000,base4,mixed,0.0,7,130
8,a1a4_varying_var,5000,base4,mixed,0.3,7,130
8,a1a4_varying_var,5000,base4,mixed,0.6,7,130
8,a1a4_varying_var,5000,base4,mixed,0.9,7,130
8,a5a6_allsigma,2000,base6,mixed,0.0,7,130
8,a5a6_allsigma,2000,base6,mixed,0.3,7,130
8,a5a6_allsigma,2000,base6,mixed,0.6,7,130
8,a5a6_allsigma,2000,base6,mixed,0.9,7,130
8,a5a6_allsigma,5000,base6,mixed,0.0,7,130
8,a5a6_allsigma,5000,base6,mixed,0.3,7,130
8,a5a6_allsigma,5000,base6,mixed,0.6,7,130
8,a5a6_allsigma,5000,base6,mixed,0.9,7,130
8,a1a4_varying_var,2000,base3,sin2,0.0,8,131
8,a1a4_varying_var,2000,base3,sin2,0.3,8,131
8,a1a4_varying_var,2000,base3,sin2,0.6,8,131
8,a1a4_varying_var,2000,base3,sin2,0.9,8,131
8,a1a4_varying_var,5000,base3,sin2,0.0,8,131
8,a1a4_varying_var,5000,base3,sin2,0.3,8,131
8,a1a4_varying_var,5000,base3,sin2,0.6,8,131
8,a1a4_varying_var,5000,base3,sin2,0.9,8,131
8,a5a6_allsigma,2000,base6,mixed,0.0,8,131
8,a5a6_allsigma,2000,base6,mixed,0.3,8,131
8,a5a6_allsigma,2000,base6,mixed,0.6,8,131
8,a5a6_allsigma,2000,base6,mixed,0.9,8,131
8,a5a6_allsigma,5000,base6,mixed,0.0,8,131
8,a5a6_allsigma,5000,base6,mixed,0.3,8,131
8,a5a6_allsigma,5000,base6,mixed,0.6,8,131
8,a5a6_allsigma,5000,base6,mixed,0.9,8,131
8,a1a4_varying_var,2000,base2,sin,0.0,9,132
8,a1a4_varying_var,2000,base2,sin,0.3,9,132
8,a1a4_varying_var,2000,base2,sin,0.6,9,132
8,a1a4_varying_var,2000,base2,sin,0.9,9,132
8,a1a4_varying_var,5000,base2,sin,0.0,9,132
8,a1a4_varying_var,5000,base2,sin,0.3,9,132
8,a1a4_varying_var,5000,base2,sin,0.6,9,132
8,a1a4_varying_var,5000,base2,sin,0.9,9,132
8,a1a4_varying_var,2000,base4,mixed,0.0,9,132
8,a1a4_varying_var,2000,base4,mixed,0.3,9,132
8,a1a4_varying_var,2000,base4,mixed,0.6,9,132
8,a1a4_varying_var,2000,base4,mixed,0.9,9,132
8,a1a4_varying_var,5000,base4,mixed,0.0,9,132
8,a1a4_varying_var,5000,base4,mixed,0.3,9,132
8,a1a4_varying_var,5000,base4,mixed,0.6,9,132
8,a1a4_varying_var,5000,base4,mixed,0.9,9,132
8,a5a6_allsigma,2000,base6,mixed,0.0,9,132
8,a5a6_allsigma,2000,base6,mixed,0.3,9,132
8,a5a6_allsigma,2000,base6,mixed,0.6,9,132
8,a5a6_allsigma,2000,base6,mixed,0.9,9,132
8,a5a6_allsigma,5000,base6,mixed,0.0,9,132
8,a5a6_allsigma,5000,base6,mixed,0.3,9,132
8,a5a6_allsigma,5000,base6,mixed,0.6,9,132
8,a5a6_allsigma,5000,base6,mixed,0.9,9,132
8,a1a4_varying_var,2000,base3,sin2,0.0,10,133
8,a1a4_varying_var,2000,base3,sin2,0.3,10,133
8,a1a4_varying_var,2000,base3,sin2,0.6,10,133
8,a1a4_varying_var,2000,base3,sin2,0.9,10,133
8,a1a4_varying_var,5000,base3,sin2,0.0,10,133
8,a1a4_varying_var,5000,base3,sin2,0.3,10,133
8,a1a4_varying_var,5000,base3,sin2,0.6,10,133
8,a1a4_varying_var,5000,base3,sin2,0.9,10,133
8,a5a6_allsigma,2000,base6,mixed,0.0,10,133
8,a5a6_allsigma,2000,base6,mixed,0.3,10,133
8,a5a6_allsigma,2000,base6,mixed,0.6,10,133
8,a5a6_allsigma,2000,base6,mixed,0.9,10,133
8,a5a6_allsigma,5000,base6,mixed,0.0,10,133
8,a5a6_allsigma,5000,base6,mixed,0.3,10,133
8,a5a6_allsigma,5000,base6,mixed,0.6,10,133
8,a5a6_allsigma,5000,base6,mixed,0.9,10,133
8,a1a4_varying_var,2000,base2,sin,0.0,11,134
8,a1a4_varying_var,2000,base2,sin,0.3,11,134
8,a1a4_varying_var,2000,base2,sin,0.6,11,134
8,a1a4_varying_var,2000,base2,sin,0.9,11,134
8,a1a4_varying_var,5000,base2,sin,0.0,11,134
8,a1a4_varying_var,5000,base2,sin,0.3,11,134
8,a1a4_varying_var,5000,base2,sin,0.6,11,134
8,a1a4_varying_var,5000,base2,sin,0.9,11,134
8,a1a4_varying_var,2000,base4,mixed,0.0,11,134
8,a1a4_varying_var,2000,base4,mixed,0.3,11,134
8,a1a4_varying_var,2000,base4,mixed,0.6,11,134
