n_subject,coef_type,rho_true,covariance_mode,signal_bandwidth_method,n_rep,n_success,n_fail,miae_iid_mean,miae_iid_std,rmise_iid_mean,rmise_iid_std,beta_mae_iid_mean,beta_mae_iid_std,beta_rmse_iid_mean,beta_rmse_iid_std,miae_final_mean,miae_final_std,rmise_final_mean,rmise_final_std,beta_mae_final_mean,beta_mae_final_std,beta_rmse_final_mean,beta_rmse_final_std,sigma2_miae_mean,sigma2_miae_std,sigma2_rmise_mean,sigma2_rmise_std,rho_abs_error_mean,rho_abs_error_std,Sigma_fro_error_mean,Sigma_fro_error_std,best_signal_bandwidth_mean,best_signal_bandwidth_std,best_variance_bandwidth_mean,best_variance_bandwidth_std,elapsed_seconds_mean,elapsed_seconds_std
1000,base1,0.0,exchangeable_varying_sigma,fixed,3,3,0,0.04913978660301044,0.001818552944140483,0.0667147734812623,0.003555327687454281,0.018357690478694705,0.005901462689687392,0.023651248055104507,0.00845912110631523,0.04920177084211572,0.0017911867251236312,0.0670256184038965,0.00349598140566,0.019070151224022922,0.005941799361715369,0.023979390603173823,0.009047870410136475,0.3252984718176131,0.010146073978607449,0.3369492604118777,0.007318551850329476,0.01792629496943759,0.01824579878364888,0.46065952944009564,0.014815826228714529,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1222.7609658185393,44.21370561141302
1000,base1,0.3,exchangeable_varying_sigma,fixed,3,3,0,0.052779046237124344,0.0027366645634224955,0.07237832852549679,0.004089724944409814,0.031448690241074,0.0035750844778513658,0.033626402456800854,0.004854073851573643,0.05153582155890876,0.001991621280351465,0.07086939078175723,0.0032506091153462033,0.03269105881793542,0.002868917903454467,0.03501377354394833,0.003683912985315138,0.34940413217229227,0.0064717481982600415,0.3600798885666318,0.01105419446135917,0.08400818781696412,0.029534526069275147,0.543632184586348,0.017478321346671207,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1585.0913917856913,155.82319994798726
1000,base1,0.6,exchangeable_varying_sigma,fixed,3,3,0,0.052737915550604274,0.0036613921350238635,0.07245242893345931,0.005398444990188487,0.03362753619567895,0.003997940441860224,0.0358776342173749,0.005016407695502079,0.047230664335475514,0.0019736177740072953,0.06537998787112072,0.003323953337014598,0.0345659481623336,0.0038898600335111515,0.03674871323063022,0.0045641793466737355,0.34834578165739066,0.015898780912595174,0.35928831978323444,0.018658211864266094,0.1602390978383575,0.015881874454855074,0.6625357650989011,0.03164614787436236,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1496.5407819853474,98.79384518953024
1000,base1,0.9,exchangeable_varying_sigma,fixed,3,3,0,0.052354202711338005,0.004685952266841345,0.07214423360555715,0.00687440008703058,0.03501002368038437,0.0046164896453104775,0.03752239074596982,0.004962219164576438,0.03742150717121147,0.00245111527541859,0.05286003511076535,0.00409506672278248,0.03415658289761831,0.00652692037360938,0.03627132308037831,0.006733568171093013,0.34493209188147517,0.027203426033683843,0.35689901805063284,0.02749340421438376,0.23904710301817103,0.009564438412425774,0.8215805866199805,0.037959402279727876,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1259.5663052642096,252.7352157010691
1000,base2,0.0,exchangeable_varying_sigma,fixed,3,3,0,0.049346722965260915,0.002355017225874105,0.06691050432762725,0.004109375689982132,0.018714380304928672,0.006855400276837842,0.024079670754372146,0.00830233732851383,0.049474430920376206,0.0023936548842084025,0.06725418417857164,0.0041014711218808715,0.01931955372093337,0.00649912547073048,0.024195597269957434,0.008447362567081418,0.32593723708800154,0.009415397448195131,0.33880242331991745,0.007076201546378915,0.01676288450387252,0.006321809380120474,0.46125106876362265,0.013486899462593321,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,973.3417284501096,51.92636847605598
1000,base2,0.3,exchangeable_varying_sigma,fixed,3,3,0,0.05192201750435766,0.0019071185804559756,0.07138506771271826,0.0035882050997899685,0.03188163190355549,0.0027318348044605184,0.03372627651973777,0.0035663545080396597,0.05063037721566646,0.0012377222017186898,0.06992996545047533,0.0027674356016605998,0.032948251779625175,0.002479979017010388,0.034875208192243524,0.0028920052515502264,0.3478581133067416,0.008306990241516262,0.3592582489919283,0.01290831359400924,0.07658076425900692,0.03534192486007223,0.5387008045510736,0.024761567640559163,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1777.3189252788823,79.74877624785381
1000,base2,0.6,exchangeable_varying_sigma,fixed,3,3,0,0.05183435779298056,0.0025836131534509002,0.07139793411958693,0.004762593578559777,0.03406047785816082,0.0034097893474453697,0.03591508052300038,0.004051165116385361,0.04622481494029218,0.0010938605054905555,0.06434985440773201,0.0027139085509841326,0.03480764059774772,0.003961022233017846,0.03646161864232839,0.004458166163907919,0.34687496971240056,0.017370145564471605,0.35831369181512135,0.019897377277811427,0.1504032059590006,0.023259092180405245,0.6541846719815657,0.03925769726057654,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1884.0168622514855,112.57449044030315
1000,base2,0.9,exchangeable_varying_sigma,fixed,3,3,0,0.05137301023477391,0.003277011874350037,0.071045740970571,0.006041065012771734,0.03544296534286697,0.004310264186408178,0.03747272965016016,0.004481547344642109,0.03616717652622158,0.001157800638704283,0.05150945329394383,0.0030969832963285582,0.03440024360096538,0.006913967881305621,0.03575674711036946,0.007287236541903184,0.34366403906769327,0.027971970062333217,0.35588395989151494,0.027822933625108837,0.22613262995126773,0.011454934944493431,0.8096381090571114,0.04570966287010381,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,2108.2190726380795,92.95707449709616
1000,base3,0.0,exchangeable_varying_sigma,fixed,3,3,0,0.06432328255803887,0.0013407281991851014,0.08243699295571398,0.002749568877527326,0.019944213079820514,0.004751585990271135,0.02627859151252288,0.01007533850610904,0.06531843601040833,0.0013358457425853465,0.08377464765566318,0.0027509124978731857,0.02094915542511992,0.0061121754294539855,0.02771254545531901,0.009117741751107562,0.1999808444969133,0.010256288072573862,0.23378178663850657,0.004471442825430436,0.018937417844394063,0.02162371413948088,0.28456930782363266,0.015911924643838248,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,973.51072499156,60.234019201020715
1000,base3,0.3,exchangeable_varying_sigma,fixed,3,3,0,0.06681754134128604,0.001656055460039429,0.08641160120904477,0.003072117451989362,0.035716478833133995,0.006801807666153419,0.03987235494264133,0.008788541303562235,0.06728015996469254,0.0012244704740133818,0.08688491794249224,0.0025192008033160956,0.035813506041277345,0.006126336925257346,0.04064619094651029,0.007561920750585879,0.21261929529695553,0.014522593322722818,0.24825261467943238,0.01866874341928353,0.12436621912085565,0.026538569117615467,0.3789678209149597,0.019950729678906567,0.18000000000000002,2.7755575615628914e-17,0.18000000000000002,2.7755575615628914e-17,1399.0391164676596,355.9433913128573
