n_subject,coef_type,rep,seed,success,error_message,elapsed_seconds,covariance_mode,signal_bandwidth_input,signal_bandwidth_method,best_signal_bandwidth,variance_bandwidth_input,variance_bandwidth_method,best_variance_bandwidth,sigma2_true,sigma2_function,a_eval_mode,a_eval_selected_points,rho_true,rho_error,miae_iid,rmise_iid,beta_mae_iid,beta_rmse_iid,miae_final,rmise_final,beta_mae_final,beta_rmse_final,sigma2_miae,sigma2_rmise,rho_abs_error,Sigma_fro_error
2000,base6,0,123,1,,1062.4358895756304,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.3,-0.08561002417100433,0.04775853435323344,0.06174574684357071,0.02336608034279311,0.029858482723056964,0.04775018775584406,0.061619073010482375,0.0246872766333784,0.03102455035744929,0.08685395571302777,0.10976154936322267,0.08561002417100433,
2000,base2,0,123,1,,1198.039555002004,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.3,-0.06310073215821302,0.03601228051672596,0.04907288300629105,0.023029654483502957,0.030199146673692452,0.034914672941218236,0.04740607158462268,0.023889426540580072,0.030361244721724148,0.20164952165290306,0.25275668593705714,0.06310073215821302,
2000,base2,0,123,1,,1525.762354761362,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.0,-0.030171807237507398,0.03629289362580056,0.049185304081896745,0.02437470357121793,0.02513179341379498,0.03631330862689549,0.04927853960728243,0.023198320711614012,0.023897826805772716,0.22597211985828783,0.2895828024409097,0.030171807237507398,
2000,base6,0,123,1,,1760.2267741523683,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.9,-0.3153433728466183,0.04898069093200119,0.06374414198990681,0.02875400720839362,0.037605612813847125,0.04274014595816087,0.055779549883132905,0.03223760164955505,0.0385677479103984,0.08024470944536001,0.10547397052624241,0.3153433728466183,
2000,base6,0,123,1,,1886.5242075324059,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.0,-0.04281664256333574,0.04733749649768426,0.06148998504691787,0.023004788687353117,0.02535153382594151,0.0481005484230135,0.062363608515214074,0.022575964549168798,0.024550424016539705,0.11022050064214259,0.12538497009557933,0.04281664256333574,
2000,base2,0,123,1,,2061.6018812283874,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.9,-0.22640180567870105,0.037341891692163225,0.05112459679706038,0.028769388771932983,0.0385774002566462,0.02550284811886772,0.03486178323857975,0.03128626871217889,0.03800076761325707,0.19841509623071935,0.2556319838756775,0.22640180567870105,
2000,base2,0,123,1,,2123.6330642700195,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.6,-0.1448141315700332,0.036531160284393946,0.04995398198833048,0.025922406056441805,0.03437436479991169,0.03209196021582971,0.043624706264509684,0.02757167919441185,0.034268245529174284,0.19800730334010022,0.25189750726695437,0.1448141315700332,
2000,base6,0,123,1,,2370.048846848309,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin,anchor_grid,500,0.6,-0.19995770704970672,0.048296730452390524,0.0625993813485198,0.026116324714342803,0.03376202643511274,0.04618768452862813,0.0597312884978217,0.028431788193867574,0.034858591514806074,0.0831108913790803,0.10670923794694157,0.19995770704970672,
5000,base2,0,123,1,,2457.3811327517033,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.0,-0.006398822014341574,0.02234673027378332,0.029046701431102037,0.009541916739858353,0.01048427213568227,0.022282185174468255,0.028970677029594234,0.008873580929620262,0.009888958197263426,0.10240148285487408,0.12157683646061809,0.006398822014341574,
2000,base1,1,124,1,,964.3691972605884,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,sin2,anchor_grid,500,0.0,0.017900146977863157,0.029779394437841056,0.03806356194337897,0.005519746050923036,0.006375596969501542,0.029842972459804676,0.038205940901898716,0.006317006924618299,0.007613833289122259,0.14752436387169554,0.1518603560325661,0.017900146977863157,
5000,base2,0,123,1,,3305.533782210201,exchangeable_varying_sigma,0.18,fixed,0.18,0.18,fixed,0.18,1.0,mixed,anchor_grid,500,0.9,-0.10471882453109338,0.022931302648535656,0.02954597781496725,0.006351855306559323,0.007840651879440282,0.01564117064290961,0.019818191094432745,0.005938988503308304,0.007038420469188308,0.11240517149568766,0.1365823736889164,0.10471882453109338,
