image_type,rank,block,block_row,block_col,t,age,A_hat,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower_pointwise,ci_upper_pointwise,confidence_level,ci_method,n_success,local_support_pairs,support_ok
roi,1,3,3,1,0.01,18.61,-0.3848500127507414,-0.3840341076760956,0.0008159050746457952,0.3392249846203833,-0.9921957650614445,0.24074566303758582,0.95,percentile,500,269,True
roi,1,4,4,1,0.01,18.61,-0.2392677678033274,-0.2287420069628941,0.010525760840433301,0.3265307552514139,-0.8659468939484662,0.42839541891680916,0.95,percentile,500,269,True
roi,1,5,5,1,0.01,18.61,0.34868188830187713,0.31187168068329985,-0.036810207618577284,0.25062072108616257,-0.20791256909275724,0.7674042345978532,0.95,percentile,500,269,True
roi,1,6,6,1,0.01,18.61,0.020876148254612748,0.08529416606410346,0.06441801780949072,0.2088249899669279,-0.3245781182906392,0.5212492511772394,0.95,percentile,500,269,True
roi,1,7,1,2,0.01,18.61,-0.10658740854861606,-0.02975380221814492,0.07683360633047115,0.3170790312102127,-0.6710746297540133,0.5506423612642206,0.95,percentile,500,269,True
roi,1,8,2,2,0.01,18.61,0.2190788618872963,0.154991802098318,-0.0640870597889783,0.332126147137476,-0.4643468527933732,0.7559328682082643,0.95,percentile,500,269,True
roi,1,9,3,2,0.01,18.61,0.5861138533981956,0.6054664978826592,0.01935264448446361,0.3422178851617435,-0.013484205894298516,1.3511384212786044,0.95,percentile,500,269,True
roi,1,10,4,2,0.01,18.61,-0.8163182295749759,-0.8445249663325667,-0.028206736757590778,0.37304380758298433,-1.682834827762671,-0.19795606949064676,0.95,percentile,500,269,True
roi,1,11,5,2,0.01,18.61,-0.2736891753831842,-0.297353968110969,-0.023664792727784767,0.31380536893233457,-0.9254449625148056,0.3035969821871468,0.95,percentile,500,269,True
roi,1,12,6,2,0.01,18.61,0.3192931348699609,0.35227622474327347,0.032983089873312554,0.22214101833052816,-0.0678398849833501,0.7901875651818395,0.95,percentile,500,269,True
