image_type,t,age,sigma2_hat_std,sigma2_bootstrap_mean_std,sigma2_bootstrap_se_std,sigma2_ci_lower_pointwise_std,sigma2_ci_upper_pointwise_std,sigma_hat_std,sigma_bootstrap_mean_std,sigma_bootstrap_se_std,sigma_ci_lower_pointwise_std,sigma_ci_upper_pointwise_std,sigma_hat_iop,sigma_bootstrap_mean_iop,sigma_bootstrap_se_iop,sigma_ci_lower_pointwise_iop,sigma_ci_upper_pointwise_iop,local_support_pairs,variance_support_pairs,min_variance_support_pairs,support_ok,confidence_level,ci_method,n_success
roi,0.6,54.6,0.7789320231052509,0.7405628962214987,0.09148934353443353,0.5726420066344686,0.9229378560552445,0.8825712566729391,0.858919782633925,0.05315405844755931,0.7567308419764124,0.9606964572409169,3.6882049070146237,3.5893670149472334,0.22212717410836716,3.162326422444307,4.014684775827184,273,135,30,True,0.95,percentile,500
roi,0.61,55.21,0.7781341368481228,0.7392491358523602,0.09199161865630365,0.5716216509261344,0.9240827234351658,0.8821191171537566,0.8581337480826742,0.0534913910060688,0.7560557993569261,0.9612921507014937,3.6863154468937593,3.586082230328329,0.22353686379425225,3.1595054655155503,4.017174138048946,273,134,30,True,0.95,percentile,500
roi,0.62,55.82,0.7779801398719987,0.7385307679253258,0.09249598436193862,0.5722249785976731,0.9234310330120611,0.8820318247501042,0.8576950504725293,0.053812264772371964,0.7564555224909078,0.9609531635563715,3.685950657910364,3.5842489430258038,0.22487777331341435,3.161175881148341,4.015757533958793,273,133,30,True,0.95,percentile,500
roi,0.63,56.43,0.7775475922345235,0.7375669209318131,0.09306010083405586,0.572651351966625,0.9220820224373376,0.8817865910947634,0.8571099263107037,0.054179017001413865,0.7567366865611364,0.9602510179087596,3.684925843240552,3.581803749180501,0.22641040578992402,3.1623508465640544,4.012823315329554,273,132,30,True,0.95,percentile,500
roi,0.64,57.04,0.7770147000281615,0.7364525167431123,0.09371289146581172,0.5718053300569569,0.9196303667837855,0.881484373104913,0.856432519466472,0.0546060434694859,0.7561771168999801,0.958973600604179,3.6836628949349883,3.5789729123182643,0.22819492018812185,3.160012443228925,4.007485075798821,273,132,30,True,0.95,percentile,500
roi,0.65,57.65,0.7754372626365662,0.7343108990034968,0.09435725801190262,0.5680550858849012,0.9173346861286278,0.8805891565517748,0.855151765535477,0.05506742910786742,0.7536942586892426,0.9577758960977798,3.6799218461990804,3.5736207292539968,0.23012301920861306,3.1496367486127372,4.002479950598724,273,129,30,True,0.95,percentile,500
roi,0.66,58.260000000000005,0.7726360329613757,0.7310381836593893,0.09501412851375957,0.5617223765529913,0.9162183663217982,0.8789971746037502,0.8532027856539257,0.055582091987167855,0.7494812187443407,0.9571927139286394,3.6732690625420217,3.565476075654119,0.23227376017433382,3.132030742887135,4.000042872208006,273,127,30,True,0.95,percentile,500
roi,0.67,58.870000000000005,0.77090669204829,0.7289004571594861,0.09586078392970697,0.5590617798458027,0.914556598349651,0.8780129224836557,0.8519108671432903,0.05616618986919772,0.7477038261822408,0.9563235457450251,3.669155940262517,3.560077236575277,0.2347146652665758,3.12460314095736,3.9964106778264306,273,125,30,True,0.95,percentile,500
roi,0.68,59.480000000000004,0.7684721732302349,0.7260878325533464,0.09682716995716655,0.5542267092657052,0.9149462975350796,0.8766254463738974,0.850213068824462,0.056850982593802696,0.744462707916615,0.9565282213193099,3.6633577725138107,3.5529822535432785,0.2375763672176421,3.111058729442578,3.997266003049993,273,122,30,True,0.95,percentile,500
roi,0.6900000000000001,60.09,0.7646188861457334,0.7219407578286646,0.09777466272146303,0.5483876635808776,0.9095380783833019,0.8744248887959064,0.8477212162014168,0.05758584626481976,0.7405294511489426,0.9536965099961384,3.654161792930349,3.5425689718933433,0.24064731222852898,3.09462191847531,3.985432475141163,273,119,30,True,0.95,percentile,500
roi,0.7000000000000001,60.7,0.7604509451429449,0.7175216033622502,0.09863431351477532,0.5426345011652965,0.9060964112370504,0.8720383851316093,0.8450627727666487,0.058286431202462845,0.7366334571886082,0.9518909640137734,3.6441887573723477,3.5314595186373032,0.24357500875757343,3.078340826230846,3.977887221994009,273,116,30,True,0.95,percentile,500
roi,0.71,61.309999999999995,0.7553472645690127,0.7120944445838645,0.09929839462539419,0.5367072199907894,0.9030856209803376,0.8691071651810337,0.841801540848935,0.05891989065887037,0.7325975245876334,0.9503063222861894,3.6319393897167473,3.5178310535463746,0.24622219249243057,3.0614749399800183,3.971265112616045,273,111,30,True,0.95,percentile,500
roi,0.72,61.92,0.7512787377023272,0.7075879675806626,0.09974145151671363,0.5305312417458746,0.8971759592509367,0.8667633689204495,0.8390876679388339,0.059387767321619406,0.7283731521296978,0.9471905568493113,3.6221448254773496,3.506489964304718,0.24817741705971796,3.043821576457679,3.9582445419975087,273,108,30,True,0.95,percentile,500
roi,0.73,62.53,0.7489173809188588,0.7045248705878242,0.10018803326623181,0.5250903993750999,0.893056066222117,0.8654001276397287,0.8372311006019921,0.05980056008580024,0.7246300710189327,0.9450121931217901,3.6164479334213437,3.4987314964074563,0.2499024497830486,3.0281794965511573,3.949141308996931,273,103,30,True,0.95,percentile,500
roi,0.74,63.14,0.7461781615717344,0.7010233699088515,0.10051152704759016,0.519107174832261,0.8880384907722715,0.863816046141616,0.835111792710306,0.06015730535691604,0.7204909254607164,0.9423539197556187,3.609828165204016,3.4898750537049628,0.25139326386693756,3.0108822904125727,3.9380325664459224,273,102,30,True,0.95,percentile,500
roi,0.75,63.75,0.7419623193374852,0.6961027141138383,0.10061555181439168,0.5117507421905647,0.8805584986508037,0.8613723465131007,0.8321394074435524,0.0604485628516677,0.7153672268520358,0.938376037625002,3.5996161116241883,3.4774536590090768,0.2526104090132653,2.9894707044270543,3.921409269139626,273,96,30,True,0.95,percentile,500
roi,0.76,64.36,0.7365323114138165,0.6899522819576624,0.10046955724059636,0.5023672265587414,0.8731876832284344,0.8582146068518156,0.8284207886993359,0.06065176073779351,0.7087786843183528,0.9344429964276184,3.586420133593213,3.4619138056589485,0.2534595590790961,2.9619376358854743,3.9049733590258477,273,89,30,True,0.95,percentile,500
roi,0.77,64.97,0.7323973293161699,0.6846919493007956,0.09993945125318013,0.49556362939740656,0.8669339073861798,0.8558021554753001,0.8252445953894981,0.0605858760601452,0.7039624734437343,0.9310928474986652,3.576338664320873,3.448640711093042,0.2531842315182195,2.9418110201060896,3.890973315827552,273,88,30,True,0.95,percentile,500
roi,0.78,65.58,0.7278049563190861,0.6789521135842616,0.09940109743942538,0.49212294979518334,0.859426685516198,0.8531148552915289,0.821763132249266,0.06053757226258544,0.7015145996999683,0.9270511076613325,3.565108620684771,3.434091914788708,0.2529823732525663,2.9315815231841706,3.8740831615332443,273,85,30,True,0.95,percentile,500
roi,0.79,66.19,0.7219434050938008,0.6719047185556226,0.09895817046502633,0.4838751944336364,0.8513486144519318,0.8496725281505816,0.8174583284368767,0.06061309858644361,0.6956012925470892,0.9226852692341073,3.550723371044247,3.4161024341382262,0.25329799259339164,2.906870217107708,3.8558386214025977,273,84,30,True,0.95,percentile,500
